stage,param_id,parameter_set,a,b,c,d,direction,side,side_sign,signal_time_utc,signal_move_cents,signal_sigma_cents,entry_time_utc,entry_time_dubai,entry_dubai_date,exit_time_utc,exit_time_dubai,hold_seconds,source_type,selected_symbol,mid_entry_px,mid_exit_px,mid_dynamic_cost_cents,mid_dynamic_pnl_cents,actual_entry_px,actual_exit_px,actual_pnl_cents,actual_fill_status,actual_entry_side,actual_exit_side,entry_px,exit_px,pnl_cents,fill_status,entry_fill_side,exit_fill_side,fill_model,full_period_label,selection_reason,is_in_sample_visual
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-08-12 07:00:00,6.999999999999318,9.800626526476119,2025-08-12 07:02:00,2025-08-12 11:02:00,2025-08-12,2025-08-12 09:02:00,2025-08-12 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\V25,66.88499999999999,66.57499999999999,2.6754,28.324600000000228,66.88,66.58,29.999999999999716,actual_bid_ask,bid,ask,66.88,66.58,29.999999999999716,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-08-13 07:00:00,-6.999999999999318,12.947270489398937,2025-08-13 07:02:00,2025-08-13 11:02:00,2025-08-13,2025-08-13 09:02:00,2025-08-13 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\V25,66.08500000000001,65.965,2.6434,-14.643400000000454,66.09,65.96,-13.000000000000966,actual_bid_ask,ask,bid,66.09,65.96,-13.000000000000966,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-08-14 07:01:12,7.499999999998863,12.221024845563988,2025-08-14 07:03:12,2025-08-14 11:03:12,2025-08-14,2025-08-14 09:03:12,2025-08-14 13:03:12,7200,parquet_prompt_bid_ask,F:BRN\V25,66.025,65.89500000000001,2.6410000000000005,10.358999999999545,66.02,65.9,11.999999999999034,actual_bid_ask,bid,ask,66.02,65.9,11.999999999999034,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-08-15 07:00:00,-11.499999999998067,10.827433435223043,2025-08-15 07:02:00,2025-08-15 11:02:00,2025-08-15,2025-08-15 09:02:00,2025-08-15 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\V25,66.455,66.215,2.6582,-26.65819999999949,66.46,66.21,-25.0,actual_bid_ask,ask,bid,66.46,66.21,-25.0,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-08-18 07:00:00,-11.50000000000091,12.114707137702299,2025-08-18 07:02:00,2025-08-18 11:02:00,2025-08-18,2025-08-18 09:02:00,2025-08-18 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\V25,66.005,65.85499999999999,2.6401999999999997,-17.64020000000057,66.01,65.85,-16.00000000000108,actual_bid_ask,ask,bid,66.01,65.85,-16.00000000000108,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-08-19 07:00:00,-13.000000000000966,10.292226296370274,2025-08-19 07:02:00,2025-08-19 11:02:00,2025-08-19,2025-08-19 09:02:00,2025-08-19 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\V25,66.045,65.88499999999999,2.6418,-18.64180000000108,66.05,65.88,-17.00000000000017,actual_bid_ask,ask,bid,66.05,65.88,-17.00000000000017,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-08-20 07:00:00,-3.499999999999659,6.4639627348907185,2025-08-20 07:02:00,2025-08-20 11:02:00,2025-08-20,2025-08-20 09:02:00,2025-08-20 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\V25,66.255,66.58500000000001,2.6502,30.349800000001252,66.26,66.58,31.999999999999318,actual_bid_ask,ask,bid,66.26,66.58,31.999999999999318,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-08-21 07:00:02,6.000000000000227,11.879259086342293,2025-08-21 07:02:02,2025-08-21 11:02:02,2025-08-21,2025-08-21 09:02:02,2025-08-21 13:02:02,7200,parquet_prompt_bid_ask,F:BRN\V25,67.32499999999999,67.42500000000001,2.6929999999999996,-12.693000000002273,67.32,67.43,-11.000000000001364,actual_bid_ask,bid,ask,67.32,67.43,-11.000000000001364,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-08-22 07:00:00,4.999999999998295,8.339634251201026,2025-08-22 07:02:00,2025-08-22 11:02:00,2025-08-22,2025-08-22 09:02:00,2025-08-22 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\V25,67.82499999999999,67.545,2.7129999999999996,25.28699999999869,67.82,67.55,26.999999999999602,actual_bid_ask,bid,ask,67.82,67.55,26.999999999999602,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-08-25 07:00:01,4.999999999999716,9.058885349862793,2025-08-25 07:02:01,2025-08-25 11:02:01,2025-08-25,2025-08-25 09:02:01,2025-08-25 13:02:01,7200,parquet_prompt_bid_ask,F:BRN\V25,67.77000000000001,67.945,2.7108000000000003,-20.210799999998294,67.76,67.95,-18.999999999999773,actual_bid_ask,bid,ask,67.76,67.95,-18.999999999999773,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-08-26 07:00:00,6.499999999999773,8.171734975069523,2025-08-26 07:02:00,2025-08-26 11:02:00,2025-08-26,2025-08-26 09:02:00,2025-08-26 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\V25,68.455,68.06,2.7382,36.7617999999996,68.45,68.07,38.000000000000966,actual_bid_ask,bid,ask,68.45,68.07,38.000000000000966,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-08-27 07:00:00,9.000000000000341,12.086037504425747,2025-08-27 07:02:00,2025-08-27 11:02:00,2025-08-27,2025-08-27 09:02:00,2025-08-27 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\V25,67.215,66.94,2.6886,24.811400000000567,67.21,66.95,25.99999999999909,actual_bid_ask,bid,ask,67.21,66.95,25.99999999999909,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-08-28 07:00:12,-5.500000000000682,10.786364626066007,2025-08-28 07:02:12,2025-08-28 11:02:12,2025-08-28,2025-08-28 09:02:12,2025-08-28 13:02:12,7200,parquet_prompt_bid_ask,F:BRN\V25,67.5,67.58,2.7,5.299999999999829,67.51,67.57,5.999999999998806,actual_bid_ask,ask,bid,67.51,67.57,5.999999999998806,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-08-29 07:00:00,5.000000000001137,7.17840352702913,2025-08-29 07:02:00,2025-08-29 11:02:00,2025-08-29,2025-08-29 09:02:00,2025-08-29 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\V25,68.06,68.21000000000001,2.7224,-17.72240000000057,68.05,68.22,-17.00000000000017,actual_bid_ask,bid,ask,68.05,68.22,-17.00000000000017,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-01 07:00:01,-3.50000000000108,6.766628675069105,2025-09-01 07:02:01,2025-09-01 11:02:01,2025-09-01,2025-09-01 09:02:01,2025-09-01 13:02:01,7200,parquet_prompt_bid_ask,F:BRN\X25,67.545,68.06,2.7018,48.79820000000006,67.55,68.05,50.0,actual_bid_ask,ask,bid,67.55,68.05,50.0,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-09-02 07:00:00,4.999999999998295,9.277276171926312,2025-09-02 07:02:00,2025-09-02 11:02:00,2025-09-02,2025-09-02 09:02:00,2025-09-02 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\X25,68.63499999999999,69.195,2.7453999999999996,-58.745400000000224,68.63,69.2,-57.00000000000074,actual_bid_ask,bid,ask,68.63,69.2,-57.00000000000074,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-03 07:00:01,-4.4999999999987494,8.414640427622095,2025-09-03 07:02:01,2025-09-03 11:02:01,2025-09-03,2025-09-03 09:02:01,2025-09-03 13:02:01,7200,parquet_prompt_bid_ask,F:BRN\X25,68.935,68.85499999999999,2.7574,-10.757400000001251,68.94,68.85,-9.000000000000341,actual_bid_ask,ask,bid,68.94,68.85,-9.000000000000341,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-04 07:00:00,-10.500000000000398,10.061808429727815,2025-09-04 07:02:00,2025-09-04 11:02:00,2025-09-04,2025-09-04 09:02:00,2025-09-04 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\X25,66.805,66.955,2.6722,12.327799999999147,66.81,66.95,14.000000000000057,actual_bid_ask,ask,bid,66.81,66.95,14.000000000000057,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-05 07:00:00,-6.000000000000227,10.634173720746448,2025-09-05 07:02:00,2025-09-05 11:02:00,2025-09-05,2025-09-05 09:02:00,2025-09-05 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\X25,66.66499999999999,66.89500000000001,2.6666,20.33340000000182,66.67,66.89,21.999999999999886,actual_bid_ask,ask,bid,66.67,66.89,21.999999999999886,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-08 07:00:00,-6.999999999999318,11.85756213373135,2025-09-08 07:02:00,2025-09-08 11:02:00,2025-09-08,2025-09-08 09:02:00,2025-09-08 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\X25,66.64,66.66499999999999,2.6656,-0.16560000000085262,66.65,66.66,0.9999999999990905,actual_bid_ask,ask,bid,66.65,66.66,0.9999999999990905,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-09 07:00:02,-6.499999999999773,11.41699989229111,2025-09-09 07:02:02,2025-09-09 11:02:02,2025-09-09,2025-09-09 09:02:02,2025-09-09 13:02:02,7200,parquet_prompt_bid_ask,F:BRN\X25,66.535,66.64,2.6614,7.8386000000003975,66.54,66.63,8.99999999999892,actual_bid_ask,ask,bid,66.54,66.63,8.99999999999892,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-10 07:10:52,-6.499999999999773,12.035946808325345,2025-09-10 07:12:52,2025-09-10 11:12:52,2025-09-10,2025-09-10 09:12:52,2025-09-10 13:12:52,7200,parquet_prompt_bid_ask,F:BRN\X25,67.025,67.035,2.6810000000000005,-1.68100000000091,67.03,67.03,0.0,actual_bid_ask,ask,bid,67.03,67.03,0.0,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-11 07:04:17,-6.499999999999773,11.1732613247769,2025-09-11 07:06:17,2025-09-11 11:06:17,2025-09-11,2025-09-11 09:06:17,2025-09-11 13:06:17,7200,parquet_prompt_bid_ask,F:BRN\X25,67.38499999999999,67.245,2.6954,-16.695399999998635,67.39,67.24,-15.000000000000568,actual_bid_ask,ask,bid,67.39,67.24,-15.000000000000568,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-12 07:00:00,-6.499999999999773,9.42346667304162,2025-09-12 07:02:00,2025-09-12 11:02:00,2025-09-12,2025-09-12 09:02:00,2025-09-12 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\X25,65.805,66.435,2.6322000000000005,60.36779999999955,65.81,66.43,62.000000000000455,actual_bid_ask,ask,bid,65.81,66.43,62.000000000000455,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-15 07:00:00,-24.500000000000455,11.122972750264983,2025-09-15 07:02:00,2025-09-15 11:02:00,2025-09-15,2025-09-15 09:02:00,2025-09-15 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\X25,67.17500000000001,67.22999999999999,2.6870000000000007,2.8129999999978392,67.18,67.22,3.999999999999204,actual_bid_ask,ask,bid,67.18,67.22,3.999999999999204,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-16 07:00:00,-13.999999999998636,10.554904389621985,2025-09-16 07:02:00,2025-09-16 11:02:00,2025-09-16,2025-09-16 09:02:00,2025-09-16 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\X25,67.375,67.065,2.695,-33.69500000000023,67.38,67.06,-31.999999999999318,actual_bid_ask,ask,bid,67.38,67.06,-31.999999999999318,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-17 07:01:11,-5.000000000001137,9.928834650066205,2025-09-17 07:03:11,2025-09-17 11:03:11,2025-09-17,2025-09-17 09:03:11,2025-09-17 13:03:11,7200,parquet_prompt_bid_ask,F:BRN\X25,68.35499999999999,68.065,2.7341999999999995,-31.734199999999205,68.36,68.06,-29.999999999999716,actual_bid_ask,ask,bid,68.36,68.06,-29.999999999999716,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-09-18 07:00:00,4.999999999998295,9.058885349862003,2025-09-18 07:02:00,2025-09-18 11:02:00,2025-09-18,2025-09-18 09:02:00,2025-09-18 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\X25,67.775,68.015,2.7110000000000003,-26.710999999999487,67.77,68.02,-25.0,actual_bid_ask,bid,ask,67.77,68.02,-25.0,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-09-19 07:00:01,7.499999999998863,11.17256442241997,2025-09-19 07:02:01,2025-09-19 11:02:01,2025-09-19,2025-09-19 09:02:01,2025-09-19 13:02:01,7200,parquet_prompt_bid_ask,F:BRN\X25,67.485,67.07499999999999,2.6994000000000002,38.30060000000108,67.48,67.08,40.00000000000057,actual_bid_ask,bid,ask,67.48,67.08,40.00000000000057,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-22 07:00:00,-7.499999999998863,8.109288951379904,2025-09-22 07:02:00,2025-09-22 11:02:00,2025-09-22,2025-09-22 09:02:00,2025-09-22 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\X25,67.16499999999999,66.785,2.6866,-40.686599999999544,67.17,66.78,-39.00000000000006,actual_bid_ask,ask,bid,67.17,66.78,-39.00000000000006,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-09-23 07:00:38,4.5000000000001705,8.203796701007919,2025-09-23 07:02:38,2025-09-23 11:02:38,2025-09-23,2025-09-23 09:02:38,2025-09-23 13:02:38,7200,parquet_prompt_bid_ask,F:BRN\X25,66.15,66.42500000000001,2.6460000000000004,-30.14600000000057,66.14,66.43,-29.000000000000625,actual_bid_ask,bid,ask,66.14,66.43,-29.000000000000625,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-09-24 07:00:00,5.49999999999784,10.646235240936342,2025-09-24 07:02:00,2025-09-24 11:02:00,2025-09-24,2025-09-24 09:02:00,2025-09-24 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\X25,67.69999999999999,67.64,2.7079999999999997,3.2919999999988065,67.69,67.65,3.999999999999204,actual_bid_ask,bid,ask,67.69,67.65,3.999999999999204,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-25 07:00:07,-6.499999999999773,11.150839092116906,2025-09-25 07:02:07,2025-09-25 11:02:07,2025-09-25,2025-09-25 09:02:07,2025-09-25 13:02:07,7200,parquet_prompt_bid_ask,F:BRN\X25,69.13,68.705,2.7651999999999997,-45.265199999999716,69.14,68.7,-43.99999999999977,actual_bid_ask,ask,bid,69.14,68.7,-43.99999999999977,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-26 07:00:00,-17.99999999999784,12.402052289889957,2025-09-26 07:02:00,2025-09-26 11:02:00,2025-09-26,2025-09-26 09:02:00,2025-09-26 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\X25,69.47,69.525,2.7788,2.721200000000682,69.48,69.52,3.999999999999204,actual_bid_ask,ask,bid,69.48,69.52,3.999999999999204,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-29 07:00:44,-6.999999999999318,13.062738999417078,2025-09-29 07:02:44,2025-09-29 11:02:44,2025-09-29,2025-09-29 09:02:44,2025-09-29 13:02:44,7200,parquet_prompt_bid_ask,F:BRN\X25,69.66,69.38,2.7864,-30.786400000000114,69.67,69.37,-29.999999999999716,actual_bid_ask,ask,bid,69.67,69.37,-29.999999999999716,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-09-30 07:04:58,-7.500000000000284,13.449479068276673,2025-09-30 07:06:58,2025-09-30 11:06:58,2025-09-30,2025-09-30 09:06:58,2025-09-30 13:06:58,7200,parquet_prompt_bid_ask,F:BRN\X25,67.525,67.44,2.701,-11.201000000000796,67.55,67.42,-12.999999999999545,actual_bid_ask,ask,bid,67.55,67.42,-12.999999999999545,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-10-01 07:00:00,-6.000000000000227,10.299410871192455,2025-10-01 07:02:00,2025-10-01 11:02:00,2025-10-01,2025-10-01 09:02:00,2025-10-01 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\Z25,66.285,65.82499999999999,2.6513999999999998,-48.6514000000008,66.29,65.82,-47.00000000000131,actual_bid_ask,ask,bid,66.29,65.82,-47.00000000000131,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-10-02 07:00:21,6.000000000000227,10.820817903985967,2025-10-02 07:02:21,2025-10-02 11:02:21,2025-10-02,2025-10-02 09:02:21,2025-10-02 13:02:21,7200,parquet_prompt_bid_ask,F:BRN\Z25,65.465,65.39,2.6186000000000003,4.8814000000002835,65.46,65.4,5.999999999998806,actual_bid_ask,bid,ask,65.46,65.4,5.999999999998806,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-10-03 07:00:00,-9.000000000000341,9.566173720149633,2025-10-03 07:02:00,2025-10-03 11:02:00,2025-10-03,2025-10-03 09:02:00,2025-10-03 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\Z25,64.755,65.005,2.5902,22.4098,64.76,65.0,23.99999999999949,actual_bid_ask,ask,bid,64.76,65.0,23.99999999999949,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-10-06 07:00:00,18.999999999999773,13.39022438236379,2025-10-06 07:02:00,2025-10-06 11:02:00,2025-10-06,2025-10-06 09:02:00,2025-10-06 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\Z25,65.565,65.555,2.6226,-1.6226000000009093,65.56,65.56,0.0,actual_bid_ask,bid,ask,65.56,65.56,0.0,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-10-07 07:00:00,-6.000000000000227,10.797663818518648,2025-10-07 07:02:00,2025-10-07 11:02:00,2025-10-07,2025-10-07 09:02:00,2025-10-07 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\Z25,65.61500000000001,65.275,2.6246000000000005,-36.62460000000034,65.62,65.27,-35.00000000000085,actual_bid_ask,ask,bid,65.62,65.27,-35.00000000000085,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-10-08 07:00:11,4.999999999999716,9.801988402396999,2025-10-08 07:02:11,2025-10-08 11:02:11,2025-10-08,2025-10-08 09:02:11,2025-10-08 13:02:11,7200,parquet_prompt_bid_ask,F:BRN\Z25,66.07,65.995,2.6428,4.857199999998864,66.06,66.0,6.000000000000227,actual_bid_ask,bid,ask,66.06,66.0,6.000000000000227,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-10-09 07:02:05,-5.999999999998806,11.207120730196273,2025-10-09 07:04:05,2025-10-09 11:04:05,2025-10-09,2025-10-09 09:04:05,2025-10-09 13:04:05,7200,parquet_prompt_bid_ask,F:BRN\Z25,66.305,66.435,2.6522,10.347799999999545,66.31,66.43,12.000000000000455,actual_bid_ask,ask,bid,66.31,66.43,12.000000000000455,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-10-10 07:00:00,-11.50000000000091,10.89655832429599,2025-10-10 07:02:00,2025-10-10 11:02:00,2025-10-10,2025-10-10 09:02:00,2025-10-10 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\Z25,64.765,64.80000000000001,2.5906000000000002,0.9094000000010798,64.77,64.79,2.000000000001023,actual_bid_ask,ask,bid,64.77,64.79,2.000000000001023,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
