stage,param_id,parameter_set,a,b,c,d,direction,side,side_sign,signal_time_utc,signal_move_cents,signal_sigma_cents,entry_time_utc,entry_time_dubai,entry_dubai_date,exit_time_utc,exit_time_dubai,hold_seconds,source_type,selected_symbol,mid_entry_px,mid_exit_px,mid_dynamic_cost_cents,mid_dynamic_pnl_cents,actual_entry_px,actual_exit_px,actual_pnl_cents,actual_fill_status,actual_entry_side,actual_exit_side,entry_px,exit_px,pnl_cents,fill_status,entry_fill_side,exit_fill_side,fill_model,full_period_label,selection_reason,is_in_sample_visual
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-01-02 07:00:00,4.5000000000001705,7.469236126965795,2025-01-02 07:02:00,2025-01-02 11:02:00,2025-01-02,2025-01-02 09:02:00,2025-01-02 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\H25,74.86500000000001,74.88,2.9946000000000006,-4.494599999998636,74.86,74.89,-3.0000000000001137,actual_bid_ask,bid,ask,74.86,74.89,-3.0000000000001137,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-01-03 07:00:28,-3.999999999999204,7.144153704030483,2025-01-03 07:02:28,2025-01-03 11:02:28,2025-01-03,2025-01-03 09:02:28,2025-01-03 13:02:28,7200,parquet_prompt_bid_ask,F:BRN\H25,75.93,75.775,3.0372000000000003,-18.537200000000112,75.94,75.77,-17.00000000000017,actual_bid_ask,ask,bid,75.94,75.77,-17.00000000000017,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-01-06 07:01:44,3.499999999999659,6.76662867506638,2025-01-06 07:03:44,2025-01-06 11:03:44,2025-01-06,2025-01-06 09:03:44,2025-01-06 13:03:44,7200,parquet_prompt_bid_ask,F:BRN\H25,76.28999999999999,76.17,3.0515999999999996,8.948399999999033,76.28,76.18,9.999999999999432,actual_bid_ask,bid,ask,76.28,76.18,9.999999999999432,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-01-07 07:00:00,3.999999999999204,6.747800696378707,2025-01-07 07:02:00,2025-01-07 11:02:00,2025-01-07,2025-01-07 09:02:00,2025-01-07 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\H25,76.265,75.945,3.0506,28.94940000000074,76.26,75.95,31.000000000000227,actual_bid_ask,bid,ask,76.26,75.95,31.000000000000227,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-01-08 07:08:20,4.000000000000625,7.073741570044749,2025-01-08 07:10:20,2025-01-08 11:10:20,2025-01-08,2025-01-08 09:10:20,2025-01-08 13:10:20,7200,parquet_prompt_bid_ask,F:BRN\H25,77.405,77.785,3.0962,-41.09619999999955,77.4,77.79,-39.00000000000006,actual_bid_ask,bid,ask,77.4,77.79,-39.00000000000006,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-01-09 07:01:25,4.000000000002046,7.845419796984309,2025-01-09 07:03:25,2025-01-09 11:03:25,2025-01-09,2025-01-09 09:03:25,2025-01-09 13:03:25,7200,parquet_prompt_bid_ask,F:BRN\H25,76.295,76.155,3.0518,10.948200000000057,76.29,76.16,13.000000000000966,actual_bid_ask,bid,ask,76.29,76.16,13.000000000000966,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-01-10 07:00:00,-3.999999999999204,7.684258645000555,2025-01-10 07:02:00,2025-01-10 11:02:00,2025-01-10,2025-01-10 09:02:00,2025-01-10 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\H25,77.375,77.91499999999999,3.095,50.904999999999205,77.38,77.91,53.000000000000114,actual_bid_ask,ask,bid,77.38,77.91,53.000000000000114,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-01-13 07:00:00,-6.000000000000227,11.87925908634255,2025-01-13 07:02:00,2025-01-13 11:02:00,2025-01-13,2025-01-13 09:02:00,2025-01-13 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\H25,81.09,81.41499999999999,3.2436000000000003,29.256399999998862,81.1,81.41,31.000000000000227,actual_bid_ask,ask,bid,81.1,81.41,31.000000000000227,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-01-14 07:00:00,8.499999999997954,10.162897360432366,2025-01-14 07:02:00,2025-01-14 11:02:00,2025-01-14,2025-01-14 09:02:00,2025-01-14 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\H25,80.505,80.86500000000001,3.2201999999999997,-39.22020000000136,80.5,80.87,-37.000000000000455,actual_bid_ask,bid,ask,80.5,80.87,-37.000000000000455,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-01-15 07:05:04,-6.000000000000227,11.493771587995145,2025-01-15 07:07:04,2025-01-15 11:07:04,2025-01-15,2025-01-15 09:07:04,2025-01-15 13:07:04,7200,parquet_prompt_bid_ask,F:BRN\H25,80.22,79.92,3.2088,-33.20879999999971,80.23,79.91,-32.00000000000074,actual_bid_ask,ask,bid,80.23,79.91,-32.00000000000074,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-01-16 07:00:00,-7.499999999998863,12.975923199135591,2025-01-16 07:02:00,2025-01-16 11:02:00,2025-01-16,2025-01-16 09:02:00,2025-01-16 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\H25,82.22999999999999,81.87,3.2891999999999997,-39.28919999999852,82.24,81.86,-37.999999999999545,actual_bid_ask,ask,bid,82.24,81.86,-37.999999999999545,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-01-17 07:00:18,6.999999999999318,11.003639806344214,2025-01-17 07:02:18,2025-01-17 11:02:18,2025-01-17,2025-01-17 09:02:18,2025-01-17 13:02:18,7200,parquet_prompt_bid_ask,F:BRN\H25,81.525,81.65,3.261,-15.761,81.52,81.66,-14.000000000000057,actual_bid_ask,bid,ask,81.52,81.66,-14.000000000000057,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-01-20 07:00:00,11.50000000000091,10.060592290784715,2025-01-20 07:02:00,2025-01-20 11:02:00,2025-01-20,2025-01-20 09:02:00,2025-01-20 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\H25,80.625,80.445,3.225,14.775000000000682,80.62,80.45,17.00000000000017,actual_bid_ask,bid,ask,80.62,80.45,17.00000000000017,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-01-21 07:00:00,-6.499999999999773,8.904558205827389,2025-01-21 07:02:00,2025-01-21 11:02:00,2025-01-21,2025-01-21 09:02:00,2025-01-21 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\H25,79.9,79.445,3.196,-48.69600000000125,79.91,79.44,-46.999999999999886,actual_bid_ask,ask,bid,79.91,79.44,-46.999999999999886,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-01-22 07:00:00,-4.999999999999716,7.939916195275071,2025-01-22 07:02:00,2025-01-22 11:02:00,2025-01-22,2025-01-22 09:02:00,2025-01-22 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\H25,79.045,79.39500000000001,3.1618,31.838200000000853,79.05,79.39,34.00000000000034,actual_bid_ask,ask,bid,79.05,79.39,34.00000000000034,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-01-23 07:06:23,3.50000000000108,6.386055268400351,2025-01-23 07:08:23,2025-01-23 11:08:23,2025-01-23,2025-01-23 09:08:23,2025-01-23 13:08:23,7200,parquet_prompt_bid_ask,F:BRN\H25,78.64,79.205,3.1456,-59.645599999999774,78.63,79.21,-57.99999999999983,actual_bid_ask,bid,ask,78.63,79.21,-57.99999999999983,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-01-24 07:00:00,-6.499999999999773,7.827588044470482,2025-01-24 07:02:00,2025-01-24 11:02:00,2025-01-24,2025-01-24 09:02:00,2025-01-24 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\H25,78.21000000000001,78.275,3.1284000000000005,3.371599999999772,78.22,78.27,4.999999999999716,actual_bid_ask,ask,bid,78.22,78.27,4.999999999999716,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-01-27 07:08:24,6.500000000001194,12.056723093211907,2025-01-27 07:10:24,2025-01-27 11:10:24,2025-01-27,2025-01-27 09:10:24,2025-01-27 13:10:24,7200,parquet_prompt_bid_ask,F:BRN\H25,78.005,78.34,3.1202,-36.62020000000079,78.0,78.35,-34.99999999999943,actual_bid_ask,bid,ask,78.0,78.35,-34.99999999999943,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-01-28 07:00:00,-5.499999999999261,8.877158826561832,2025-01-28 07:02:00,2025-01-28 11:02:00,2025-01-28,2025-01-28 09:02:00,2025-01-28 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\H25,77.41,77.66,3.0964,21.9036,77.42,77.65,23.000000000000398,actual_bid_ask,ask,bid,77.42,77.65,23.000000000000398,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-01-29 07:04:13,-3.999999999999204,7.213878602657221,2025-01-29 07:06:13,2025-01-29 11:06:13,2025-01-29,2025-01-29 09:06:13,2025-01-29 13:06:13,7200,parquet_prompt_bid_ask,F:BRN\H25,77.35,76.96000000000001,3.094,-42.09399999999864,77.36,76.95,-40.99999999999966,actual_bid_ask,ask,bid,77.36,76.95,-40.99999999999966,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-01-30 07:00:01,4.4999999999987494,7.667647968021943,2025-01-30 07:02:01,2025-01-30 11:02:01,2025-01-30,2025-01-30 09:02:01,2025-01-30 13:02:01,7200,parquet_prompt_bid_ask,F:BRN\H25,76.59,76.16499999999999,3.0636,39.436400000001136,76.58,76.17,40.99999999999966,actual_bid_ask,bid,ask,76.58,76.17,40.99999999999966,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-01-31 07:00:05,-3.499999999999659,6.105555558367454,2025-01-31 07:02:05,2025-01-31 11:02:05,2025-01-31,2025-01-31 09:02:05,2025-01-31 13:02:05,7200,parquet_prompt_bid_ask,F:BRN\H25,77.275,76.88,3.091,-42.591000000001024,77.29,76.86,-43.00000000000068,actual_bid_ask,ask,bid,77.29,76.86,-43.00000000000068,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-02-03 07:00:00,-7.999999999998408,9.540966060646788,2025-02-03 07:02:00,2025-02-03 11:02:00,2025-02-03,2025-02-03 09:02:00,2025-02-03 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\J25,76.46000000000001,76.455,3.0584000000000002,-3.5584000000009666,76.47,76.45,-1.999999999999602,actual_bid_ask,ask,bid,76.47,76.45,-1.999999999999602,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-02-04 07:00:30,-5.000000000001137,9.621594640497618,2025-02-04 07:02:30,2025-02-04 11:02:30,2025-02-04,2025-02-04 09:02:30,2025-02-04 13:02:30,7200,parquet_prompt_bid_ask,F:BRN\J25,75.225,74.91499999999999,3.009,-34.00900000000023,75.23,74.91,-32.00000000000074,actual_bid_ask,ask,bid,75.23,74.91,-32.00000000000074,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-02-05 07:00:00,-4.999999999999716,7.552191410817066,2025-02-05 07:02:00,2025-02-05 11:02:00,2025-02-05,2025-02-05 09:02:00,2025-02-05 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\J25,76.0,75.63,3.04,-40.040000000000454,76.01,75.62,-39.00000000000006,actual_bid_ask,ask,bid,76.01,75.62,-39.00000000000006,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-02-06 07:00:00,-7.499999999998863,6.303304393224389,2025-02-06 07:02:00,2025-02-06 11:02:00,2025-02-06,2025-02-06 09:02:00,2025-02-06 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\J25,74.83,74.785,2.9932,-7.49320000000017,74.84,74.78,-6.000000000000227,actual_bid_ask,ask,bid,74.84,74.78,-6.000000000000227,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-02-07 07:00:00,3.999999999999204,7.585918692067013,2025-02-07 07:02:00,2025-02-07 11:02:00,2025-02-07,2025-02-07 09:02:00,2025-02-07 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\J25,74.80000000000001,74.94999999999999,2.9920000000000004,-17.991999999997727,74.79,74.96,-16.99999999999875,actual_bid_ask,bid,ask,74.79,74.96,-16.99999999999875,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-02-10 07:00:00,15.000000000000568,5.812705197496339,2025-02-10 07:02:00,2025-02-10 11:02:00,2025-02-10,2025-02-10 09:02:00,2025-02-10 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\J25,75.255,75.17500000000001,3.0101999999999998,4.989799999998409,75.25,75.18,6.999999999999318,actual_bid_ask,bid,ask,75.25,75.18,6.999999999999318,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-02-11 07:02:45,-3.0000000000001137,5.433489036941909,2025-02-11 07:04:45,2025-02-11 11:04:45,2025-02-11,2025-02-11 09:04:45,2025-02-11 13:04:45,7200,parquet_prompt_bid_ask,F:BRN\J25,76.32499999999999,76.67500000000001,3.0529999999999995,31.947000000002273,76.33,76.67,34.00000000000034,actual_bid_ask,ask,bid,76.33,76.67,34.00000000000034,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-02-12 07:00:15,3.499999999999659,6.502566448069104,2025-02-12 07:02:15,2025-02-12 11:02:15,2025-02-12,2025-02-12 09:02:15,2025-02-12 13:02:15,7200,parquet_prompt_bid_ask,F:BRN\J25,76.775,76.265,3.071,47.929000000000514,76.77,76.27,50.0,actual_bid_ask,bid,ask,76.77,76.27,50.0,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-02-13 07:00:00,-7.000000000000739,8.338033528031698,2025-02-13 07:02:00,2025-02-13 11:02:00,2025-02-13,2025-02-13 09:02:00,2025-02-13 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\J25,74.435,74.795,2.9774000000000003,33.02259999999994,74.44,74.79,35.00000000000085,actual_bid_ask,ask,bid,74.44,74.79,35.00000000000085,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-02-14 07:00:00,9.000000000000341,6.816276404805086,2025-02-14 07:02:00,2025-02-14 11:02:00,2025-02-14,2025-02-14 09:02:00,2025-02-14 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\J25,75.255,75.345,3.0101999999999998,-12.01020000000034,75.25,75.35,-9.999999999999432,actual_bid_ask,bid,ask,75.25,75.35,-9.999999999999432,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-02-17 07:00:59,-4.5000000000001705,8.142552914437184,2025-02-17 07:02:59,2025-02-17 11:02:59,2025-02-17,2025-02-17 09:02:59,2025-02-17 13:02:59,7200,parquet_prompt_bid_ask,F:BRN\J25,74.83500000000001,74.97999999999999,2.9934000000000003,11.50659999999818,74.84,74.97,12.999999999999545,actual_bid_ask,ask,bid,74.84,74.97,12.999999999999545,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-02-18 07:01:21,3.999999999999204,7.7167601424920615,2025-02-18 07:03:21,2025-02-18 11:03:21,2025-02-18,2025-02-18 09:03:21,2025-02-18 13:03:21,7200,parquet_prompt_bid_ask,F:BRN\J25,75.475,75.625,3.0189999999999997,-18.019000000000567,75.47,75.63,-15.999999999999659,actual_bid_ask,bid,ask,75.47,75.63,-15.999999999999659,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-02-19 07:00:00,4.4999999999987494,5.938576025091457,2025-02-19 07:02:00,2025-02-19 11:02:00,2025-02-19,2025-02-19 09:02:00,2025-02-19 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\J25,76.17500000000001,76.41499999999999,3.0470000000000006,-27.046999999998068,76.17,76.42,-25.0,actual_bid_ask,bid,ask,76.17,76.42,-25.0,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-02-20 07:00:00,-4.500000000001592,6.50188216096947,2025-02-20 07:02:00,2025-02-20 11:02:00,2025-02-20,2025-02-20 09:02:00,2025-02-20 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\J25,75.985,75.995,3.0394,-2.0393999999994885,75.99,75.99,0.0,actual_bid_ask,ask,bid,75.99,75.99,0.0,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-02-21 07:00:03,-3.999999999999204,7.213878602661248,2025-02-21 07:02:03,2025-02-21 11:02:03,2025-02-21,2025-02-21 09:02:03,2025-02-21 13:02:03,7200,parquet_prompt_bid_ask,F:BRN\J25,76.275,75.955,3.051,-35.05100000000074,76.28,75.95,-32.99999999999983,actual_bid_ask,ask,bid,76.28,75.95,-32.99999999999983,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-02-24 07:00:00,4.999999999999716,6.042581566769438,2025-02-24 07:02:00,2025-02-24 11:02:00,2025-02-24,2025-02-24 09:02:00,2025-02-24 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\J25,74.44999999999999,74.42500000000001,2.9779999999999998,-0.4780000000022735,74.44,74.43,0.9999999999990905,actual_bid_ask,bid,ask,74.44,74.43,0.9999999999990905,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-02-25 07:00:00,4.000000000000625,5.875421552573055,2025-02-25 07:02:00,2025-02-25 11:02:00,2025-02-25,2025-02-25 09:02:00,2025-02-25 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\J25,75.045,74.81,3.0018000000000002,20.498199999999944,75.04,74.82,22.000000000001307,actual_bid_ask,bid,ask,75.04,74.82,22.000000000001307,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-02-26 07:00:02,4.000000000002046,7.519644277199444,2025-02-26 07:02:02,2025-02-26 11:02:02,2025-02-26,2025-02-26 09:02:02,2025-02-26 13:02:02,7200,parquet_prompt_bid_ask,F:BRN\J25,73.19999999999999,72.995,2.9279999999999995,17.571999999998408,73.19,73.0,18.999999999999773,actual_bid_ask,bid,ask,73.19,73.0,18.999999999999773,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-02-27 07:00:13,-2.4999999999991473,4.771619612498562,2025-02-27 07:02:13,2025-02-27 11:02:13,2025-02-27,2025-02-27 09:02:13,2025-02-27 13:02:13,7200,parquet_prompt_bid_ask,F:BRN\J25,72.71000000000001,72.87,2.9084000000000003,13.091599999999659,72.72,72.86,14.000000000000057,actual_bid_ask,ask,bid,72.72,72.86,14.000000000000057,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-02-28 07:00:00,-6.499999999999773,7.400263801929754,2025-02-28 07:02:00,2025-02-28 11:02:00,2025-02-28,2025-02-28 09:02:00,2025-02-28 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\J25,73.43,73.32,2.9372000000000003,-13.937200000001365,73.44,73.31,-12.999999999999545,actual_bid_ask,ask,bid,73.44,73.31,-12.999999999999545,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,short,-1,2025-03-03 07:00:01,2.9999999999986926,5.74688579399971,2025-03-03 07:02:01,2025-03-03 11:02:01,2025-03-03,2025-03-03 09:02:01,2025-03-03 13:02:01,7200,parquet_prompt_bid_ask,F:BRN\K25,72.89500000000001,72.39500000000001,2.9158000000000004,47.0842,72.89,72.4,48.99999999999949,actual_bid_ask,bid,ask,72.89,72.4,48.99999999999949,actual_bid_ask,bid,ask,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
2,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,long,1,2025-03-04 07:02:17,-4.000000000000625,7.2829360041777385,2025-03-04 07:04:17,2025-03-04 11:04:17,2025-03-04,2025-03-04 09:04:17,2025-03-04 13:04:17,7200,parquet_prompt_bid_ask,F:BRN\K25,71.03,70.57,2.8412,-48.841200000000796,71.04,70.56,-48.0000000000004,actual_bid_ask,ask,bid,71.04,70.56,-48.0000000000004,actual_bid_ask,ask,bid,actual_bid_ask,visual_in_sample_full_period,most_common_oos_fold_winner,True
