schedule,fill_model,date,pnl_cents,trades,month,cum_pnl_cents
3m_train_1m_test,mid_dynamic_cost,2025-07-02,87.31458953857423,1,2025-07,-133.53687240600587
3m_train_1m_test,mid_dynamic_cost,2025-07-03,-33.24363037109375,1,2025-07,-166.78050277709963
3m_train_1m_test,mid_dynamic_cost,2025-07-04,-34.24028106689453,1,2025-07,-201.02078384399414
3m_train_1m_test,mid_dynamic_cost,2025-07-07,34.768999938964846,1,2025-07,-166.2517839050293
3m_train_1m_test,mid_dynamic_cost,2025-07-08,12.723277893066406,1,2025-07,-153.5285060119629
3m_train_1m_test,mid_dynamic_cost,2025-07-09,18.1961083984375,1,2025-07,-135.33239761352542
3m_train_1m_test,mid_dynamic_cost,2025-07-10,14.694305114746093,1,2025-07,-120.63809249877932
3m_train_1m_test,mid_dynamic_cost,2025-07-11,-11.758796691894531,1,2025-07,-132.39688919067385
3m_train_1m_test,mid_dynamic_cost,2025-07-16,50.24427795410156,1,2025-07,-82.15261123657228
3m_train_1m_test,mid_dynamic_cost,2025-07-17,-15.740125427246094,1,2025-07,-97.89273666381837
3m_train_1m_test,mid_dynamic_cost,2025-07-21,1.234691467285156,1,2025-07,-96.65804519653321
3m_train_1m_test,mid_dynamic_cost,2025-07-22,17.7458203125,1,2025-07,-78.91222488403321
3m_train_1m_test,mid_dynamic_cost,2025-07-23,-60.247457885742186,1,2025-07,-139.1596827697754
3m_train_1m_test,mid_dynamic_cost,2025-07-24,-11.760596618652343,1,2025-07,-150.92027938842773
3m_train_1m_test,mid_dynamic_cost,2025-08-01,62.13075256347656,1,2025-08,-88.78952682495118
3m_train_1m_test,mid_dynamic_cost,2025-08-04,125.70720336914063,1,2025-08,36.91767654418945
3m_train_1m_test,mid_dynamic_cost,2025-08-05,-53.744013671875,1,2025-08,-16.826337127685555
3m_train_1m_test,mid_dynamic_cost,2025-08-06,-34.73456939697266,1,2025-08,-51.560906524658215
3m_train_1m_test,mid_dynamic_cost,2025-08-07,-11.693833923339843,1,2025-08,-63.25474044799806
3m_train_1m_test,mid_dynamic_cost,2025-08-08,-89.63887451171875,1,2025-08,-152.8936149597168
3m_train_1m_test,mid_dynamic_cost,2025-08-11,-86.13710845947266,1,2025-08,-239.03072341918948
3m_train_1m_test,mid_dynamic_cost,2025-08-12,-29.17533905029297,1,2025-08,-268.20606246948245
3m_train_1m_test,mid_dynamic_cost,2025-08-13,40.355430603027344,1,2025-08,-227.8506318664551
3m_train_1m_test,mid_dynamic_cost,2025-08-15,-18.66016632080078,1,2025-08,-246.5107981872559
3m_train_1m_test,mid_dynamic_cost,2025-08-18,16.86156951904297,1,2025-08,-229.6492286682129
3m_train_1m_test,mid_dynamic_cost,2025-08-19,-27.64220001220703,1,2025-08,-257.2914286804199
3m_train_1m_test,mid_dynamic_cost,2025-08-21,-2.694200134277344,1,2025-08,-259.9856288146973
3m_train_1m_test,mid_dynamic_cost,2025-08-22,2.2921051025390624,1,2025-08,-257.6935237121582
3m_train_1m_test,mid_dynamic_cost,2025-09-01,-46.70648132324219,1,2025-09,-304.4000050354004
3m_train_1m_test,mid_dynamic_cost,2025-09-02,-60.74838317871094,1,2025-09,-365.1483882141113
3m_train_1m_test,mid_dynamic_cost,2025-09-03,97.24459991455078,1,2025-09,-267.9037882995606
3m_train_1m_test,mid_dynamic_cost,2025-09-04,-15.669125366210938,1,2025-09,-283.5729136657715
3m_train_1m_test,mid_dynamic_cost,2025-09-08,16.334044189453124,1,2025-09,-267.23886947631837
3m_train_1m_test,mid_dynamic_cost,2025-09-10,-2.6798001098632813,1,2025-09,-269.9186695861817
3m_train_1m_test,mid_dynamic_cost,2025-09-12,134.86480010986327,1,2025-09,-135.0538694763184
3m_train_1m_test,mid_dynamic_cost,2025-09-15,-19.187291564941408,1,2025-09,-154.2411610412598
3m_train_1m_test,mid_dynamic_cost,2025-09-16,15.808355712890625,1,2025-09,-138.43280532836917
3m_train_1m_test,mid_dynamic_cost,2025-09-17,-46.73248107910156,1,2025-09,-185.16528640747075
3m_train_1m_test,mid_dynamic_cost,2025-09-18,-19.211328735351564,1,2025-09,-204.3766151428223
3m_train_1m_test,mid_dynamic_cost,2025-09-19,18.30130859375,1,2025-09,-186.0753065490723
3m_train_1m_test,mid_dynamic_cost,2025-09-23,105.3540200805664,1,2025-09,-80.7212864685059
3m_train_1m_test,mid_dynamic_cost,2025-10-03,-26.08946105957031,1,2025-10,-106.8107475280762
3m_train_1m_test,mid_dynamic_cost,2025-10-06,-18.62296630859375,1,2025-10,-125.43371383666995
3m_train_1m_test,mid_dynamic_cost,2025-10-07,-4.620664367675781,1,2025-10,-130.05437820434574
3m_train_1m_test,mid_dynamic_cost,2025-10-08,13.356966247558594,1,2025-10,-116.69741195678714
3m_train_1m_test,mid_dynamic_cost,2025-10-09,-45.65703063964844,1,2025-10,-162.35444259643558
3m_train_1m_test,mid_dynamic_cost,2025-10-10,36.40933898925781,1,2025-10,-125.94510360717777
