stage,schedule,fill_model,fold,train_start,train_end_exclusive,test_start,test_end_exclusive,param_id,parameter_set,a,b,c,d,direction,total_pnl_cents,trades,daily_sharpe,win_rate,profit_factor,max_drawdown_cents,top_trade_pnl_cents,top_trade_removed_pnl_cents,subfold_1_pnl_cents,subfold_2_pnl_cents,subfold_3_pnl_cents,profitable_train_subfolds,consistency_gate_pass,top_trade_gate_pass,neighborhood_count,neighborhood_gate_pass,survives_base_gates,survives_all_gates,eligible_for_selection,selection_mode,z_sharpe,z_top_trade_removed_pnl,z_profit_factor,z_neighborhood_count,z_drawdown,composite_score,is_winner,winner_is_top_composite,rank,elimination_reason,stage2_source
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.7_c3600_d1800_continuation,a=60s | b=0.7x sigma | c=3600s | d=1800s | continuation,60,0.7,3600,1800,continuation,-290.0000000000105,129,-1.7730205786091966,0.3333333333333333,0.7274436090225486,-335.0000000000122,94.0000000000012,-384.0000000000117,-104.00000000000631,-65.00000000000483,-120.99999999999937,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.7_c3600_d1800_reversal,a=60s | b=0.7x sigma | c=3600s | d=1800s | reversal,60,0.7,3600,1800,reversal,-66.99999999999662,129,-0.406713311754377,0.5426356589147286,0.9267759562841568,-205.99999999999952,82.99999999999983,-149.99999999999645,-17.00000000000159,-52.99999999999869,3.0000000000036664,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.7_c3600_d7200_continuation,a=60s | b=0.7x sigma | c=3600s | d=7200s | continuation,60,0.7,3600,7200,continuation,-507.00000000000784,129,-1.6229536932288786,0.4806201550387597,0.7541222114451963,-675.0000000000051,111.99999999999903,-619.0000000000068,-315.00000000000057,-167.000000000003,-25.000000000004263,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.7_c3600_d7200_reversal,a=60s | b=0.7x sigma | c=3600s | d=7200s | reversal,60,0.7,3600,7200,reversal,154.00000000000634,129,0.49231304736477294,0.4806201550387597,1.0888119953863937,-268.9999999999998,159.00000000000034,-4.999999999994003,199.00000000000517,47.99999999999898,-92.99999999999784,2,True,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.7_c3600_d14400_continuation,a=60s | b=0.7x sigma | c=3600s | d=14400s | continuation,60,0.7,3600,14400,continuation,-343.00000000000637,129,-0.7878040810743722,0.5271317829457365,0.8763963963963944,-558.0000000000077,96.99999999999989,-440.00000000000625,-200.0,84.99999999999233,-227.99999999999866,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.7_c3600_d14400_reversal,a=60s | b=0.7x sigma | c=3600s | d=14400s | reversal,60,0.7,3600,14400,reversal,-12.999999999993918,129,-0.02981562170383735,0.4418604651162791,0.995041952707859,-460.999999999995,221.0000000000008,-233.9999999999947,80.00000000000114,-203.99999999999494,110.99999999999991,2,True,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c900_d1800_continuation,a=60s | b=0.9x sigma | c=900s | d=1800s | continuation,60,0.9,900,1800,continuation,-33.00000000000196,129,-0.21576275335475595,0.4806201550387597,0.9647435897435878,-334.00000000000176,85.00000000000085,-118.00000000000281,254.9999999999983,-90.9999999999954,-197.00000000000486,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c900_d1800_reversal,a=60s | b=0.9x sigma | c=900s | d=1800s | reversal,60,0.9,900,1800,reversal,-321.99999999998784,129,-2.0860940374255352,0.4108527131782946,0.7072727272727382,-463.99999999999864,37.000000000000455,-358.9999999999883,-381.9999999999979,-19.999999999990337,80.00000000000043,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c900_d7200_continuation,a=60s | b=0.9x sigma | c=900s | d=7200s | continuation,60,0.9,900,7200,continuation,-746.9999999999977,129,-2.257774153296888,0.4418604651162791,0.6807692307692317,-806.9999999999982,91.00000000000108,-837.9999999999989,-342.99999999999784,48.0000000000004,-452.00000000000034,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c900_d7200_reversal,a=60s | b=0.9x sigma | c=900s | d=7200s | reversal,60,0.9,900,7200,reversal,377.00000000000244,129,1.1384952395087713,0.5348837209302325,1.214570290267503,-318.9999999999998,159.00000000000034,218.0000000000021,212.99999999999812,-163.9999999999958,328.0000000000001,2,True,True,2,False,True,False,False,strict_all_gates,,,,,,,False,True,,neighborhood_support,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c900_d14400_continuation,a=60s | b=0.9x sigma | c=900s | d=14400s | continuation,60,0.9,900,14400,continuation,-527.0000000000045,129,-1.1639111934601745,0.4728682170542636,0.8206873086083681,-786.0000000000042,135.99999999999994,-663.0000000000045,-635.0000000000038,414.9999999999977,-306.9999999999986,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c900_d14400_reversal,a=60s | b=0.9x sigma | c=900s | d=14400s | reversal,60,0.9,900,14400,reversal,165.00000000000975,129,0.36468421553327657,0.46511627906976744,1.0638792102206776,-668.9999999999941,221.0000000000008,-55.99999999999105,508.0000000000027,-526.9999999999953,184.00000000000244,2,True,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c1800_d1800_continuation,a=60s | b=0.9x sigma | c=1800s | d=1800s | continuation,60,0.9,1800,1800,continuation,-37.99999999999102,129,-0.2502312028601439,0.46511627906976744,0.956471935853389,-213.99999999999153,76.9999999999996,-114.99999999999062,80.0000000000054,-117.99999999999642,0.0,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c1800_d1800_reversal,a=60s | b=0.9x sigma | c=1800s | d=1800s | reversal,60,0.9,1800,1800,reversal,-327.00000000000387,129,-2.1502940517564553,0.40310077519379844,0.6843629343629313,-365.0000000000034,82.99999999999983,-410.0000000000037,-207.00000000000358,2.0000000000024443,-122.00000000000273,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c1800_d7200_continuation,a=60s | b=0.9x sigma | c=1800s | d=7200s | continuation,60,0.9,1800,7200,continuation,-429.99999999999477,129,-1.259545061666438,0.46511627906976744,0.8005565862708738,-652.9999999999972,111.99999999999903,-541.9999999999939,-548.9999999999966,38.000000000000966,81.00000000000094,2,True,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c1800_d7200_reversal,a=60s | b=0.9x sigma | c=1800s | d=7200s | reversal,60,0.9,1800,7200,reversal,65.99999999999397,129,0.19399840273482014,0.5193798449612403,1.0349021681649886,-584.0000000000075,159.00000000000034,-93.00000000000637,416.99999999999875,-150.00000000000284,-201.00000000000193,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c1800_d14400_continuation,a=60s | b=0.9x sigma | c=1800s | d=14400s | continuation,60,0.9,1800,14400,continuation,-849.9999999999992,129,-1.8964256208231693,0.4728682170542636,0.7214028187479516,-1035.0000000000016,110.00000000000014,-959.9999999999993,-738.999999999997,-14.00000000000432,-96.99999999999775,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c1800_d14400_reversal,a=60s | b=0.9x sigma | c=1800s | d=14400s | reversal,60,0.9,1800,14400,reversal,499.0000000000003,129,1.1151225126989364,0.46511627906976744,1.211261642675699,-366.99999999999744,221.0000000000008,277.9999999999995,613.9999999999986,-96.99999999999704,-18.000000000001393,1,False,True,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c3600_d1800_continuation,a=60s | b=0.9x sigma | c=3600s | d=1800s | continuation,60,0.9,3600,1800,continuation,-358.0000000000041,129,-2.454827473977297,0.35658914728682173,0.6510721247563309,-411.00000000000495,65.99999999999966,-424.00000000000375,-147.000000000007,-73.99999999999949,-136.9999999999976,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c3600_d1800_reversal,a=60s | b=0.9x sigma | c=3600s | d=1800s | reversal,60,0.9,3600,1800,reversal,-2.000000000005997,129,-0.01364552790395492,0.5193798449612403,0.9975698663426417,-145.00000000000313,82.99999999999983,-85.00000000000583,28.999999999996362,-45.999999999999375,14.999999999997016,2,True,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c3600_d7200_continuation,a=60s | b=0.9x sigma | c=3600s | d=7200s | continuation,60,0.9,3600,7200,continuation,-455.9999999999967,129,-1.473750802335314,0.5116279069767442,0.7740336967294368,-574.9999999999965,87.00000000000045,-542.9999999999972,-221.00000000000222,29.000000000003467,-263.99999999999795,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c3600_d7200_reversal,a=60s | b=0.9x sigma | c=3600s | d=7200s | reversal,60,0.9,3600,7200,reversal,105.99999999999596,129,0.34246912404981966,0.4496124031007752,1.060640732265444,-305.9999999999988,159.00000000000034,-53.00000000000438,110.99999999999994,-146.0000000000008,140.99999999999682,2,True,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c3600_d14400_continuation,a=60s | b=0.9x sigma | c=3600s | d=14400s | continuation,60,0.9,3600,14400,continuation,-423.99999999999955,129,-0.9720066395778058,0.5116279069767442,0.8518518518518523,-704.0000000000005,91.00000000000037,-514.9999999999999,-435.00000000000085,338.9999999999972,-327.9999999999959,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a60_b0.9_c3600_d14400_reversal,a=60s | b=0.9x sigma | c=3600s | d=14400s | reversal,60,0.9,3600,14400,reversal,72.99999999998977,129,0.16723024744138787,0.4728682170542636,1.0279479326186791,-648.0000000000032,221.0000000000008,-148.00000000001103,321.9999999999956,-458.0000000000041,208.99999999999818,2,True,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c900_d1800_continuation,a=120s | b=0.3x sigma | c=900s | d=1800s | continuation,120,0.3,900,1800,continuation,57.00000000000429,129,0.37027479235866445,0.4883720930232558,1.064846416382258,-129.99999999999545,98.0000000000004,-40.999999999996106,127.00000000000244,29.999999999999716,-99.99999999999787,2,True,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c900_d1800_reversal,a=120s | b=0.3x sigma | c=900s | d=1800s | reversal,120,0.3,900,1800,reversal,-411.9999999999976,129,-2.6645547481182246,0.3953488372093023,0.6376429199648207,-394.9999999999974,46.000000000000796,-457.9999999999984,-246.99999999999562,-147.0000000000013,-18.000000000000682,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c900_d7200_continuation,a=120s | b=0.3x sigma | c=900s | d=7200s | continuation,120,0.3,900,7200,continuation,-666.9999999999974,129,-2.0186485634416678,0.40310077519379844,0.7032918149466207,-787.9999999999966,131.99999999999932,-798.9999999999967,-575.9999999999961,-69.00000000000261,-21.999999999998494,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c900_d7200_reversal,a=120s | b=0.3x sigma | c=900s | d=7200s | reversal,120,0.3,900,7200,reversal,308.9999999999989,129,0.9373431602434463,0.5348837209302325,1.1795467751307374,-383.0000000000033,128.0000000000001,180.9999999999988,450.0000000000057,-46.00000000000648,-95.00000000000028,1,False,True,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c900_d14400_continuation,a=120s | b=0.3x sigma | c=900s | d=14400s | continuation,120,0.3,900,14400,continuation,-563.9999999999901,129,-1.245793961659711,0.4728682170542636,0.8086189345096743,-832.999999999997,156.00000000000023,-719.9999999999903,-708.9999999999975,192.0000000000016,-46.9999999999942,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c900_d14400_reversal,a=120s | b=0.3x sigma | c=900s | d=14400s | reversal,120,0.3,900,14400,reversal,205.99999999999795,129,0.45497656883710424,0.4883720930232558,1.0805316653635646,-725.0000000000043,210.99999999999994,-5.0000000000019895,590.000000000002,-315.00000000000625,-68.99999999999767,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c1800_d1800_continuation,a=120s | b=0.3x sigma | c=1800s | d=1800s | continuation,120,0.3,1800,1800,continuation,-301.999999999996,129,-1.9215826034655448,0.4108527131782946,0.714015151515155,-358.99999999999744,57.00000000000074,-358.99999999999676,-143.99999999999835,-86.99999999999761,-71.00000000000009,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c1800_d1800_reversal,a=120s | b=0.3x sigma | c=1800s | d=1800s | reversal,120,0.3,1800,1800,reversal,-48.99999999999949,129,-0.3113984149942659,0.4573643410852713,0.9471982758620694,-290.00000000000483,104.99999999999972,-153.9999999999992,25.0,-30.000000000002558,-43.99999999999693,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c1800_d7200_continuation,a=120s | b=0.3x sigma | c=1800s | d=7200s | continuation,120,0.3,1800,7200,continuation,-662.9999999999945,129,-2.017800346845769,0.4108527131782946,0.7022900763358805,-758.9999999999962,110.99999999999994,-773.9999999999945,-544.9999999999975,-128.99999999999778,11.000000000000682,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c1800_d14400_continuation,a=120s | b=0.3x sigma | c=1800s | d=14400s | continuation,120,0.3,1800,14400,continuation,-1339.9999999999907,129,-3.022486302485218,0.46511627906976744,0.5968712394705198,-1564.999999999994,102.00000000000031,-1441.999999999991,-983.999999999999,-193.99999999999835,-161.99999999999335,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c3600_d1800_continuation,a=120s | b=0.3x sigma | c=3600s | d=1800s | continuation,120,0.3,3600,1800,continuation,-623.9999999999945,129,-3.9968655169650624,0.3333333333333333,0.5008000000000038,-661.9999999999945,46.000000000000796,-669.9999999999953,-435.9999999999957,-52.99999999999869,-135.00000000000014,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c3600_d1800_reversal,a=120s | b=0.3x sigma | c=3600s | d=1800s | reversal,120,0.3,3600,1800,reversal,265.00000000000625,129,1.6859521986987152,0.5581395348837209,1.3397435897435999,-115.99999999999824,104.99999999999972,160.00000000000654,316.00000000000534,-68.00000000000068,17.00000000000159,2,True,True,2,False,True,False,False,strict_all_gates,,,,,,,False,True,,neighborhood_support,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c3600_d7200_continuation,a=120s | b=0.3x sigma | c=3600s | d=7200s | continuation,120,0.3,3600,7200,continuation,-752.9999999999994,129,-2.282987602781399,0.4108527131782946,0.6691564147627423,-895.0000000000033,110.99999999999994,-863.9999999999993,-466.9999999999973,-278.00000000000296,-7.9999999999990905,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.3_c3600_d14400_continuation,a=120s | b=0.3x sigma | c=3600s | d=14400s | continuation,120,0.3,3600,14400,continuation,-1525.999999999995,129,-3.4395904097177468,0.46511627906976744,0.553409423470882,-1766.0000000000014,101.9999999999996,-1627.9999999999945,-936.0,-460.00000000000233,-129.9999999999926,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.5_c900_d1800_continuation,a=120s | b=0.5x sigma | c=900s | d=1800s | continuation,120,0.5,900,1800,continuation,-121.99999999999918,129,-0.7738989489454869,0.4806201550387597,0.875763747454176,-243.00000000000068,57.00000000000074,-178.99999999999991,8.00000000000125,-14.000000000002899,-115.99999999999753,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.5_c900_d1800_reversal,a=120s | b=0.5x sigma | c=900s | d=1800s | reversal,120,0.5,900,1800,reversal,-243.0000000000021,129,-1.5288642847013725,0.3875968992248062,0.7709707822808651,-368.00000000000637,100.0,-343.0000000000021,-131.9999999999979,-107.00000000000358,-4.000000000000625,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.5_c900_d7200_continuation,a=120s | b=0.5x sigma | c=900s | d=7200s | continuation,120,0.5,900,7200,continuation,-899.9999999999957,129,-2.821910396907225,0.3875968992248062,0.6102208748375945,-942.9999999999991,110.99999999999994,-1010.9999999999957,-753.9999999999991,-61.99999999999761,-83.99999999999889,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.5_c900_d7200_reversal,a=120s | b=0.5x sigma | c=900s | d=7200s | reversal,120,0.5,900,7200,reversal,531.9999999999985,129,1.6705083773315796,0.5426356589147286,1.342783505154639,-335.00000000000125,128.0000000000001,403.9999999999984,624.0000000000052,-54.00000000000915,-37.999999999997385,1,False,True,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.5_c900_d14400_continuation,a=120s | b=0.5x sigma | c=900s | d=14400s | continuation,120,0.5,900,14400,continuation,-989.999999999992,129,-2.2232497021915583,0.4496124031007752,0.6843112244897982,-1206.0000000000018,110.00000000000085,-1099.999999999993,-1031.0000000000016,200.00000000000142,-158.99999999999181,1,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.5_c1800_d1800_continuation,a=120s | b=0.5x sigma | c=1800s | d=1800s | continuation,120,0.5,1800,1800,continuation,-137.99999999999528,129,-0.8974854489248139,0.46511627906976744,0.856250000000005,-204.99999999999545,57.00000000000074,-194.99999999999602,-65.99999999999682,-12.999999999999545,-58.99999999999892,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.5_c1800_d1800_reversal,a=120s | b=0.5x sigma | c=1800s | d=1800s | reversal,120,0.5,1800,1800,reversal,-219.00000000000048,129,-1.4150246843022305,0.4263565891472868,0.7835968379446632,-369.00000000000614,104.99999999999972,-324.0000000000002,-54.999999999998295,-106.00000000000733,-57.999999999994856,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.5_c1800_d7200_continuation,a=120s | b=0.5x sigma | c=1800s | d=7200s | continuation,120,0.5,1800,7200,continuation,-661.9999999999898,129,-2.0231501293749385,0.4263565891472868,0.7015329125338183,-759.9999999999932,110.99999999999994,-772.9999999999898,-536.9999999999948,-111.99999999999903,-12.999999999996021,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.5_c1800_d7200_reversal,a=120s | b=0.5x sigma | c=1800s | d=7200s | reversal,120,0.5,1800,7200,reversal,298.00000000000114,129,0.9117895581393051,0.5193798449612403,1.1736596736596747,-330.00000000000824,132.00000000000074,166.0000000000004,412.00000000000614,-1.000000000009038,-112.99999999999596,1,False,True,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.5_c1800_d14400_continuation,a=120s | b=0.5x sigma | c=1800s | d=14400s | continuation,120,0.5,1800,14400,continuation,-1154.9999999999945,129,-2.5800818065522546,0.4806201550387597,0.6430778739184195,-1390.9999999999957,102.00000000000031,-1256.9999999999948,-851.9999999999982,-142.000000000003,-160.99999999999355,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.5_c3600_d1800_continuation,a=120s | b=0.5x sigma | c=3600s | d=1800s | continuation,120,0.5,3600,1800,continuation,-626.0000000000061,129,-3.8234416312268196,0.3333333333333333,0.5143522110162883,-656.0000000000059,77.99999999999869,-704.0000000000048,-294.0000000000012,-68.00000000000352,-264.0000000000015,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
1,6m_train_1m_test,actual_bid_ask,6m_train_1m_test_2025-12,2025-06-01,2025-12-01,2025-12-01,2026-01-01,a120_b0.5_c3600_d7200_continuation,a=120s | b=0.5x sigma | c=3600s | d=7200s | continuation,120,0.5,3600,7200,continuation,-986.0000000000014,129,-3.025332750644663,0.4263565891472868,0.586756077116513,-1040.0000000000032,110.99999999999994,-1097.0000000000014,-456.00000000000165,-148.99999999999807,-381.00000000000165,0,False,False,0,False,False,False,False,strict_all_gates,,,,,,,False,True,,train_subfold_consistency;top_trade_survival,
