date,calendar_month,chosen_symbol,prompt_delivery_month,prompt_month_code,contract_expiry_date,days_to_expiry,total_volume_that_day,rank_by_volume_among_available_symbols,available_symbol_count,selection_rule,row_count,first_timestamp_utc,last_timestamp_utc
2025-09-16,2025-09,F:BRN\X25,2025-11,X,2025-09-30,14,164925.0,1.0,77.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-09-16T06:00:00,2025-09-16T20:00:00
2025-09-17,2025-09,F:BRN\X25,2025-11,X,2025-09-30,13,121489.0,1.0,77.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-09-17T06:00:00,2025-09-17T20:00:00
2025-09-18,2025-09,F:BRN\X25,2025-11,X,2025-09-30,12,138363.0,1.0,77.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-09-18T06:00:00,2025-09-18T20:00:00
2025-09-19,2025-09,F:BRN\X25,2025-11,X,2025-09-30,11,121841.0,1.0,77.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-09-19T06:00:00,2025-09-19T20:00:00
2025-09-22,2025-09,F:BRN\X25,2025-11,X,2025-09-30,8,114934.0,1.0,77.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-09-22T06:00:00,2025-09-22T20:00:00
2025-09-23,2025-09,F:BRN\X25,2025-11,X,2025-09-30,7,128260.0,2.0,77.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-09-23T06:00:00,2025-09-23T20:00:00
2025-09-24,2025-09,F:BRN\X25,2025-11,X,2025-09-30,6,108083.0,2.0,77.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-09-24T06:00:00,2025-09-24T20:00:00
2025-09-25,2025-09,F:BRN\X25,2025-11,X,2025-09-30,5,78047.0,2.0,77.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-09-25T06:00:00,2025-09-25T20:00:00
2025-09-26,2025-09,F:BRN\X25,2025-11,X,2025-09-30,4,44136.0,3.0,77.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-09-26T06:00:00,2025-09-26T20:00:00
2025-09-29,2025-09,F:BRN\X25,2025-11,X,2025-09-30,1,31362.0,3.0,77.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-09-29T06:00:00,2025-09-29T20:00:00
2025-09-30,2025-09,F:BRN\X25,2025-11,X,2025-09-30,0,9929.0,7.0,77.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-09-30T06:00:00,2025-09-30T20:00:00
2025-10-01,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,30,232659.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-01T06:00:00,2025-10-01T20:00:00
2025-10-02,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,29,258278.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-02T06:00:00,2025-10-02T20:00:00
2025-10-03,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,28,177250.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-03T06:00:00,2025-10-03T20:00:00
2025-10-06,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,25,165623.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-06T06:00:00,2025-10-06T20:00:00
2025-10-07,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,24,159577.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-07T06:00:00,2025-10-07T20:00:00
2025-10-08,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,23,161950.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-08T06:00:00,2025-10-08T20:00:00
2025-10-09,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,22,180173.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-09T06:00:00,2025-10-09T20:00:00
2025-10-10,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,21,312226.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-10T06:00:00,2025-10-10T20:00:00
2025-10-13,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,18,194671.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-13T06:00:00,2025-10-13T20:00:00
2025-10-14,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,17,243588.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-14T06:00:00,2025-10-14T20:00:00
2025-10-15,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,16,161656.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-15T06:00:00,2025-10-15T20:00:00
2025-10-16,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,15,213004.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-16T06:00:00,2025-10-16T20:00:00
2025-10-17,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,14,196436.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-17T06:00:00,2025-10-17T20:00:00
2025-10-20,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,11,130531.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-20T06:00:00,2025-10-20T20:00:00
2025-10-21,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,10,189801.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-21T06:00:00,2025-10-21T20:00:00
2025-10-22,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,9,230467.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-22T06:00:00,2025-10-22T20:00:00
2025-10-23,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,8,363413.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-23T06:00:00,2025-10-23T20:00:00
2025-10-24,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,7,137656.0,2.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-24T06:00:00,2025-10-24T20:00:00
2025-10-27,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,4,94595.0,2.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-27T06:00:00,2025-10-27T20:00:00
2025-10-28,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,3,98619.0,2.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-28T06:00:00,2025-10-28T20:00:00
2025-10-29,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,2,36177.0,3.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-29T06:00:00,2025-10-29T20:00:00
2025-10-30,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,1,23196.0,3.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-30T06:00:00,2025-10-30T20:00:00
2025-10-31,2025-10,F:BRN\Z25,2025-12,Z,2025-10-31,0,6364.0,7.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-10-31T06:00:00,2025-10-31T20:00:00
2025-11-03,2025-11,F:BRN\F26,2026-01,F,2025-11-28,25,166565.0,1.0,76.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-03T06:00:00,2025-11-03T20:00:00
2025-11-04,2025-11,F:BRN\F26,2026-01,F,2025-11-28,24,159658.0,1.0,75.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-04T06:00:00,2025-11-04T20:00:00
2025-11-05,2025-11,F:BRN\F26,2026-01,F,2025-11-28,23,182716.0,1.0,75.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-05T06:00:00,2025-11-05T20:00:00
2025-11-06,2025-11,F:BRN\F26,2026-01,F,2025-11-28,22,212382.0,1.0,75.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-06T06:00:00,2025-11-06T20:00:00
2025-11-07,2025-11,F:BRN\F26,2026-01,F,2025-11-28,21,181399.0,1.0,75.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-07T06:00:00,2025-11-07T20:00:00
2025-11-10,2025-11,F:BRN\F26,2026-01,F,2025-11-28,18,143228.0,1.0,75.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-10T06:00:00,2025-11-10T20:00:00
2025-11-11,2025-11,F:BRN\F26,2026-01,F,2025-11-28,17,166613.0,1.0,75.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-11T06:00:00,2025-11-11T20:00:00
2025-11-12,2025-11,F:BRN\F26,2026-01,F,2025-11-28,16,235627.0,1.0,75.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-12T06:00:00,2025-11-12T20:00:00
2025-11-13,2025-11,F:BRN\F26,2026-01,F,2025-11-28,15,159698.0,1.0,75.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-13T06:00:00,2025-11-13T20:00:00
2025-11-14,2025-11,F:BRN\F26,2026-01,F,2025-11-28,14,243464.0,1.0,75.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-14T06:00:00,2025-11-14T20:00:00
2025-11-17,2025-11,F:BRN\F26,2026-01,F,2025-11-28,11,131578.0,1.0,87.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-17T06:00:00,2025-11-17T20:00:00
2025-11-18,2025-11,F:BRN\F26,2026-01,F,2025-11-28,10,192420.0,1.0,87.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-18T06:00:00,2025-11-18T20:00:00
2025-11-19,2025-11,F:BRN\F26,2026-01,F,2025-11-28,9,200828.0,1.0,87.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-19T06:00:00,2025-11-19T20:00:00
2025-11-20,2025-11,F:BRN\F26,2026-01,F,2025-11-28,8,167132.0,1.0,87.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-20T06:00:00,2025-11-20T20:00:00
2025-11-21,2025-11,F:BRN\F26,2026-01,F,2025-11-28,7,170977.0,2.0,87.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-21T06:00:00,2025-11-21T20:00:00
2025-11-24,2025-11,F:BRN\F26,2026-01,F,2025-11-28,4,88155.0,2.0,87.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-24T06:00:00,2025-11-24T20:00:00
2025-11-25,2025-11,F:BRN\F26,2026-01,F,2025-11-28,3,106328.0,2.0,87.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-25T06:00:00,2025-11-25T20:00:00
2025-11-26,2025-11,F:BRN\F26,2026-01,F,2025-11-28,2,31574.0,3.0,87.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-26T06:00:00,2025-11-26T20:00:00
2025-11-27,2025-11,F:BRN\F26,2026-01,F,2025-11-28,1,8366.0,3.0,87.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-27T06:00:00,2025-11-27T20:00:00
2025-11-28,2025-11,F:BRN\F26,2026-01,F,2025-11-28,0,8332.0,5.0,87.0,prompt_month_calendar_plus_2_using_ice_month_codes,50401,2025-11-28T06:00:00,2025-11-28T20:00:00
