stage,param_id,parameter_set,a,b,c,d,direction,side,side_sign,signal_time_utc,signal_move_cents,signal_sigma_cents,entry_time_utc,entry_time_dubai,entry_dubai_date,exit_time_utc,exit_time_dubai,hold_seconds,source_type,selected_symbol,mid_entry_px,mid_exit_px,mid_dynamic_cost_cents,mid_dynamic_pnl_cents,actual_entry_px,actual_exit_px,actual_pnl_cents,actual_fill_status,actual_entry_side,actual_exit_side,entry_px,exit_px,pnl_cents,fill_status,entry_fill_side,exit_fill_side,fill_model,schedule,fold,train_start,train_end_exclusive,test_start,test_end_exclusive,selected_composite_score,selection_mode
2,a120_b0.5_c1800_d7200_reversal,a=120s | b=0.5x sigma | c=1800s | d=7200s | reversal,120,0.5,1800,7200,reversal,short,-1,2025-04-16 07:00:54,10.000000000000853,16.48014959699385,2025-04-16 07:02:54,2025-04-16 11:02:54,2025-04-16,2025-04-16 09:02:54,2025-04-16 13:02:54,7200,parquet_prompt_bid_ask,F:BRN\M25,64.16499999999999,65.275,2.5665999999999998,-113.56660000000136,64.16,65.28,-112.00000000000045,actual_bid_ask,bid,ask,64.16499999999999,65.275,-113.56660000000136,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-04,2025-01-01,2025-04-01,2025-04-01,2025-05-01,0.9037028825523405,strict_all_gates
2,a120_b0.5_c1800_d7200_reversal,a=120s | b=0.5x sigma | c=1800s | d=7200s | reversal,120,0.5,1800,7200,reversal,long,1,2025-04-17 07:00:00,-19.000000000001194,14.401898306102586,2025-04-17 07:02:00,2025-04-17 11:02:00,2025-04-17,2025-04-17 09:02:00,2025-04-17 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\M25,66.225,66.32,2.649,6.850999999999886,66.23,66.31,7.9999999999998295,actual_bid_ask,ask,bid,66.225,66.32,6.850999999999886,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-04,2025-01-01,2025-04-01,2025-04-01,2025-05-01,0.9037028825523405,strict_all_gates
2,a120_b0.5_c1800_d7200_reversal,a=120s | b=0.5x sigma | c=1800s | d=7200s | reversal,120,0.5,1800,7200,reversal,long,1,2025-04-21 07:05:16,-7.499999999998863,13.484055805963587,2025-04-21 07:07:16,2025-04-21 11:07:16,2025-04-21,2025-04-21 09:07:16,2025-04-21 13:07:16,7200,parquet_prompt_bid_ask,F:BRN\M25,66.91,66.455,2.6764,-48.17639999999983,66.92,66.45,-46.999999999999886,actual_bid_ask,ask,bid,66.91,66.455,-48.17639999999983,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-04,2025-01-01,2025-04-01,2025-04-01,2025-05-01,0.9037028825523405,strict_all_gates
2,a120_b0.5_c1800_d7200_reversal,a=120s | b=0.5x sigma | c=1800s | d=7200s | reversal,120,0.5,1800,7200,reversal,short,-1,2025-04-22 07:00:00,20.49999999999841,16.451957277990516,2025-04-22 07:02:00,2025-04-22 11:02:00,2025-04-22,2025-04-22 09:02:00,2025-04-22 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\M25,66.94,67.10499999999999,2.6776,-19.177599999999202,66.93,67.11,-17.99999999999926,actual_bid_ask,bid,ask,66.94,67.10499999999999,-19.177599999999202,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-04,2025-01-01,2025-04-01,2025-04-01,2025-05-01,0.9037028825523405,strict_all_gates
2,a120_b0.5_c1800_d7200_reversal,a=120s | b=0.5x sigma | c=1800s | d=7200s | reversal,120,0.5,1800,7200,reversal,long,1,2025-04-23 07:00:00,-14.000000000000057,16.913013563325386,2025-04-23 07:02:00,2025-04-23 11:02:00,2025-04-23,2025-04-23 09:02:00,2025-04-23 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\M25,68.39500000000001,68.57499999999999,2.7358000000000007,15.264199999997839,68.4,68.57,16.99999999999875,actual_bid_ask,ask,bid,68.39500000000001,68.57499999999999,15.264199999997839,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-04,2025-01-01,2025-04-01,2025-04-01,2025-05-01,0.9037028825523405,strict_all_gates
2,a120_b0.5_c1800_d7200_reversal,a=120s | b=0.5x sigma | c=1800s | d=7200s | reversal,120,0.5,1800,7200,reversal,short,-1,2025-04-24 07:00:00,21.50000000000034,18.143210025762606,2025-04-24 07:02:00,2025-04-24 11:02:00,2025-04-24,2025-04-24 09:02:00,2025-04-24 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\M25,66.60499999999999,66.405,2.6641999999999997,17.335799999998862,66.6,66.41,18.999999999999773,actual_bid_ask,bid,ask,66.60499999999999,66.405,17.335799999998862,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-04,2025-01-01,2025-04-01,2025-04-01,2025-05-01,0.9037028825523405,strict_all_gates
2,a120_b0.5_c1800_d7200_reversal,a=120s | b=0.5x sigma | c=1800s | d=7200s | reversal,120,0.5,1800,7200,reversal,short,-1,2025-04-25 07:00:00,19.499999999999318,14.235565815045929,2025-04-25 07:02:00,2025-04-25 11:02:00,2025-04-25,2025-04-25 09:02:00,2025-04-25 13:02:00,7200,parquet_prompt_bid_ask,F:BRN\M25,66.97999999999999,66.495,2.6792,45.82079999999852,66.97,66.5,46.999999999999886,actual_bid_ask,bid,ask,66.97999999999999,66.495,45.82079999999852,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-04,2025-01-01,2025-04-01,2025-04-01,2025-05-01,0.9037028825523405,strict_all_gates
2,a120_b0.5_c1800_d7200_reversal,a=120s | b=0.5x sigma | c=1800s | d=7200s | reversal,120,0.5,1800,7200,reversal,long,1,2025-04-28 07:00:04,-9.000000000000341,15.719168982020912,2025-04-28 07:02:04,2025-04-28 11:02:04,2025-04-28,2025-04-28 09:02:04,2025-04-28 13:02:04,7200,parquet_prompt_bid_ask,F:BRN\M25,67.0,66.72999999999999,2.68,-29.680000000001023,67.01,66.72,-29.000000000000625,actual_bid_ask,ask,bid,67.0,66.72999999999999,-29.680000000001023,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-04,2025-01-01,2025-04-01,2025-04-01,2025-05-01,0.9037028825523405,strict_all_gates
2,a120_b0.5_c1800_d7200_reversal,a=120s | b=0.5x sigma | c=1800s | d=7200s | reversal,120,0.5,1800,7200,reversal,long,1,2025-04-29 07:00:03,-10.999999999999943,17.09078853672751,2025-04-29 07:02:03,2025-04-29 11:02:03,2025-04-29,2025-04-29 09:02:03,2025-04-29 13:02:03,7200,parquet_prompt_bid_ask,F:BRN\M25,65.19999999999999,64.71000000000001,2.6079999999999997,-51.607999999998064,65.21,64.7,-50.99999999999909,actual_bid_ask,ask,bid,65.19999999999999,64.71000000000001,-51.607999999998064,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-04,2025-01-01,2025-04-01,2025-04-01,2025-05-01,0.9037028825523405,strict_all_gates
2,a120_b0.5_c1800_d7200_reversal,a=120s | b=0.5x sigma | c=1800s | d=7200s | reversal,120,0.5,1800,7200,reversal,long,1,2025-04-30 07:00:37,-9.499999999999886,17.786950985130336,2025-04-30 07:02:37,2025-04-30 11:02:37,2025-04-30,2025-04-30 09:02:37,2025-04-30 13:02:37,7200,parquet_prompt_bid_ask,F:BRN\M25,63.41,63.394999999999996,2.5364,-4.036400000000057,63.42,63.37,-5.000000000000426,actual_bid_ask,ask,bid,63.41,63.394999999999996,-4.036400000000057,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-04,2025-01-01,2025-04-01,2025-04-01,2025-05-01,0.9037028825523405,strict_all_gates
2,a300_b0.3_c1800_d5400_reversal,a=300s | b=0.3x sigma | c=1800s | d=5400s | reversal,300,0.3,1800,5400,reversal,long,1,2025-05-01 07:00:00,-23.99999999999949,18.930903293285244,2025-05-01 07:05:00,2025-05-01 11:05:00,2025-05-01,2025-05-01 08:35:00,2025-05-01 12:35:00,5400,parquet_prompt_bid_ask,F:BRN\N25,60.644999999999996,60.175,2.4257999999999997,-49.42579999999989,60.65,60.17,-47.99999999999969,actual_bid_ask,ask,bid,60.644999999999996,60.175,-49.42579999999989,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-05,2025-02-01,2025-05-01,2025-05-01,2025-06-01,1.188415279990139,fallback_no_neighbor_gate_survivors
2,a300_b0.3_c1800_d5400_reversal,a=300s | b=0.3x sigma | c=1800s | d=5400s | reversal,300,0.3,1800,5400,reversal,long,1,2025-05-02 07:00:00,-33.00000000000054,15.701336318964309,2025-05-02 07:05:00,2025-05-02 11:05:00,2025-05-02,2025-05-02 08:35:00,2025-05-02 12:35:00,5400,parquet_prompt_bid_ask,F:BRN\N25,62.254999999999995,61.935,2.4901999999999997,-34.49019999999932,62.26,61.93,-32.99999999999983,actual_bid_ask,ask,bid,62.254999999999995,61.935,-34.49019999999932,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-05,2025-02-01,2025-05-01,2025-05-01,2025-06-01,1.188415279990139,fallback_no_neighbor_gate_survivors
2,a300_b0.3_c1800_d5400_reversal,a=300s | b=0.3x sigma | c=1800s | d=5400s | reversal,300,0.3,1800,5400,reversal,short,-1,2025-05-05 07:00:00,13.999999999999346,14.646169584257265,2025-05-05 07:05:00,2025-05-05 11:05:00,2025-05-05,2025-05-05 08:35:00,2025-05-05 12:35:00,5400,parquet_prompt_bid_ask,F:BRN\N25,59.724999999999994,60.16,2.389,-45.88900000000023,59.72,60.17,-45.000000000000284,actual_bid_ask,bid,ask,59.724999999999994,60.16,-45.88900000000023,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-05,2025-02-01,2025-05-01,2025-05-01,2025-06-01,1.188415279990139,fallback_no_neighbor_gate_survivors
2,a300_b0.3_c1800_d5400_reversal,a=300s | b=0.3x sigma | c=1800s | d=5400s | reversal,300,0.3,1800,5400,reversal,short,-1,2025-05-06 07:00:00,6.499999999999773,15.32504498822237,2025-05-06 07:05:00,2025-05-06 11:05:00,2025-05-06,2025-05-06 08:35:00,2025-05-06 12:35:00,5400,parquet_prompt_bid_ask,F:BRN\N25,61.515,61.364999999999995,2.4606,12.539400000000569,61.51,61.37,14.000000000000057,actual_bid_ask,bid,ask,61.515,61.364999999999995,12.539400000000569,mid_dynamic_cost,mid,mid,mid_dynamic_cost,3m_train_1m_test,3m_train_1m_test_2025-05,2025-02-01,2025-05-01,2025-05-01,2025-06-01,1.188415279990139,fallback_no_neighbor_gate_survivors
