fill_model,entry_time_utc,entry_time_dubai,pnl_cents,cum_pnl_cents,param_id,parameter_set,is_in_sample_visual
mid_dynamic_cost,2025-04-17 07:17:51,2025-04-17 11:17:51,-35.64918304443359,747.7478408813477,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-04-21 07:16:00,2025-04-21 11:16:00,36.82466430664063,784.5725051879883,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-04-22 07:09:29,2025-04-22 11:09:29,0.8192031860351561,785.3917083740234,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-04-23 07:13:27,2025-04-23 11:13:27,31.76332214355469,817.1550305175781,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-02 07:02:00,2025-05-02 11:02:00,42.507076263427734,859.6621067810058,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-05 07:07:31,2025-05-05 11:07:31,67.10855102539062,926.7706578063965,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-06 07:11:38,2025-05-06 11:11:38,-9.464969482421875,917.3056883239747,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-08 07:33:21,2025-05-08 11:33:21,60.545125274658204,977.8508135986328,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-09 07:04:18,2025-05-09 11:04:18,69.46674057006835,1047.3175541687012,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-12 07:02:03,2025-05-12 11:02:03,52.87903045654297,1100.1965846252442,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-13 07:15:28,2025-05-13 11:15:28,32.39764739990235,1132.5942320251465,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-15 07:02:00,2025-05-15 11:02:00,-3.560413513183594,1129.0338185119629,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-16 07:02:18,2025-05-16 11:02:18,45.42453582763672,1174.4583543395997,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-19 07:17:03,2025-05-19 11:17:03,-37.60041046142578,1136.857943878174,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-20 07:02:00,2025-05-20 11:02:00,-9.120844116210938,1127.737099761963,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-21 07:08:03,2025-05-21 11:08:03,10.859613647460938,1138.596713409424,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-22 07:17:02,2025-05-22 11:17:02,27.444305114746093,1166.0410185241699,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-05-23 07:02:00,2025-05-23 11:02:00,-70.05632369995118,1095.9846948242189,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-06-02 07:24:45,2025-06-02 11:24:45,68.42530853271484,1164.4100033569337,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-06-03 07:19:31,2025-06-03 11:19:31,-4.595464172363281,1159.8145391845703,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-06-04 07:22:38,2025-06-04 11:22:38,2.3773052978515623,1162.1918444824219,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
mid_dynamic_cost,2025-06-05 07:02:00,2025-06-05 11:02:00,10.399125366210937,1172.5909698486328,a120_b0.9_c900_d14400_continuation,a=120s | b=0.9x sigma | c=900s | d=14400s | continuation,True
