schedule,fill_model,date,pnl_cents,trades,month
3m_train_1m_test,mid_dynamic_cost,2025-07-30,40.59440000000023,1,2025-07
3m_train_1m_test,mid_dynamic_cost,2025-07-31,1.077599999999204,1,2025-07
3m_train_1m_test,mid_dynamic_cost,2025-08-01,34.6312,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-04,89.2078000000016,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-05,-25.244799999999433,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-06,-32.731799999999716,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-07,-25.19379999999943,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-08,-75.13639999999943,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-11,30.860199999999374,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-12,28.324600000000228,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-13,-14.643400000000454,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-14,10.358999999999545,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-15,-26.65819999999949,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-18,-17.64020000000057,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-19,-18.64180000000108,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-20,30.349800000001252,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-21,-12.693000000002273,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-22,25.28699999999869,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-25,-20.210799999998294,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-26,36.7617999999996,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-27,24.811400000000567,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-28,5.299999999999829,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-08-29,-17.72240000000057,1,2025-08
3m_train_1m_test,mid_dynamic_cost,2025-09-01,54.29820000000074,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-02,-81.74540000000205,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-03,-114.25740000000091,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-04,-25.67220000000182,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-05,-18.166600000000113,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-08,17.834399999999828,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-09,-9.161399999999773,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-10,3.319000000000227,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-11,-39.69539999999903,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-12,129.3677999999993,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-15,-17.68700000000057,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-16,0.30500000000011385,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-17,-47.734199999998864,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-18,-15.710999999999546,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-19,26.300600000000625,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-22,-98.1865999999984,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-23,-109.64599999999932,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-24,-66.20800000000193,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-25,5.734800000000796,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-26,-12.778799999999432,1,2025-09
3m_train_1m_test,mid_dynamic_cost,2025-09-29,-68.28640000000011,1,2025-09
