label,delay_s,threshold_cents,lookback_s,hold_s,volume_window_s,volume_multiple,direction,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,selector_objective,train_start,train_end,test_start,test_end
a=5s | move=10c/60s | hold=21600s | vol>2x/300s | momentum,5,10.0,60,21600,300,2.0,momentum,404.000000000006,404.000000000006,5.246753246753325,2.334114457747193,3.690281507074139,-189.00000000000082,0.45454545454545453,0.8051948051948052,77,62,0.5645161290322581,6.516129032258162,1.5889212827988413,25,37,0.8051948051948052,total_pnl_cents,2025-10,2025-12,2026-01,2026-01
a=30s | move=20c/60s | hold=14400s | vol off | momentum,30,20.0,60,14400,300,0.0,momentum,397.00000000000523,397.00000000000523,5.155844155844224,2.4201187262050285,4.483774080475196,-123.99999999999841,0.2597402597402597,0.4935064935064935,77,38,0.5263157894736842,10.447368421052769,1.8118609406953052,14,24,0.4935064935064935,total_pnl_cents,2025-10,2025-12,2026-01,2026-01
a=1s | move=20c/60s | hold=10800s | vol>2x/300s | momentum,1,20.0,60,10800,300,2.0,momentum,395.9999999999998,395.9999999999998,5.14285714285714,2.364629913123166,4.470858457342799,-106.99999999999983,0.2077922077922078,0.4805194805194805,77,37,0.43243243243243246,10.702702702702696,1.806517311608957,10,27,0.4805194805194805,total_pnl_cents,2025-10,2025-12,2026-01,2026-01
a=1s | move=20c/60s | hold=14400s | vol off | momentum,1,20.0,60,14400,300,0.0,momentum,391.99999999999693,391.99999999999693,5.090909090909051,2.3974813372304005,4.110400552615021,-126.00000000000014,0.2597402597402597,0.4935064935064935,77,38,0.5263157894736842,10.315789473684129,1.7855711422845555,14,24,0.4935064935064935,total_pnl_cents,2025-10,2025-12,2026-01,2026-01
a=60s | move=20c/60s | hold=14400s | vol off | momentum,60,20.0,60,14400,300,0.0,momentum,391.0,391.0,5.077922077922078,2.360339481488435,4.744936381350147,-120.00000000000063,0.2727272727272727,0.4935064935064935,77,38,0.5526315789473685,10.289473684210524,1.7696850393700752,14,24,0.4935064935064935,total_pnl_cents,2025-10,2025-12,2026-01,2026-01
a=10s | move=10c/30s | hold=21600s | vol>2x/300s | momentum,10,10.0,30,21600,300,2.0,momentum,377.00000000000307,377.00000000000307,4.896103896103936,2.069116870521851,3.175305603405677,-239.00000000000153,0.45454545454545453,0.7792207792207793,77,60,0.5833333333333334,6.283333333333385,1.5324858757062163,24,36,0.7792207792207793,total_pnl_cents,2025-10,2025-12,2026-01,2026-01
a=5s | move=20c/60s | hold=10800s | vol>2x/300s | momentum,5,20.0,60,10800,300,2.0,momentum,373.99999999999704,373.99999999999704,4.857142857142819,2.2125981946683657,4.0736845122492396,-124.00000000000051,0.19480519480519481,0.4805194805194805,77,37,0.40540540540540543,10.10810810810803,1.7333333333333167,10,27,0.4805194805194805,total_pnl_cents,2025-10,2025-12,2026-01,2026-01
a=10s | move=20c/60s | hold=14400s | vol off | momentum,10,20.0,60,14400,300,0.0,momentum,372.9999999999993,372.9999999999993,4.844155844155836,2.2721942189669417,3.9032112375422865,-127.00000000000065,0.2597402597402597,0.4935064935064935,77,38,0.5263157894736842,9.815789473684193,1.7520161290322496,14,24,0.4935064935064935,total_pnl_cents,2025-10,2025-12,2026-01,2026-01
a=5s | move=10c/30s | hold=21600s | vol>2x/300s | momentum,5,10.0,30,21600,300,2.0,momentum,367.00000000000716,367.00000000000716,4.766233766233859,1.9866848107314248,3.061654493857906,-244.99999999999963,0.44155844155844154,0.7792207792207793,77,60,0.5666666666666667,6.116666666666786,1.5104311543810933,24,36,0.7792207792207793,total_pnl_cents,2025-10,2025-12,2026-01,2026-01
a=120s | move=20c/60s | hold=10800s | vol off | momentum,120,20.0,60,10800,300,0.0,momentum,363.99999999999517,363.99999999999517,4.7272727272726645,2.260105425382328,4.599915360998651,-130.00000000000077,0.2727272727272727,0.5324675324675324,77,41,0.5121951219512195,8.878048780487687,1.7711864406779467,14,27,0.5324675324675324,total_pnl_cents,2025-10,2025-12,2026-01,2026-01
