signal_time,signal_time_dubai,entry_time,entry_time_dubai,exit_time,exit_time_dubai,session_bucket,side,move_cents,signal_volume,entry_price,exit_price,gross_pnl_cents,cost_cents,net_pnl_cents,out_of_frame_category,selector_objective,test_month,selected_params,exclusion_reason
2026-01-30 05:00:05,2026-01-30 09:00:05,2026-01-30 05:00:06,2026-01-30 09:00:06,2026-01-30 08:00:06,2026-01-30 12:00:06,Outside 11:00-24:00 Dubai,-1,-23.000000000000398,349.0,68.69,67.73,95.99999999999937,2.7476,93.25239999999937,Excluded: before 11:00 Dubai,daily_sharpe,2026-01,a=1s | move=20c/60s | hold=10800s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-02 03:01:00,2026-02-02 07:01:00,2026-02-02 03:02:00,2026-02-02 07:02:00,2026-02-02 07:02:00,2026-02-02 11:02:00,Outside 11:00-24:00 Dubai,-1,-87.00000000000045,495.0,67.26,65.93,132.99999999999983,2.6904000000000003,130.30959999999982,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-03 02:40:41,2026-02-03 06:40:41,2026-02-03 02:41:41,2026-02-03 06:41:41,2026-02-03 06:41:41,2026-02-03 10:41:41,Outside 11:00-24:00 Dubai,1,20.999999999999375,18.0,66.1,65.13,-96.99999999999989,2.6439999999999997,-99.64399999999989,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-04 01:41:09,2026-02-04 05:41:09,2026-02-04 01:42:09,2026-02-04 05:42:09,2026-02-04 05:42:09,2026-02-04 09:42:09,Outside 11:00-24:00 Dubai,-1,-20.999999999999375,100.0,67.12,67.51,-39.00000000000006,2.6848,-41.68480000000006,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-05 05:00:14,2026-02-05 09:00:14,2026-02-05 05:01:14,2026-02-05 09:01:14,2026-02-05 09:01:14,2026-02-05 13:01:14,Outside 11:00-24:00 Dubai,-1,-22.999999999998977,174.0,67.7,67.37,32.99999999999983,2.708,30.29199999999983,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-06 05:00:02,2026-02-06 09:00:02,2026-02-06 05:01:02,2026-02-06 09:01:02,2026-02-06 09:01:02,2026-02-06 13:01:02,Outside 11:00-24:00 Dubai,-1,-20.999999999999375,76.0,66.63,67.29,-66.00000000000108,2.6652,-68.66520000000108,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-10 05:00:52,2026-02-10 09:00:52,2026-02-10 05:01:52,2026-02-10 09:01:52,2026-02-10 09:01:52,2026-02-10 13:01:52,Outside 11:00-24:00 Dubai,-1,-23.000000000000398,137.0,68.2,68.31,-10.999999999999943,2.728,-13.727999999999943,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-11 00:56:11,2026-02-11 04:56:11,2026-02-11 00:57:11,2026-02-11 04:57:11,2026-02-11 04:57:11,2026-02-11 08:57:11,Outside 11:00-24:00 Dubai,1,20.999999999999375,100.0,68.51,68.38,-13.000000000000966,2.7404,-15.740400000000967,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-16 03:01:00,2026-02-16 07:01:00,2026-02-16 03:02:00,2026-02-16 07:02:00,2026-02-16 07:02:00,2026-02-16 11:02:00,Outside 11:00-24:00 Dubai,-1,-20.999999999999375,43.0,67.18,67.13,5.000000000001137,2.6872000000000003,2.3128000000011366,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-19 02:02:40,2026-02-19 06:02:40,2026-02-19 02:03:40,2026-02-19 06:03:40,2026-02-19 06:03:40,2026-02-19 10:03:40,Outside 11:00-24:00 Dubai,-1,-21.000000000000796,2.0,69.61,69.85,-23.99999999999949,2.7844,-26.78439999999949,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-20 01:21:14,2026-02-20 05:21:14,2026-02-20 01:22:14,2026-02-20 05:22:14,2026-02-20 05:22:14,2026-02-20 09:22:14,Outside 11:00-24:00 Dubai,-1,-20.000000000000284,600.0,70.79,71.45,-65.99999999999966,2.8316000000000003,-68.83159999999965,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-23 03:01:00,2026-02-23 07:01:00,2026-02-23 03:02:00,2026-02-23 07:02:00,2026-02-23 07:02:00,2026-02-23 11:02:00,Outside 11:00-24:00 Dubai,-1,-21.999999999999886,239.0,70.42,70.72,-29.999999999999716,2.8168,-32.816799999999716,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-24 05:01:09,2026-02-24 09:01:09,2026-02-24 05:02:09,2026-02-24 09:02:09,2026-02-24 09:02:09,2026-02-24 13:02:09,Outside 11:00-24:00 Dubai,1,20.000000000000284,133.0,71.1,71.57,46.999999999999886,2.844,44.155999999999885,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-02-25 00:21:15,2026-02-25 04:21:15,2026-02-25 00:22:15,2026-02-25 04:22:15,2026-02-25 04:22:15,2026-02-25 08:22:15,Outside 11:00-24:00 Dubai,1,20.000000000000284,573.0,71.33,71.01,-31.999999999999318,2.8532,-34.85319999999932,Excluded: before 11:00 Dubai,daily_sharpe,2026-02,a=60s | move=20c/60s | hold=14400s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-02 03:30:00,2026-03-02 07:30:00,2026-03-02 03:32:00,2026-03-02 07:32:00,2026-03-02 09:32:00,2026-03-02 13:32:00,Outside 11:00-24:00 Dubai,-1,-196.9999999999999,44173.0,79.52,77.61,190.99999999999966,3.1808,187.81919999999965,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-03 00:30:00,2026-03-03 04:30:00,2026-03-03 00:32:00,2026-03-03 04:32:00,2026-03-03 06:32:00,2026-03-03 10:32:00,Outside 11:00-24:00 Dubai,1,194.0000000000012,27613.0,79.28,79.1,-18.000000000000682,3.1712000000000002,-21.17120000000068,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-04 00:39:58,2026-03-04 04:39:58,2026-03-04 00:41:58,2026-03-04 04:41:58,2026-03-04 06:41:58,2026-03-04 10:41:58,Outside 11:00-24:00 Dubai,1,80.00000000000114,5893.0,80.77,82.24,146.9999999999999,3.2308,143.7691999999999,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-05 01:20:52,2026-03-05 05:20:52,2026-03-05 01:22:52,2026-03-05 05:22:52,2026-03-05 07:22:52,2026-03-05 11:22:52,Outside 11:00-24:00 Dubai,1,75.0,2294.0,82.35,83.88,153.0000000000001,3.294,149.7060000000001,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-06 00:30:00,2026-03-06 04:30:00,2026-03-06 00:32:00,2026-03-06 04:32:00,2026-03-06 06:32:00,2026-03-06 10:32:00,Outside 11:00-24:00 Dubai,-1,-146.9999999999999,29681.0,84.51,84.15,35.99999999999994,3.3804000000000003,32.61959999999994,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-09 02:30:00,2026-03-09 06:30:00,2026-03-09 02:32:00,2026-03-09 06:32:00,2026-03-09 08:32:00,2026-03-09 12:32:00,Outside 11:00-24:00 Dubai,1,630.0000000000011,35166.0,107.4,115.78,837.9999999999995,4.296,833.7039999999995,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-10 00:30:00,2026-03-10 04:30:00,2026-03-10 00:32:00,2026-03-10 04:32:00,2026-03-10 06:32:00,2026-03-10 10:32:00,Outside 11:00-24:00 Dubai,-1,-75.0,15204.0,89.16,89.0,15.999999999999659,3.5664,12.43359999999966,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-11 00:50:34,2026-03-11 04:50:34,2026-03-11 00:52:34,2026-03-11 04:52:34,2026-03-11 06:52:34,2026-03-11 10:52:34,Outside 11:00-24:00 Dubai,1,90.00000000000057,2078.0,91.06,88.65,-240.99999999999966,3.6424000000000003,-244.64239999999967,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-12 01:30:15,2026-03-12 05:30:15,2026-03-12 01:32:15,2026-03-12 05:32:15,2026-03-12 07:32:15,2026-03-12 11:32:15,Outside 11:00-24:00 Dubai,1,75.0,2706.0,93.65,101.15,750.0,3.7460000000000004,746.254,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-13 00:43:33,2026-03-13 04:43:33,2026-03-13 00:45:33,2026-03-13 04:45:33,2026-03-13 06:45:33,2026-03-13 10:45:33,Outside 11:00-24:00 Dubai,1,80.00000000000114,1818.0,101.49,101.13,-35.99999999999994,4.0596,-40.059599999999946,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-16 02:30:55,2026-03-16 06:30:55,2026-03-16 02:32:55,2026-03-16 06:32:55,2026-03-16 08:32:55,2026-03-16 12:32:55,Outside 11:00-24:00 Dubai,1,83.99999999999892,6599.0,106.15,104.75,-140.00000000000057,4.246,-144.24600000000058,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-17 00:37:36,2026-03-17 04:37:36,2026-03-17 00:39:36,2026-03-17 04:39:36,2026-03-17 06:39:36,2026-03-17 10:39:36,Outside 11:00-24:00 Dubai,1,75.0,2209.0,100.83,102.82,198.9999999999995,4.0332,194.9667999999995,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-18 04:53:23,2026-03-18 08:53:23,2026-03-18 04:55:23,2026-03-18 08:55:23,2026-03-18 10:55:23,2026-03-18 14:55:23,Outside 11:00-24:00 Dubai,-1,-75.0,2147.0,102.39,101.68,70.99999999999937,4.0956,66.90439999999937,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-19 00:30:00,2026-03-19 04:30:00,2026-03-19 00:32:00,2026-03-19 04:32:00,2026-03-19 06:32:00,2026-03-19 10:32:00,Outside 11:00-24:00 Dubai,1,150.0,7794.0,111.33,111.74,40.99999999999966,4.4532,36.54679999999966,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-20 01:14:21,2026-03-20 05:14:21,2026-03-20 01:16:21,2026-03-20 05:16:21,2026-03-20 07:16:21,2026-03-20 11:16:21,Outside 11:00-24:00 Dubai,-1,-76.9999999999996,747.0,107.76,106.8,96.0000000000008,4.3104000000000005,91.6896000000008,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-23 02:30:00,2026-03-23 06:30:00,2026-03-23 02:32:00,2026-03-23 06:32:00,2026-03-23 08:32:00,2026-03-23 12:32:00,Outside 11:00-24:00 Dubai,-1,-278.0000000000001,10740.0,110.63,113.0,-237.00000000000045,4.4252,-241.42520000000044,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-24 00:30:02,2026-03-24 04:30:02,2026-03-24 00:32:02,2026-03-24 04:32:02,2026-03-24 06:32:02,2026-03-24 10:32:02,Outside 11:00-24:00 Dubai,1,76.9999999999996,3037.0,100.64,103.96,331.9999999999993,4.0256,327.9743999999993,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-25 00:30:00,2026-03-25 04:30:00,2026-03-25 00:32:00,2026-03-25 04:32:00,2026-03-25 06:32:00,2026-03-25 10:32:00,Outside 11:00-24:00 Dubai,-1,-346.9999999999999,9524.0,101.0,98.7,229.99999999999972,4.04,225.95999999999972,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
2026-03-26 06:55:16,2026-03-26 10:55:16,2026-03-26 06:57:16,2026-03-26 10:57:16,2026-03-26 12:57:16,2026-03-26 16:57:16,Outside 11:00-24:00 Dubai,1,75.99999999999909,906.0,104.0,105.63,162.99999999999955,4.16,158.83999999999955,Excluded: before 11:00 Dubai,daily_sharpe,2026-03,a=120s | move=75c/1800s | hold=21600s | vol off | momentum,Signal outside 11:00-24:00 Dubai tradable window
