total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day
2416.9999999999955,34.042253521126696,4.168558130669207,7.455498494066288,-335.00000000000114,0.352112676056338,0.5633802816901409,71,40,0.625,60.42499999999988,3.6885428253614956,21,19,0.5633802816901409
