train_start,train_end,test_start,test_end,selected_params,train_score,train_sharpe,train_total_pnl_cents,train_trades,test_sharpe,test_total_pnl_cents,test_trades,test_trades_per_day,test_max_drawdown_cents,test_win_rate
2025-10,2025-12,2026-01,2026-01,a=60s | move=100c/120s | hold=10800s | vol off | momentum,35.00000000000006,1.809068067466128,35.00000000000006,1,-3.1132471299734505,-5.000000000000512,1,0.038461538461538464,-5.000000000000512,0.0
2025-11,2026-01,2026-02,2026-02,a=60s | move=10c/30s | hold=28800s | vol off | momentum,254.00000000000207,1.1885221304430778,254.00000000000207,58,1.7299972255958604,144.99999999999858,20,0.8695652173913043,-183.99999999999773,0.5
2025-12,2026-02,2026-03,2026-03,a=300s | move=75c/3600s | hold=14400s | vol off | momentum,533.9999999999986,3.689757059301484,533.9999999999986,29,7.731043639710798,2276.9999999999973,19,0.8636363636363636,-335.00000000000114,0.7894736842105263
