label,delay_s,threshold_cents,lookback_s,hold_s,volume_window_s,volume_multiple,direction,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,train_start,train_end,test_start,test_end
a=10s | move=80c/75s | hold=14400s | vol off | momentum,10,80.0,75,14400,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=7s | move=80c/75s | hold=18000s | vol off | momentum,7,80.0,75,18000,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=5s | move=77.5c/75s | hold=18000s | vol off | momentum,5,77.5,75,18000,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=1s | move=80c/75s | hold=14400s | vol off | momentum,1,80.0,75,14400,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=10s | move=85c/75s | hold=18000s | vol off | momentum,10,85.0,75,18000,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=1s | move=77.5c/75s | hold=18000s | vol off | momentum,1,77.5,75,18000,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=1s | move=85c/75s | hold=18000s | vol off | momentum,1,85.0,75,18000,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=7s | move=85c/75s | hold=18000s | vol off | momentum,7,85.0,75,18000,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=7s | move=75c/75s | hold=18000s | vol off | momentum,7,75.0,75,18000,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=15s | move=77.5c/75s | hold=12600s | vol off | momentum,15,77.5,75,12600,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=30s | move=75c/60s | hold=9000s | vol>2x/300s | momentum,30,75.0,60,9000,300,2.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=1s | move=75c/60s | hold=9000s | vol>2x/300s | momentum,1,75.0,60,9000,300,2.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=5s | move=70c/45s | hold=7200s | vol>3x/300s | momentum,5,70.0,45,7200,300,3.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=1s | move=70c/45s | hold=7200s | vol>3x/300s | momentum,1,70.0,45,7200,300,3.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=7s | move=77.5c/75s | hold=12600s | vol off | momentum,7,77.5,75,12600,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=1s | move=70c/45s | hold=9000s | vol>3x/300s | momentum,1,70.0,45,9000,300,3.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=10s | move=70c/45s | hold=9000s | vol>3x/300s | momentum,10,70.0,45,9000,300,3.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=30s | move=85c/75s | hold=14400s | vol off | momentum,30,85.0,75,14400,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=7s | move=80c/75s | hold=12600s | vol off | momentum,7,80.0,75,12600,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=10s | move=77.5c/75s | hold=12600s | vol off | momentum,10,77.5,75,12600,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=3s | move=77.5c/75s | hold=12600s | vol off | momentum,3,77.5,75,12600,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=15s | move=85c/75s | hold=14400s | vol off | momentum,15,85.0,75,14400,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=30s | move=70c/45s | hold=9000s | vol>3x/300s | momentum,30,70.0,45,9000,300,3.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=1s | move=77.5c/75s | hold=12600s | vol off | momentum,1,77.5,75,12600,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=5s | move=77.5c/75s | hold=12600s | vol off | momentum,5,77.5,75,12600,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=10s | move=80c/75s | hold=12600s | vol off | momentum,10,80.0,75,12600,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=3s | move=80c/75s | hold=12600s | vol off | momentum,3,80.0,75,12600,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=10s | move=77.5c/75s | hold=14400s | vol off | momentum,10,77.5,75,14400,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=1s | move=80c/75s | hold=12600s | vol off | momentum,1,80.0,75,12600,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=5s | move=80c/75s | hold=12600s | vol off | momentum,5,80.0,75,12600,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=10s | move=75c/60s | hold=9000s | vol>2x/300s | momentum,10,75.0,60,9000,300,2.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=1s | move=75c/75s | hold=18000s | vol off | momentum,1,75.0,75,18000,300,0.0,momentum,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,0.0,0,0,0.0,2025-10,2025-12,2026-01,2026-01
a=60s | move=10c/30s | hold=28800s | vol off | momentum,60,10.0,30,28800,300,0.0,momentum,254.00000000000207,254.00000000000207,3.3421052631579222,1.1885221304430778,1.9931754261998993,-336.99999999999875,0.34210526315789475,0.7631578947368421,76,58,0.4482758620689655,4.379310344827622,1.273706896551725,24,34,0.7631578947368421,2025-11,2026-01,2026-02,2026-02
a=30s | move=10c/30s | hold=28800s | vol off | momentum,30,10.0,30,28800,300,0.0,momentum,181.000000000001,181.000000000001,2.381578947368434,0.8286680876843298,1.4083026956598026,-375.99999999999807,0.34210526315789475,0.7631578947368421,76,58,0.4482758620689655,3.1206896551724297,1.1835699797160237,24,34,0.7631578947368421,2025-11,2026-01,2026-02,2026-02
a=120s | move=10c/30s | hold=28800s | vol off | momentum,120,10.0,30,28800,300,0.0,momentum,166.0000000000047,166.0000000000047,2.184210526315851,0.8055699885905753,1.3388168514995598,-407.99999999999756,0.32894736842105265,0.7631578947368421,76,58,0.43103448275862066,2.862068965517322,1.1754756871035978,24,34,0.7631578947368421,2025-11,2026-01,2026-02,2026-02
a=10s | move=10c/30s | hold=28800s | vol off | momentum,10,10.0,30,28800,300,0.0,momentum,166.0000000000011,166.0000000000011,2.184210526315804,0.7488158959396138,1.3443113076721511,-376.0000000000009,0.32894736842105265,0.7631578947368421,76,58,0.43103448275862066,2.86206896551726,1.1650099403578529,24,34,0.7631578947368421,2025-11,2026-01,2026-02,2026-02
a=300s | move=10c/30s | hold=28800s | vol off | momentum,300,10.0,30,28800,300,0.0,momentum,154.0000000000014,154.0000000000014,2.0263157894737027,0.7755316071257117,1.3292432775188188,-378.0,0.35526315789473684,0.7631578947368421,76,58,0.46551724137931033,2.655172413793127,1.1703539823008853,24,34,0.7631578947368421,2025-11,2026-01,2026-02,2026-02
a=300s | move=75c/3600s | hold=14400s | vol off | momentum,300,75.0,3600,14400,300,0.0,momentum,149.00000000000125,149.00000000000125,1.96052631578949,1.6554187720794462,1.3892524604723075,-141.00000000000009,0.15789473684210525,0.27631578947368424,76,21,0.5714285714285714,7.095238095238154,1.7163461538461495,13,8,0.27631578947368424,2025-11,2026-01,2026-02,2026-02
a=1s | move=10c/30s | hold=28800s | vol off | momentum,1,10.0,30,28800,300,0.0,momentum,141.99999999999807,141.99999999999807,1.8684210526315534,0.630795987138251,1.1450072755923228,-401.9999999999992,0.32894736842105265,0.7631578947368421,76,58,0.43103448275862066,2.4482758620689316,1.1356255969436457,24,34,0.7631578947368421,2025-11,2026-01,2026-02,2026-02
a=5s | move=10c/30s | hold=28800s | vol off | momentum,5,10.0,30,28800,300,0.0,momentum,141.0000000000011,141.0000000000011,1.8552631578947514,0.6288871695177378,1.1307136892935983,-406.99999999999903,0.3026315789473684,0.7631578947368421,76,58,0.39655172413793105,2.4310344827586388,1.1354466858789625,24,34,0.7631578947368421,2025-11,2026-01,2026-02,2026-02
a=7s | move=72.5c/75s | hold=18000s | vol off | momentum,7,72.5,75,18000,300,0.0,momentum,113.00000000000009,113.00000000000009,1.486842105263159,2.008533321403933,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,56.50000000000004,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=7s | move=70c/75s | hold=18000s | vol off | momentum,7,70.0,75,18000,300,0.0,momentum,113.00000000000009,113.00000000000009,1.486842105263159,2.008533321403933,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,56.50000000000004,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=10s | move=72.5c/75s | hold=18000s | vol off | momentum,10,72.5,75,18000,300,0.0,momentum,109.99999999999997,109.99999999999997,1.4473684210526312,1.9066909863792962,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,54.999999999999986,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=10s | move=70c/75s | hold=18000s | vol off | momentum,10,70.0,75,18000,300,0.0,momentum,109.99999999999997,109.99999999999997,1.4473684210526312,1.9066909863792962,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,54.999999999999986,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=1s | move=72.5c/75s | hold=18000s | vol off | momentum,1,72.5,75,18000,300,0.0,momentum,101.99999999999943,101.99999999999943,1.3421052631578874,2.167979060159503,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,50.999999999999716,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=1s | move=70c/75s | hold=18000s | vol off | momentum,1,70.0,75,18000,300,0.0,momentum,101.99999999999943,101.99999999999943,1.3421052631578874,2.167979060159503,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,50.999999999999716,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=5s | move=75c/75s | hold=18000s | vol off | momentum,5,75.0,75,18000,300,0.0,momentum,100.00000000000063,100.00000000000063,1.3157894736842188,1.8209309360004933,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,100.00000000000063,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=3s | move=75c/75s | hold=18000s | vol off | momentum,3,75.0,75,18000,300,0.0,momentum,97.00000000000051,97.00000000000051,1.276315789473691,1.8209309360004886,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,97.00000000000051,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=5s | move=72.5c/75s | hold=18000s | vol off | momentum,5,72.5,75,18000,300,0.0,momentum,96.999999999999,96.999999999999,1.2763157894736712,2.103037759510302,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,48.4999999999995,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=5s | move=70c/75s | hold=18000s | vol off | momentum,5,70.0,75,18000,300,0.0,momentum,96.999999999999,96.999999999999,1.2763157894736712,2.103037759510302,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,48.4999999999995,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=3s | move=70c/75s | hold=18000s | vol off | momentum,3,70.0,75,18000,300,0.0,momentum,94.99999999999869,94.99999999999869,1.249999999999983,2.130470581616764,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,47.499999999999346,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=3s | move=72.5c/75s | hold=18000s | vol off | momentum,3,72.5,75,18000,300,0.0,momentum,94.99999999999869,94.99999999999869,1.249999999999983,2.130470581616764,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,47.499999999999346,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=10s | move=75c/30s | hold=14400s | vol off | momentum,10,75.0,30,14400,300,0.0,momentum,92.99999999999989,92.99999999999989,1.2236842105263144,1.8209309360004817,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,92.99999999999989,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=1s | move=75c/75s | hold=18000s | vol off | momentum,1,75.0,75,18000,300,0.0,momentum,91.99999999999937,91.99999999999937,1.2105263157894655,1.8209309360004797,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,91.99999999999937,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=7s | move=70c/75s | hold=16200s | vol off | momentum,7,70.0,75,16200,300,0.0,momentum,91.00000000000091,91.00000000000091,1.1973684210526436,1.800770886368299,0.0,-0.9999999999998863,0.013157894736842105,0.02631578947368421,76,2,0.5,45.500000000000455,91.99999999991925,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=7s | move=72.5c/75s | hold=16200s | vol off | momentum,7,72.5,75,16200,300,0.0,momentum,91.00000000000091,91.00000000000091,1.1973684210526436,1.800770886368299,0.0,-0.9999999999998863,0.013157894736842105,0.02631578947368421,76,2,0.5,45.500000000000455,91.99999999991925,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=7s | move=75c/75s | hold=18000s | vol off | momentum,7,75.0,75,18000,300,0.0,momentum,88.00000000000017,88.00000000000017,1.1578947368421075,1.8209309360004717,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,88.00000000000017,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=10s | move=72.5c/75s | hold=16200s | vol off | momentum,10,72.5,75,16200,300,0.0,momentum,85.99999999999977,85.99999999999977,1.1315789473684181,1.6774487488082186,0.0,-7.000000000000114,0.013157894736842105,0.02631578947368421,76,2,0.5,42.999999999999886,13.285714285712155,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=10s | move=70c/75s | hold=16200s | vol off | momentum,10,70.0,75,16200,300,0.0,momentum,85.99999999999977,85.99999999999977,1.1315789473684181,1.6774487488082186,0.0,-7.000000000000114,0.013157894736842105,0.02631578947368421,76,2,0.5,42.999999999999886,13.285714285712155,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=1s | move=75c/60s | hold=9000s | vol>2x/300s | momentum,1,75.0,60,9000,300,2.0,momentum,85.99999999999915,85.99999999999915,1.13157894736841,1.8209309360004677,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,85.99999999999915,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=5s | move=75c/75s | hold=16200s | vol off | momentum,5,75.0,75,16200,300,0.0,momentum,81.00000000000085,81.00000000000085,1.0657894736842217,1.820930936000456,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,81.00000000000085,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=1s | move=77.5c/75s | hold=18000s | vol off | momentum,1,77.5,75,18000,300,0.0,momentum,78.99999999999983,78.99999999999983,1.039473684210524,1.8209309360004513,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,78.99999999999983,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=10s | move=75c/75s | hold=18000s | vol off | momentum,10,75.0,75,18000,300,0.0,momentum,78.99999999999983,78.99999999999983,1.039473684210524,1.8209309360004513,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,78.99999999999983,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=1s | move=80c/75s | hold=18000s | vol off | momentum,1,80.0,75,18000,300,0.0,momentum,78.99999999999983,78.99999999999983,1.039473684210524,1.8209309360004513,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,78.99999999999983,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=3s | move=75c/75s | hold=16200s | vol off | momentum,3,75.0,75,16200,300,0.0,momentum,78.00000000000074,78.00000000000074,1.0263157894736938,1.8209309360004489,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,78.00000000000074,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=1s | move=72.5c/75s | hold=16200s | vol off | momentum,1,72.5,75,16200,300,0.0,momentum,75.99999999999963,75.99999999999963,0.9999999999999951,1.972026594366298,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,37.999999999999815,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=1s | move=70c/75s | hold=16200s | vol off | momentum,1,70.0,75,16200,300,0.0,momentum,75.99999999999963,75.99999999999963,0.9999999999999951,1.972026594366298,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,37.999999999999815,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=5s | move=72.5c/75s | hold=16200s | vol off | momentum,5,72.5,75,16200,300,0.0,momentum,74.99999999999983,74.99999999999983,0.9868421052631556,1.8708007316687307,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,37.499999999999915,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=5s | move=70c/75s | hold=16200s | vol off | momentum,5,70.0,75,16200,300,0.0,momentum,74.99999999999983,74.99999999999983,0.9868421052631556,1.8708007316687307,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,37.499999999999915,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=5s | move=75c/30s | hold=14400s | vol off | momentum,5,75.0,30,14400,300,0.0,momentum,72.9999999999996,72.9999999999996,0.9605263157894685,1.8209309360004344,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,72.9999999999996,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=1s | move=75c/75s | hold=16200s | vol off | momentum,1,75.0,75,16200,300,0.0,momentum,72.9999999999996,72.9999999999996,0.9605263157894685,1.8209309360004344,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,72.9999999999996,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=3s | move=70c/75s | hold=16200s | vol off | momentum,3,70.0,75,16200,300,0.0,momentum,72.99999999999952,72.99999999999952,0.9605263157894673,1.8983123493025849,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,36.49999999999976,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=3s | move=72.5c/75s | hold=16200s | vol off | momentum,3,72.5,75,16200,300,0.0,momentum,72.99999999999952,72.99999999999952,0.9605263157894673,1.8983123493025849,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,36.49999999999976,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=1s | move=85c/75s | hold=18000s | vol off | momentum,1,85.0,75,18000,300,0.0,momentum,71.0,71.0,0.9342105263157895,1.8209309360004287,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,71.0,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=3s | move=80c/75s | hold=18000s | vol off | momentum,3,80.0,75,18000,300,0.0,momentum,71.0,71.0,0.9342105263157895,1.8209309360004287,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,71.0,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=3s | move=77.5c/75s | hold=18000s | vol off | momentum,3,77.5,75,18000,300,0.0,momentum,71.0,71.0,0.9342105263157895,1.8209309360004287,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,71.0,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=10s | move=75c/120s | hold=14400s | vol off | momentum,10,75.0,120,14400,300,0.0,momentum,70.00000000000003,70.00000000000003,0.9210526315789478,1.2568760849967182,0.0,-36.99999999999983,0.02631578947368421,0.039473684210526314,76,3,0.6666666666666666,23.333333333333343,2.8918918918918233,0,3,0.039473684210526314,2025-11,2026-01,2026-02,2026-02
a=1s | move=75c/30s | hold=14400s | vol off | momentum,1,75.0,30,14400,300,0.0,momentum,69.99999999999949,69.99999999999949,0.9210526315789407,1.8209309360004258,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,69.99999999999949,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=1s | move=75c/30s | hold=14400s | vol>2x/300s | momentum,1,75.0,30,14400,300,2.0,momentum,69.99999999999949,69.99999999999949,0.9210526315789407,1.8209309360004258,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,69.99999999999949,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=1s | move=100c/120s | hold=10800s | vol off | momentum,1,100.0,120,10800,300,0.0,momentum,67.9999999999998,67.9999999999998,0.8947368421052605,2.5913758617775637,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,33.9999999999999,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=5s | move=100c/180s | hold=7200s | vol off | momentum,5,100.0,180,7200,300,0.0,momentum,66.0000000000002,66.0000000000002,0.8684210526315815,1.9957197571959249,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,33.0000000000001,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=30s | move=100c/120s | hold=7200s | vol off | momentum,30,100.0,120,7200,300,0.0,momentum,65.0000000000004,65.0000000000004,0.855263157894742,1.7378842978363802,0.0,-2.9999999999994884,0.013157894736842105,0.02631578947368421,76,2,0.5,32.5000000000002,22.666666666662938,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=1s | move=75c/60s | hold=10800s | vol>2x/300s | momentum,1,75.0,60,10800,300,2.0,momentum,64.99999999999977,64.99999999999977,0.8552631578947338,1.820930936000408,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,64.99999999999977,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=7s | move=75c/75s | hold=16200s | vol off | momentum,7,75.0,75,16200,300,0.0,momentum,64.99999999999977,64.99999999999977,0.8552631578947338,1.820930936000408,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,64.99999999999977,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=7s | move=75c/75s | hold=14400s | vol off | momentum,7,75.0,75,14400,300,0.0,momentum,64.99999999999977,64.99999999999977,0.8552631578947338,1.820930936000408,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,64.99999999999977,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=5s | move=100c/180s | hold=10800s | vol off | momentum,5,100.0,180,10800,300,0.0,momentum,64.0000000000006,64.0000000000006,0.8421052631579026,2.5912276183359735,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,32.0000000000003,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=5s | move=75c/300s | hold=21600s | vol off | momentum,5,75.0,300,21600,300,0.0,momentum,63.999999999999886,63.999999999999886,0.8421052631578932,2.0013704549429376,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,31.999999999999943,inf,0,2,0.02631578947368421,2025-11,2026-01,2026-02,2026-02
a=5s | move=77.5c/75s | hold=18000s | vol off | momentum,5,77.5,75,18000,300,0.0,momentum,63.99999999999926,63.99999999999926,0.842105263157885,1.820930936000404,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,63.99999999999926,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=5s | move=80c/75s | hold=18000s | vol off | momentum,5,80.0,75,18000,300,0.0,momentum,63.99999999999926,63.99999999999926,0.842105263157885,1.820930936000404,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,63.99999999999926,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=3s | move=85c/75s | hold=18000s | vol off | momentum,3,85.0,75,18000,300,0.0,momentum,63.99999999999926,63.99999999999926,0.842105263157885,1.820930936000404,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,63.99999999999926,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
a=1s | move=75c/60s | hold=7200s | vol>2x/300s | momentum,1,75.0,60,7200,300,2.0,momentum,63.00000000000017,63.00000000000017,0.8289473684210549,1.8209309360004,0.0,0.0,0.013157894736842105,0.013157894736842105,76,1,1.0,63.00000000000017,inf,0,1,0.013157894736842105,2025-11,2026-01,2026-02,2026-02
