label,delay_s,threshold_cents,lookback_s,hold_s,volume_window_s,volume_multiple,direction,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day
a=1s | move=85c/75s | hold=14400s | vol off | momentum,1,85.0,75,14400,300,0.0,momentum,4592.000000000004,4592.000000000004,64.67605633802822,5.788905187776992,0.0,-51.0,0.28169014084507044,0.29577464788732394,71,21,0.9523809523809523,218.66666666666683,91.039215686273,8,13,0.29577464788732394
a=10s | move=85c/75s | hold=14400s | vol off | momentum,10,85.0,75,14400,300,0.0,momentum,4580.000000000001,4580.000000000001,64.50704225352113,5.919739269263977,0.0,-69.99999999999955,0.28169014084507044,0.29577464788732394,71,21,0.9523809523809523,218.09523809523813,66.42857142857082,8,13,0.29577464788732394
a=15s | move=75c/75s | hold=16200s | vol off | momentum,15,75.0,75,16200,300,0.0,momentum,4576.000000000002,4576.000000000002,64.45070422535214,4.784165576715319,16.57327982413724,-194.0,0.2535211267605634,0.29577464788732394,71,21,0.8571428571428571,217.90476190476198,22.18518518518503,8,13,0.29577464788732394
a=5s | move=85c/75s | hold=14400s | vol off | momentum,5,85.0,75,14400,300,0.0,momentum,4572.000000000004,4572.000000000004,64.39436619718315,5.763509734985045,0.0,-73.0,0.28169014084507044,0.29577464788732394,71,21,0.9523809523809523,217.7142857142859,63.63013698630074,8,13,0.29577464788732394
a=15s | move=72.5c/75s | hold=16200s | vol off | momentum,15,72.5,75,16200,300,0.0,momentum,4567.000000000001,4567.000000000001,64.32394366197184,4.769529773393632,19.5191985647856,-194.0,0.2535211267605634,0.30985915492957744,71,22,0.8181818181818182,207.5909090909091,18.565384615384463,8,14,0.30985915492957744
a=30s | move=12c/180s | hold=25200s | vol off | momentum,30,12.0,180,25200,300,0.0,momentum,4566.9999999999945,4566.9999999999945,64.32394366197175,4.883487163404611,23.063082287892076,-250.00000000000148,0.4507042253521127,0.8450704225352113,71,60,0.5333333333333333,76.11666666666657,5.631845841784966,31,29,0.8450704225352113
a=3s | move=77.5c/75s | hold=14400s | vol off | momentum,3,77.5,75,14400,300,0.0,momentum,4562.000000000002,4562.000000000002,64.25352112676059,5.630496372569108,13.113527015464054,-191.9999999999991,0.2676056338028169,0.29577464788732394,71,21,0.9047619047619048,217.23809523809533,24.760416666666682,8,13,0.29577464788732394
a=15s | move=80c/75s | hold=16200s | vol off | momentum,15,80.0,75,16200,300,0.0,momentum,4560.000000000003,4560.000000000003,64.22535211267609,4.731944063284864,17.44832754459469,-191.0,0.2535211267605634,0.29577464788732394,71,21,0.8571428571428571,217.1428571428573,21.44843049327347,8,13,0.29577464788732394
a=7s | move=77.5c/75s | hold=14400s | vol off | momentum,7,77.5,75,14400,300,0.0,momentum,4555.000000000001,4555.000000000001,64.1549295774648,5.701959638356485,14.848191720710103,-178.99999999999818,0.2676056338028169,0.29577464788732394,71,21,0.9047619047619048,216.90476190476195,26.446927374301826,8,13,0.29577464788732394
a=7s | move=70c/75s | hold=18000s | vol off | momentum,7,70.0,75,18000,300,0.0,momentum,4547.999999999998,4547.999999999998,64.056338028169,5.443792959339872,26.129297813206012,-158.9999999999991,0.23943661971830985,0.30985915492957744,71,22,0.7727272727272727,206.72727272727263,14.576119402985,9,13,0.30985915492957744
