params,delay_s,sigma_multiple,move_window_s,hold_s,vol_window_days,vol_method,signal_mode,bad_hour_rule,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents,run_key,run_label,objective,train_start,train_end,test_start,test_end
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-60.54440000000122,-0.8072586666666829,-0.2218360944010457,-0.4155554389142862,-325.8348000000011,0.38666666666666666,0.8266666666666667,75,62,0.46774193548387094,-0.9765225806451794,0.9633933041339452,31,31,0.8266666666666667,1,3,0.3333333333333333,20.805999999999507,0.34364862811422836,183.31959999999995,3.027853938597067,-243.86400000000117,robust_percent_all,Robust percent-vol: all directions,robust_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-64.29439999999997,-0.8572586666666663,-0.6322905130269685,-0.35251474144049616,-214.82759999999922,0.04,0.10666666666666667,75,8,0.375,-8.036799999999998,0.7399762844187304,5,3,0.10666666666666667,0,3,0.0,0.0,0.0,112.16079999999914,1.7444878558630177,-176.4551999999991,robust_percent_all,Robust percent-vol: all directions,robust_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-91.50079999999846,-1.2200106666666461,-0.7565074956123685,-0.9850196263006342,-229.81280000000143,0.3466666666666667,0.7466666666666667,75,56,0.4642857142857143,-1.6339428571428303,0.8599562148898768,29,27,0.7466666666666667,1,3,0.3333333333333333,109.9624000000033,1.2017643561586908,93.41759999999937,1.0209484507239384,-184.91839999999783,robust_percent_all,Robust percent-vol: all directions,robust_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-258.54439999999875,-3.44725866666665,-0.947221848521557,-1.3109221805252065,-552.9587999999985,0.41333333333333333,0.8266666666666667,75,62,0.5,-4.170070967741915,0.8521537245716628,31,31,0.8266666666666667,0,3,0.0,0.0,0.0,119.15160000000131,0.460855466217802,-377.696,robust_percent_all,Robust percent-vol: all directions,robust_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-175.37640000000064,-2.3383520000000084,-1.2700262061969303,-0.94607943937462,-359.72119999999984,0.09333333333333334,0.2,75,15,0.4666666666666667,-11.691760000000047,0.6093210627897044,9,6,0.2,1,3,0.3333333333333333,4.504800000000028,0.02568646636605616,136.17040000000006,0.776446545829425,-311.5468000000007,robust_percent_all,Robust percent-vol: all directions,robust_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-385.4019999999998,-5.138693333333331,-1.4181608194635966,-1.713198389236658,-505.6344000000008,0.29333333333333333,0.6533333333333333,75,49,0.4489795918367347,-7.865346938775507,0.7586265811004211,27,22,0.6533333333333333,1,3,0.3333333333333333,16.25000000000017,0.042163766664418394,128.29640000000023,0.3328898137529133,-513.6984,robust_percent_all,Robust percent-vol: all directions,robust_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-173.91240000000022,-2.318832000000003,-1.557587760250414,-0.6708792507176056,-234.2323999999998,0.04,0.09333333333333334,75,7,0.42857142857142855,-24.84462857142861,0.4444424567756557,3,4,0.09333333333333334,0,3,0.0,0.0,0.0,66.41319999999978,0.38187731294605615,-240.3256,robust_percent_all,Robust percent-vol: all directions,robust_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-197.5008000000016,-2.633344000000021,-1.6281285577438478,-1.9668830074233759,-314.03400000000175,0.3333333333333333,0.7466666666666667,75,56,0.44642857142857145,-3.5268000000000277,0.7214538610992614,27,29,0.7466666666666667,1,3,0.3333333333333333,53.28679999999958,0.2698054893954817,69.5308000000006,0.3520532575057926,-267.0316000000022,robust_percent_all,Robust percent-vol: all directions,robust_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-395.2403999999999,-5.269871999999999,-1.6388466372880164,-1.392161797125619,-395.2404000000001,0.2,0.37333333333333335,75,28,0.5357142857142857,-14.115728571428567,0.6595597261734254,15,13,0.37333333333333335,1,3,0.3333333333333333,8.655199999999859,0.02189857109748867,93.46480000000008,0.23647582585181096,-488.7052,robust_percent_all,Robust percent-vol: all directions,robust_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-236.62439999999629,-3.1549919999999503,-2.0831385971084466,-2.206436845431636,-235.08959999999692,0.18666666666666668,0.49333333333333335,75,37,0.3783783783783784,-6.395254054053954,0.60017154015074,18,19,0.49333333333333335,0,3,0.0,0.0,0.0,99.41720000000102,0.4201477108869693,-336.0415999999973,robust_percent_all,Robust percent-vol: all directions,robust_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-70.26399999999914,-0.9368533333333219,-2.5657162917507006,-1.62617563322962,-70.26399999999914,0.0,0.02666666666666667,75,2,0.0,-35.13199999999957,0.0,1,1,0.02666666666666667,0,3,0.0,0.0,0.0,0.0,0.0,-70.26399999999914,robust_percent_all,Robust percent-vol: all directions,robust_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-327.9923999999947,-4.37323199999993,-3.736826321367969,-5.36232195339425,-355.4403999999945,0.3333333333333333,0.84,75,63,0.3968253968253968,-5.206228571428488,0.5229620554063369,32,31,0.84,0,3,0.0,0.0,0.0,49.462800000000314,0.15080471376776144,-377.455199999995,robust_percent_all,Robust percent-vol: all directions,robust_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,3.0921430009332265,63.154000000001226,2.3390370370370825,2.8942770870592005,0.0,-14.551199999999746,0.14814814814814814,0.18518518518518517,27,5,0.8,12.630800000000246,5.340123151355009,0,5,0.18518518518518517,1,1,1.0,63.154000000001226,1.0,64.42280000000088,1.0200905722519495,-1.2687999999996507,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,2.988328598328634,77.15399999999914,2.857555555555524,2.732085686655882,2.7926641207126357,-34.182800000000626,0.1111111111111111,0.18518518518518517,27,5,0.6,15.430799999999829,3.2571000620193336,5,0,0.18518518518518517,1,1,1.0,77.15399999999914,1.0,69.43919999999989,0.9000077766544917,7.714799999999258,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,0.9695036673949852,27.167200000000562,1.0061925925926134,1.3240223481217421,5.3413183627067395,-43.67080000000065,0.07407407407407407,0.18518518518518517,27,5,0.4,5.433440000000113,1.6220907333961945,1,4,0.18518518518518517,1,1,1.0,27.167200000000562,1.0,53.428400000000934,1.9666509614535113,-26.261200000000372,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,196.74079999999861,7.286696296296245,5.087282495745545,0.0,-9.571600000000743,0.1111111111111111,0.14814814814814814,27,4,0.75,49.185199999999654,21.554640812399374,4,0,0.14814814814814814,1,1,1.0,196.74079999999861,1.0,87.44560000000057,0.44447110106292737,109.29519999999805,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,77.84159999999912,2.8830222222221895,3.9512476328443333,0.0,0.0,0.07407407407407407,0.07407407407407407,27,2,1.0,38.92079999999956,inf,1,1,0.07407407407407407,1,1,1.0,77.84159999999912,1.0,57.39999999999943,0.7373949148013412,20.44159999999969,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,50.8371999999988,1.8828592592592148,3.210801447841807,0.0,0.0,0.07407407407407407,0.07407407407407407,27,2,1.0,25.4185999999994,inf,1,1,0.07407407407407407,1,1,1.0,50.8371999999988,1.0,48.40359999999909,0.9521295429331322,2.433599999999714,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,17.837199999999687,0.6606370370370255,1.1576686258839493,0.0,-22.596400000000283,0.037037037037037035,0.07407407407407407,27,2,0.5,8.918599999999843,1.7893823794939758,1,1,0.07407407407407407,1,1,1.0,17.837199999999687,1.0,40.43359999999997,2.2668131769560627,-22.596400000000283,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,12.84159999999926,0.47561481481478746,1.0194234897729484,0.0,-19.55840000000017,0.037037037037037035,0.07407407407407407,27,2,0.5,6.42079999999963,1.656577225130762,1,1,0.07407407407407407,1,1,1.0,12.84159999999926,1.0,32.39999999999943,2.5230500872166473,-19.55840000000017,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-23.15839999999926,-0.8577185185184911,-1.7343574779751338,0.0,-37.59999999999943,0.037037037037037035,0.07407407407407407,27,2,0.5,-11.57919999999963,0.3840851063829788,1,1,0.07407407407407407,0,1,0.0,0.0,0.0,14.44160000000017,0.6236009396158901,-37.59999999999943,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-28.162799999999688,-1.043066666666655,-1.7417385645939558,0.0,-45.56639999999997,0.037037037037037035,0.07407407407407407,27,2,0.5,-14.081399999999844,0.38193932371220707,1,1,0.07407407407407407,0,1,0.0,0.0,0.0,17.403600000000285,0.6179641228855255,-45.56639999999997,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-52.832800000000574,-1.9567703703703916,-2.4666596870074704,-1.2208982986420134,-81.16200000000123,0.1111111111111111,0.18518518518518517,27,5,0.6,-10.566560000000115,0.34904511963726714,4,1,0.18518518518518517,0,1,0.0,0.0,0.0,12.445600000000567,0.23556578489121213,-65.27840000000114,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-102.84599999999915,-3.8091111111110796,-3.4658341973349898,-1.7421862954532883,-126.66319999999978,0.07407407407407407,0.18518518518518517,27,5,0.4,-20.56919999999983,0.18803567255525266,0,5,0.18518518518518517,0,1,0.0,0.0,0.0,23.42280000000051,0.22774633918675208,-126.26879999999966,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-61.16279999999881,-2.2652888888888447,-3.4706384573695406,-1.1048361813105891,-61.16279999999881,0.0,0.07407407407407407,27,2,0.0,-30.581399999999405,0.0,1,1,0.07407407407407407,0,1,0.0,0.0,0.0,0.0,0.0,-61.16279999999881,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-88.84600000000121,-3.2905925925926374,-3.7978392506229937,-1.7391920838977748,-89.73400000000144,0.037037037037037035,0.18518518518518517,27,5,0.2,-17.769200000000243,0.09612716033808051,5,0,0.18518518518518517,0,1,0.0,0.0,0.0,9.448799999999745,0.10635031402651347,-98.29480000000096,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-88.15839999999912,-3.265125925925893,-4.037893622531734,-1.9789073700089643,-88.15839999999912,0.0,0.07407407407407407,27,2,0.0,-44.07919999999956,0.0,1,1,0.07407407407407407,0,1,0.0,0.0,0.0,0.0,0.0,-88.15839999999912,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-217.2591999999986,-8.046637037036986,-5.274865458165672,-7.414257261432975,-217.2591999999986,0.037037037037037035,0.14814814814814814,27,4,0.25,-54.31479999999965,0.019975857918984787,0,4,0.14814814814814814,0,1,0.0,0.0,0.0,4.428400000000739,0.02038302635746043,-221.68759999999935,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,4.219795651250816,192.3191999999997,3.7709647058823474,3.3060303967015034,0.0,-39.45879999999974,0.0784313725490196,0.09803921568627451,51,5,0.8,38.46383999999994,5.873924194349425,3,2,0.09803921568627451,2,2,1.0,114.47760000000059,0.5952479003656461,77.48399999999971,0.4028926909013756,114.8352,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,3.8419495191153903,230.77119999999906,4.52492549019606,3.0467474648694552,3.203905945999046,-100.71719999999914,0.19607843137254902,0.29411764705882354,51,15,0.6666666666666666,15.384746666666604,2.401508084577092,10,5,0.29411764705882354,2,2,1.0,196.74079999999861,0.8525361916911617,87.44560000000057,0.37892769981696556,143.32559999999847,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,3.4604312320408592,191.06239999999934,3.746321568627438,2.6628901661825886,3.71382100837577,-52.57679999999999,0.11764705882352941,0.17647058823529413,51,9,0.6666666666666666,21.229155555555483,2.624989793974342,5,4,0.17647058823529413,2,2,1.0,140.22520000000054,0.7339235768000455,84.48119999999975,0.44216549148341083,106.5811999999996,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,2.6527207981378185,44.31919999999932,0.8690039215686142,2.1440946005530304,1.0812912724268873,-19.55840000000017,0.058823529411764705,0.09803921568627451,51,5,0.6,8.863839999999863,3.1029875109134997,3,2,0.09803921568627451,2,2,1.0,31.477600000000056,0.7102474773913008,32.39999999999943,0.7310601274391219,11.91919999999989,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,1.806472704269426,233.28920000000127,4.574298039215711,1.9954889140896794,2.867057680860448,-207.521599999999,0.27450980392156865,0.49019607843137253,51,25,0.56,9.33156800000005,1.6685569391570692,10,15,0.49019607843137253,1,2,0.5,336.13520000000045,1.440851955426992,139.41840000000087,0.5976204642135174,93.8708000000004,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-3.2584891350107448,15.289200000000626,0.2997882352941299,0.28513356251682215,0.23052368713613783,-123.23400000000166,0.29411764705882354,0.49019607843137253,51,25,0.6,0.6115680000000251,1.0815559709135574,10,15,0.49019607843137253,1,2,0.5,63.154000000001226,4.130628155822322,64.42280000000088,4.213614839232807,-49.13360000000025,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,32.54520000000014,0.6381411764705911,2.222875720904358,0.0,0.0,0.0196078431372549,0.0196078431372549,51,1,1.0,32.54520000000014,inf,1,0,0.0196078431372549,1,2,0.5,32.54520000000014,1.0,32.54520000000014,1.0,0.0,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,24.545199999999603,0.4812784313725412,2.2228757209041987,0.0,0.0,0.0196078431372549,0.0196078431372549,51,1,1.0,24.545199999999603,inf,0,1,0.0196078431372549,1,2,0.5,24.545199999999603,1.0,24.545199999999603,1.0,0.0,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-23.029200000000998,-0.45155294117649014,-0.5455910345555975,-0.5550275642056486,-63.46280000000097,0.0784313725490196,0.21568627450980393,51,11,0.36363636363636365,-2.093563636363727,0.8492963866522762,4,7,0.21568627450980393,1,2,0.5,17.837199999999687,0.7745470967293225,40.43359999999997,1.7557535650390903,-63.46280000000097,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-33.02919999999901,-0.6476313725490002,-0.7800049633070003,-1.833974333511087,-81.05879999999912,0.13725490196078433,0.21568627450980393,51,11,0.6363636363636364,-3.002654545454455,0.780124885166892,7,4,0.21568627450980393,0,2,0.0,0.0,0.0,43.548400000000086,1.3184818282005435,-76.5775999999991,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-50.03239999999808,-0.9810274509803545,-0.8539871828732524,-0.7328882298046785,-185.04159999999973,0.19607843137254902,0.39215686274509803,51,20,0.5,-2.501619999999904,0.7994497257447273,7,13,0.39215686274509803,1,2,0.5,27.167200000000562,0.5429921410926041,53.428400000000934,1.0678760163414704,-103.46079999999901,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-52.032400000001935,-1.0202431372549399,-0.8873496115094184,-0.9552945645673848,-155.37720000000087,0.17647058823529413,0.39215686274509803,51,20,0.45,-2.6016200000000973,0.7944212214838201,13,7,0.39215686274509803,1,2,0.5,0.800399999998632,0.01538272307252024,64.46279999999946,1.2388973024499554,-116.4952000000014,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-29.4547999999996,-0.5775450980392078,-2.222875720904306,0.0,-29.4547999999996,0.0,0.0196078431372549,51,1,0.0,-29.4547999999996,0.0,1,0,0.0196078431372549,0,2,0.0,0.0,0.0,0.0,0.0,-29.4547999999996,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-37.45480000000014,-0.7344078431372577,-2.2228757209044216,0.0,-37.45480000000014,0.0,0.0196078431372549,51,1,0.0,-37.45480000000014,0.0,0,1,0.0196078431372549,0,2,0.0,0.0,0.0,0.0,0.0,-37.45480000000014,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-142.7108000000006,-2.7982509803921687,-2.622409112731315,-2.7083482609320395,-155.18280000000118,0.13725490196078433,0.49019607843137253,51,25,0.28,-5.708432000000025,0.49736409077333055,15,10,0.49019607843137253,0,2,0.0,0.0,0.0,65.46120000000069,0.4586982905288206,-208.17200000000128,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
