selected_params,backtest_start,backtest_end,selection_rule,delay_s,sigma_multiple,move_window_s,hold_s,vol_window_days,vol_method,signal_mode,bad_hour_rule,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,2025-11-01,2026-03-26,"Best fixed percent-to-dollar candidate by Sharpe, then PnL",120,0.75,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,2564.411200000002,21.19348099173555,2.36868447950197,2.2468103753292428,-469.45919999999967,0.1487603305785124,0.2231404958677686,121,27,0.6666666666666666,94.97819259259268,2.8707061994483345,12,15,0.2231404958677686
