params,delay_s,rarity_percentile,move_window_s,hold_s,signal_mode,bad_hour_rule,trend_filter,vol_filter,time_bucket,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents,cluster_neighbors,cluster_positive_neighbors,cluster_positive_rate,rare_stability_score,run_key,run_label,objective,train_start,train_end,test_start,test_end
a=120s | move>97.5th percentile of recent 900s moves | hold=7200s | reversal | trend=down | vol=any | time=any | exit_by_midnight,120,97.5,900,7200,reversal,exit_by_midnight,down,any,any,1.1887958234016944,61.19480000000207,2.2664740740741505,1.3266735571228323,1.2910530380937244,-75.04079999999887,0.18518518518518517,0.37037037037037035,27,10,0.5,6.119480000000207,1.4297447997865214,6,4,0.37037037037037035,1,1,1.0,61.19480000000206,0.9999999999999999,89.49560000000017,1.462470667442285,-28.300799999998098,11,6,0.5454545454545454,4.406977641583513,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>95th percentile of recent 1800s moves | hold=3600s | reversal | trend=down | vol=any | time=any | exit_by_midnight,120,95.0,1800,3600,reversal,exit_by_midnight,down,any,any,2.4540594531192372,114.17600000000076,4.2287407407407684,1.9888208726259586,4.06544257711873,-82.48280000000001,0.25925925925925924,0.37037037037037035,27,10,0.7,11.417600000000077,1.5963114925335666,8,2,0.37037037037037035,1,1,1.0,114.17600000000077,1.0000000000000002,63.58639999999966,0.5569156390134462,50.5896000000011,7,3,0.42857142857142855,4.296916595976381,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>95th percentile of recent 1800s moves | hold=7200s | reversal | trend=down | vol=any | time=any | exit_by_midnight,120,95.0,1800,7200,reversal,exit_by_midnight,down,any,any,2.4540594531192372,114.17600000000076,4.2287407407407684,1.9888208726259586,4.06544257711873,-82.48280000000001,0.25925925925925924,0.37037037037037035,27,10,0.7,11.417600000000077,1.5963114925335666,8,2,0.37037037037037035,1,1,1.0,114.17600000000077,1.0000000000000002,63.58639999999966,0.5569156390134462,50.5896000000011,7,3,0.42857142857142855,4.296916595976381,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>99th percentile of recent 1800s moves | hold=3600s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,99.0,1800,3600,continuation,exit_by_midnight,up,any,any,1.6849656579467454,103.18239999999827,3.8215703703703063,1.5998075674196923,1.3009820523618345,-110.53920000000053,0.1111111111111111,0.18518518518518517,27,5,0.6,20.636479999999647,1.665123042967033,1,4,0.18518518518518517,1,1,1.0,103.18239999999824,0.9999999999999998,107.46280000000014,1.0414838189458857,-4.280400000001876,7,4,0.5714285714285714,4.142108515089602,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>99th percentile of recent 1800s moves | hold=7200s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,99.0,1800,7200,continuation,exit_by_midnight,up,any,any,1.6849656579467454,103.18239999999827,3.8215703703703063,1.5998075674196923,1.3009820523618345,-110.53920000000053,0.1111111111111111,0.18518518518518517,27,5,0.6,20.636479999999647,1.665123042967033,1,4,0.18518518518518517,1,1,1.0,103.18239999999824,0.9999999999999998,107.46280000000014,1.0414838189458857,-4.280400000001876,7,4,0.5714285714285714,4.142108515089602,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>97.5th percentile of recent 900s moves | hold=3600s | continuation | trend=up | vol=any | time=late | exit_by_midnight,120,97.5,900,3600,continuation,exit_by_midnight,up,any,late,2.4348429373904876,118.25360000000006,4.379762962962965,2.265441633748824,5.546495724748071,-79.22600000000091,0.18518518518518517,0.2962962962962963,27,8,0.625,14.781700000000008,1.8640302551167862,2,6,0.2962962962962963,1,1,1.0,118.25360000000006,1.0,114.46000000000016,0.9679197927166708,3.7935999999998984,11,3,0.2727272727272727,4.043933846481397,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>97.5th percentile of recent 900s moves | hold=7200s | continuation | trend=up | vol=any | time=late | exit_by_midnight,120,97.5,900,7200,continuation,exit_by_midnight,up,any,late,2.4348429373904876,118.25360000000006,4.379762962962965,2.265441633748824,5.546495724748071,-79.22600000000091,0.18518518518518517,0.2962962962962963,27,8,0.625,14.781700000000008,1.8640302551167862,2,6,0.2962962962962963,1,1,1.0,118.25360000000006,1.0,114.46000000000016,0.9679197927166708,3.7935999999998984,11,3,0.2727272727272727,4.043933846481397,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>97.5th percentile of recent 900s moves | hold=3600s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,97.5,900,3600,continuation,exit_by_midnight,up,any,any,-0.862545932421148,33.27559999999917,1.232429629629599,0.4279916977126915,0.6964638986371644,-133.2900000000001,0.14814814814814814,0.2962962962962963,27,8,0.5,4.159449999999898,1.110764335026523,3,5,0.2962962962962963,1,1,1.0,33.2755999999992,1.0000000000000009,114.46000000000016,3.439757660267674,-81.18440000000099,11,8,0.7272727272727273,3.428363158487943,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>97.5th percentile of recent 900s moves | hold=7200s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,97.5,900,7200,continuation,exit_by_midnight,up,any,any,-0.862545932421148,33.27559999999917,1.232429629629599,0.4279916977126915,0.6964638986371644,-133.2900000000001,0.14814814814814814,0.2962962962962963,27,8,0.5,4.159449999999898,1.110764335026523,3,5,0.2962962962962963,1,1,1.0,33.2755999999992,1.0000000000000009,114.46000000000016,3.439757660267674,-81.18440000000099,11,8,0.7272727272727273,3.428363158487943,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>95th percentile of recent 900s moves | hold=3600s | continuation | trend=any | vol=any | time=any | exit_by_midnight,120,95.0,900,3600,continuation,exit_by_midnight,any,any,any,2.80412570681562,274.92399999999594,10.18237037037022,2.4240514692343367,5.726654036450127,-133.22880000000006,0.4074074074074074,0.8148148148148148,27,22,0.5,12.49654545454527,1.5178919924950711,9,13,0.8148148148148148,1,1,1.0,274.92399999999594,1.0,199.4259999999996,0.7253859248374188,75.49799999999635,7,1,0.14285714285714285,3.418411421101334,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>95th percentile of recent 900s moves | hold=7200s | continuation | trend=any | vol=any | time=any | exit_by_midnight,120,95.0,900,7200,continuation,exit_by_midnight,any,any,any,2.80412570681562,274.92399999999594,10.18237037037022,2.4240514692343367,5.726654036450127,-133.22880000000006,0.4074074074074074,0.8148148148148148,27,22,0.5,12.49654545454527,1.5178919924950711,9,13,0.8148148148148148,1,1,1.0,274.92399999999594,1.0,199.4259999999996,0.7253859248374188,75.49799999999635,7,1,0.14285714285714285,3.418411421101334,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>95th percentile of recent 1800s moves | hold=3600s | reversal | trend=up | vol=any | time=mid | exit_by_midnight,120,95.0,1800,3600,reversal,exit_by_midnight,up,any,mid,2.5181689067204305,160.80840000000063,5.95586666666669,2.325321111766432,3.7244931708909346,-115.78719999999983,0.14814814814814814,0.25925925925925924,27,7,0.5714285714285714,22.97262857142866,2.006091289256142,4,3,0.25925925925925924,1,1,1.0,160.80840000000063,1.0,144.4391999999999,0.8982068100920059,16.369200000000745,7,1,0.14285714285714285,3.132454621006145,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>95th percentile of recent 1800s moves | hold=7200s | reversal | trend=up | vol=any | time=mid | exit_by_midnight,120,95.0,1800,7200,reversal,exit_by_midnight,up,any,mid,2.5181689067204305,160.80840000000063,5.95586666666669,2.325321111766432,3.7244931708909346,-115.78719999999983,0.14814814814814814,0.25925925925925924,27,7,0.5714285714285714,22.97262857142866,2.006091289256142,4,3,0.25925925925925924,1,1,1.0,160.80840000000063,1.0,144.4391999999999,0.8982068100920059,16.369200000000745,7,1,0.14285714285714285,3.132454621006145,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>99th percentile of recent 1800s moves | hold=3600s | reversal | trend=down | vol=any | time=late | exit_by_midnight,120,99.0,1800,3600,reversal,exit_by_midnight,down,any,late,5.78512526133634,296.99159999999745,5.823364705882303,4.648181261336346,37.25333847808407,-40.076000000000846,0.17647058823529413,0.23529411764705882,51,12,0.75,24.749299999999792,5.674942230561251,9,3,0.23529411764705882,2,2,1.0,173.16599999999886,0.5830669958342268,83.48159999999994,0.28109077832504575,213.5099999999975,7,5,0.7142857142857143,8.856553832764911,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 1800s moves | hold=7200s | reversal | trend=down | vol=any | time=late | exit_by_midnight,120,99.0,1800,7200,reversal,exit_by_midnight,down,any,late,5.78512526133634,296.99159999999745,5.823364705882303,4.648181261336346,37.25333847808407,-40.076000000000846,0.17647058823529413,0.23529411764705882,51,12,0.75,24.749299999999792,5.674942230561251,9,3,0.23529411764705882,2,2,1.0,173.16599999999886,0.5830669958342268,83.48159999999994,0.28109077832504575,213.5099999999975,7,5,0.7142857142857143,8.856553832764911,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 900s moves | hold=3600s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,99.0,900,3600,continuation,exit_by_midnight,up,any,any,4.249287129591415,306.7479999999983,6.014666666666633,3.1890612060528807,5.413309853720638,-55.63760000000011,0.11764705882352941,0.17647058823529413,51,9,0.6666666666666666,34.083111111110924,3.2755043603917193,2,7,0.17647058823529413,2,2,1.0,168.4499999999989,0.5491478347047083,116.42760000000048,0.3795545529229241,190.3203999999978,7,7,1.0,8.549287129591415,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 900s moves | hold=7200s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,99.0,900,7200,continuation,exit_by_midnight,up,any,any,4.249287129591415,306.7479999999983,6.014666666666633,3.1890612060528807,5.413309853720638,-55.63760000000011,0.11764705882352941,0.17647058823529413,51,9,0.6666666666666666,34.083111111110924,3.2755043603917193,2,7,0.17647058823529413,2,2,1.0,168.4499999999989,0.5491478347047083,116.42760000000048,0.3795545529229241,190.3203999999978,7,7,1.0,8.549287129591415,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 1800s moves | hold=3600s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,97.5,1800,3600,continuation,exit_by_midnight,up,any,any,3.295974478424143,274.4724000000026,5.381811764705933,2.4322508525598225,2.772589293204135,-116.68319999999892,0.1568627450980392,0.2549019607843137,51,13,0.6153846153846154,21.113261538461742,2.005727912433883,4,9,0.2549019607843137,2,2,1.0,191.29000000000116,0.6969371055158892,116.45920000000048,0.4243020427554806,158.01320000000214,11,9,0.8181818181818182,8.12324720569687,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 1800s moves | hold=7200s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,97.5,1800,7200,continuation,exit_by_midnight,up,any,any,3.295974478424143,274.4724000000026,5.381811764705933,2.4322508525598225,2.772589293204135,-116.68319999999892,0.1568627450980392,0.2549019607843137,51,13,0.6153846153846154,21.113261538461742,2.005727912433883,4,9,0.2549019607843137,2,2,1.0,191.29000000000116,0.6969371055158892,116.45920000000048,0.4243020427554806,158.01320000000214,11,9,0.8181818181818182,8.12324720569687,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>95th percentile of recent 900s moves | hold=3600s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,95.0,900,3600,continuation,exit_by_midnight,up,any,any,4.218038611727272,458.2611999999956,8.98551372549011,3.153983204799705,3.7424024187699882,-141.11280000000133,0.17647058823529413,0.29411764705882354,51,15,0.6,30.550746666666377,2.6942842734331856,8,7,0.29411764705882354,2,2,1.0,293.2067999999972,0.6398246240353755,199.4259999999996,0.43517976210947273,258.835199999996,7,5,0.7142857142857143,7.2894671831558435,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>95th percentile of recent 900s moves | hold=7200s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,95.0,900,7200,continuation,exit_by_midnight,up,any,any,4.218038611727272,458.2611999999956,8.98551372549011,3.153983204799705,3.7424024187699882,-141.11280000000133,0.17647058823529413,0.29411764705882354,51,15,0.6,30.550746666666377,2.6942842734331856,8,7,0.29411764705882354,2,2,1.0,293.2067999999972,0.6398246240353755,199.4259999999996,0.43517976210947273,258.835199999996,7,5,0.7142857142857143,7.2894671831558435,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 1800s moves | hold=3600s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,99.0,1800,3600,continuation,exit_by_midnight,up,any,any,2.797195211669496,193.0867999999985,3.7860156862744803,2.0897622958832343,1.2888781261212765,-110.53920000000053,0.09803921568627451,0.13725490196078433,51,7,0.7142857142857143,27.583828571428363,2.2446549021225386,1,6,0.13725490196078433,2,2,1.0,103.18239999999824,0.534383500063179,107.46280000000014,0.5565517684274688,85.62399999999836,7,7,1.0,7.097195211669496,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 1800s moves | hold=7200s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,99.0,1800,7200,continuation,exit_by_midnight,up,any,any,2.797195211669496,193.0867999999985,3.7860156862744803,2.0897622958832343,1.2888781261212765,-110.53920000000053,0.09803921568627451,0.13725490196078433,51,7,0.7142857142857143,27.583828571428363,2.2446549021225386,1,6,0.13725490196078433,2,2,1.0,103.18239999999824,0.534383500063179,107.46280000000014,0.5565517684274688,85.62399999999836,7,7,1.0,7.097195211669496,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 1800s moves | hold=3600s | reversal | trend=down | vol=any | time=any | exit_by_midnight,120,99.0,1800,3600,reversal,exit_by_midnight,down,any,any,4.5790899382335075,277.41279999999875,5.439466666666642,3.51934953823351,5.049283403772076,-78.12199999999967,0.17647058823529413,0.2549019607843137,51,13,0.6923076923076923,21.33944615384606,2.8864432597105614,8,5,0.2549019607843137,2,2,1.0,158.2251999999998,0.5703601275788303,83.48159999999994,0.3009291568377534,193.9311999999988,7,3,0.42857142857142855,6.42194708109065,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 1800s moves | hold=7200s | reversal | trend=down | vol=any | time=any | exit_by_midnight,120,99.0,1800,7200,reversal,exit_by_midnight,down,any,any,4.5790899382335075,277.41279999999875,5.439466666666642,3.51934953823351,5.049283403772076,-78.12199999999967,0.17647058823529413,0.2549019607843137,51,13,0.6923076923076923,21.33944615384606,2.8864432597105614,8,5,0.2549019607843137,2,2,1.0,158.2251999999998,0.5703601275788303,83.48159999999994,0.3009291568377534,193.9311999999988,7,3,0.42857142857142855,6.42194708109065,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 900s moves | hold=3600s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,97.5,900,3600,continuation,exit_by_midnight,up,any,any,1.327177190001847,132.33959999999794,2.5948941176470184,1.0522431303601512,1.0835378941608547,-179.0976000000009,0.13725490196078433,0.29411764705882354,51,15,0.4666666666666667,8.822639999999863,1.3370517636056247,7,8,0.29411764705882354,2,2,1.0,99.06399999999874,0.7485590103037963,114.46000000000016,0.8648960704128011,17.87959999999778,11,9,0.8181818181818182,6.154449917274575,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 900s moves | hold=7200s | continuation | trend=up | vol=any | time=any | exit_by_midnight,120,97.5,900,7200,continuation,exit_by_midnight,up,any,any,1.327177190001847,132.33959999999794,2.5948941176470184,1.0522431303601512,1.0835378941608547,-179.0976000000009,0.13725490196078433,0.29411764705882354,51,15,0.4666666666666667,8.822639999999863,1.3370517636056247,7,8,0.29411764705882354,2,2,1.0,99.06399999999874,0.7485590103037963,114.46000000000016,0.8648960704128011,17.87959999999778,11,9,0.8181818181818182,6.154449917274575,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 900s moves | hold=3600s | reversal | trend=down | vol=any | time=late | exit_by_midnight,120,99.0,900,3600,reversal,exit_by_midnight,down,any,late,3.059203059001807,103.90000000000147,2.037254901960813,2.89844602608553,6.140015585719984,-27.070799999999892,0.17647058823529413,0.27450980392156865,51,14,0.6428571428571429,7.4214285714286765,2.496436780947004,10,4,0.27450980392156865,1,2,0.5,110.64120000000011,1.0648816169393507,49.547200000000316,0.47687391722810024,54.35280000000115,7,5,0.7142857142857143,6.130631630430378,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 900s moves | hold=7200s | reversal | trend=down | vol=any | time=late | exit_by_midnight,120,99.0,900,7200,reversal,exit_by_midnight,down,any,late,3.059203059001807,103.90000000000147,2.037254901960813,2.89844602608553,6.140015585719984,-27.070799999999892,0.17647058823529413,0.27450980392156865,51,14,0.6428571428571429,7.4214285714286765,2.496436780947004,10,4,0.27450980392156865,1,2,0.5,110.64120000000011,1.0648816169393507,49.547200000000316,0.47687391722810024,54.35280000000115,7,5,0.7142857142857143,6.130631630430378,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 900s moves | hold=3600s | continuation | trend=up | vol=any | time=late | exit_by_midnight,120,99.0,900,3600,continuation,exit_by_midnight,up,any,late,2.8929382642354753,191.33360000000116,3.751639215686297,2.23942216993818,3.5726160123907467,-55.63760000000011,0.09803921568627451,0.1568627450980392,51,8,0.625,23.91670000000014,2.4626251383631113,1,7,0.1568627450980392,2,2,1.0,138.29799999999938,0.7228108392880213,116.42760000000048,0.6085057721173897,74.90600000000067,7,5,0.7142857142857143,5.9643668356640465,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 900s moves | hold=7200s | continuation | trend=up | vol=any | time=late | exit_by_midnight,120,99.0,900,7200,continuation,exit_by_midnight,up,any,late,2.8929382642354753,191.33360000000116,3.751639215686297,2.23942216993818,3.5726160123907467,-55.63760000000011,0.09803921568627451,0.1568627450980392,51,8,0.625,23.91670000000014,2.4626251383631113,1,7,0.1568627450980392,2,2,1.0,138.29799999999938,0.7228108392880213,116.42760000000048,0.6085057721173897,74.90600000000067,7,5,0.7142857142857143,5.9643668356640465,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 900s moves | hold=3600s | continuation | trend=up | vol=any | time=late | exit_by_midnight,120,97.5,900,3600,continuation,exit_by_midnight,up,any,late,1.9546309399361728,155.33599999999979,3.0458039215686235,1.5180669920348513,1.9212344177958973,-121.12279999999966,0.13725490196078433,0.29411764705882354,51,15,0.4666666666666667,10.355733333333317,1.5438052081174414,5,10,0.29411764705882354,2,2,1.0,118.25360000000006,0.7612762012669325,114.46000000000016,0.7368543029304239,40.87599999999962,11,7,0.6363636363636364,5.709176394481627,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 900s moves | hold=7200s | continuation | trend=up | vol=any | time=late | exit_by_midnight,120,97.5,900,7200,continuation,exit_by_midnight,up,any,late,1.9546309399361728,155.33599999999979,3.0458039215686235,1.5180669920348513,1.9212344177958973,-121.12279999999966,0.13725490196078433,0.29411764705882354,51,15,0.4666666666666667,10.355733333333317,1.5438052081174414,5,10,0.29411764705882354,2,2,1.0,118.25360000000006,0.7612762012669325,114.46000000000016,0.7368543029304239,40.87599999999962,11,7,0.6363636363636364,5.709176394481627,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 900s moves | hold=3600s | reversal | trend=down | vol=any | time=late | exit_by_midnight,120,97.5,900,3600,reversal,exit_by_midnight,down,any,late,2.684703186581757,197.78440000000253,3.878125490196128,2.1645171816956177,3.1470445830207625,-144.72840000000002,0.21568627450980393,0.39215686274509803,51,20,0.55,9.889220000000126,1.8964821405584595,11,9,0.39215686274509803,2,2,1.0,128.1648000000008,0.6480025724981301,139.49920000000017,0.7053094177296004,58.28520000000236,11,5,0.45454545454545453,5.366521368399939,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 900s moves | hold=7200s | reversal | trend=down | vol=any | time=late | exit_by_midnight,120,97.5,900,7200,reversal,exit_by_midnight,down,any,late,2.684703186581757,197.78440000000253,3.878125490196128,2.1645171816956177,3.1470445830207625,-144.72840000000002,0.21568627450980393,0.39215686274509803,51,20,0.55,9.889220000000126,1.8964821405584595,11,9,0.39215686274509803,2,2,1.0,128.1648000000008,0.6480025724981301,139.49920000000017,0.7053094177296004,58.28520000000236,11,5,0.45454545454545453,5.366521368399939,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 1800s moves | hold=3600s | reversal | trend=down | vol=any | time=any | exit_by_midnight,120,97.5,1800,3600,reversal,exit_by_midnight,down,any,any,3.552281649382342,215.37440000000095,4.22302745098041,2.6946629817865646,3.061924108300541,-127.63520000000031,0.23529411764705882,0.37254901960784315,51,19,0.631578947368421,11.335494736842156,1.9993837792890417,12,7,0.37254901960784315,2,2,1.0,137.21080000000117,0.6370803586684424,81.44200000000033,0.3781415061400054,133.9324000000006,11,3,0.2727272727272727,5.161372558473251,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 1800s moves | hold=7200s | reversal | trend=down | vol=any | time=any | exit_by_midnight,120,97.5,1800,7200,reversal,exit_by_midnight,down,any,any,3.552281649382342,215.37440000000095,4.22302745098041,2.6946629817865646,3.061924108300541,-127.63520000000031,0.23529411764705882,0.37254901960784315,51,19,0.631578947368421,11.335494736842156,1.9993837792890417,12,7,0.37254901960784315,2,2,1.0,137.21080000000117,0.6370803586684424,81.44200000000033,0.3781415061400054,133.9324000000006,11,3,0.2727272727272727,5.161372558473251,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 900s moves | hold=3600s | continuation | trend=any | vol=any | time=mid | exit_by_midnight,120,99.0,900,3600,continuation,exit_by_midnight,any,any,mid,4.519489048401069,227.39839999999825,4.458792156862711,3.5994191712121415,2.504845446191558,-54.58960000000102,0.11764705882352941,0.1568627450980392,51,8,0.75,28.42479999999978,4.285306457391691,4,4,0.1568627450980392,2,2,1.0,153.76440000000076,0.6761894542793703,87.41639999999914,0.3844195913427703,139.98199999999912,7,1,0.14285714285714285,5.133774762686784,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 900s moves | hold=7200s | continuation | trend=any | vol=any | time=mid | exit_by_midnight,120,99.0,900,7200,continuation,exit_by_midnight,any,any,mid,4.519489048401069,227.39839999999825,4.458792156862711,3.5994191712121415,2.504845446191558,-54.58960000000102,0.11764705882352941,0.1568627450980392,51,8,0.75,28.42479999999978,4.285306457391691,4,4,0.1568627450980392,2,2,1.0,153.76440000000076,0.6761894542793703,87.41639999999914,0.3844195913427703,139.98199999999912,7,1,0.14285714285714285,5.133774762686784,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 900s moves | hold=3600s | continuation | trend=any | vol=any | time=any | exit_by_midnight,120,99.0,900,3600,continuation,exit_by_midnight,any,any,any,4.164445934683035,359.2627999999959,7.0443686274509,3.107487002281252,6.1125161370943,-123.85480000000108,0.29411764705882354,0.5294117647058824,51,27,0.5555555555555556,13.306029629629476,1.9772486663104807,9,18,0.5294117647058824,2,2,1.0,254.97359999999912,0.7097133351964134,116.42760000000048,0.32407363077947904,242.83519999999538,7,1,0.14285714285714285,4.7787316489687495,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 900s moves | hold=7200s | continuation | trend=any | vol=any | time=any | exit_by_midnight,120,99.0,900,7200,continuation,exit_by_midnight,any,any,any,4.164445934683035,359.2627999999959,7.0443686274509,3.107487002281252,6.1125161370943,-123.85480000000108,0.29411764705882354,0.5294117647058824,51,27,0.5555555555555556,13.306029629629476,1.9772486663104807,9,18,0.5294117647058824,2,2,1.0,254.97359999999912,0.7097133351964134,116.42760000000048,0.32407363077947904,242.83519999999538,7,1,0.14285714285714285,4.7787316489687495,regime_rare_move_wf,Regime-gated rare move walk-forward,regime_rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
