params,delay_s,sigma_multiple,move_window_s,hold_s,vol_window_days,vol_method,signal_mode,bad_hour_rule,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents,removed_top_win_cents,deflated_total_pnl_cents,deflated_daily_sharpe,deflated_max_drawdown_cents,deflated_trades,deflated_win_rate,deflated_profit_factor,cluster_neighbors,cluster_positive_neighbors,cluster_positive_rate,anti_overfit_score,run_key,run_label,objective,train_start,train_end,test_start,test_end
a=120s | move=0.7x percent_to_dollar sigma (63D)/2400s | hold=21600s | reversal | exit_by_midnight,120,0.7,2400,21600,63,percent_to_dollar,reversal,exit_by_midnight,5.1290753175309955,396.1679999999994,7.767999999999988,4.503415567423429,0.0,-51.46360000000021,0.11764705882352941,0.13725490196078433,51,7,0.8571428571428571,56.59542857142848,8.698023457356056,4,3,0.13725490196078433,2,2,1.0,219.9055999999997,0.5550816825185276,98.4355999999998,0.24846933624119047,297.7323999999996,98.4355999999998,297.7323999999996,3.8388853794198923,-51.46360000000021,6,0.8333333333333334,6.785300678537678,53,53,1.0,24.929075317530994,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/1200s | hold=14400s | reversal | exit_by_midnight,120,0.55,1200,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.4929156924731544,193.74520000000035,3.798925490196085,3.5365536349544846,0.0,-31.45559999999992,0.09803921568627451,0.11764705882352941,51,6,0.8333333333333334,32.29086666666672,7.159322982235078,4,2,0.11764705882352941,2,2,1.0,127.89560000000026,0.6601226765876007,85.48079999999955,0.441202156234061,108.2644000000008,85.48079999999955,108.26440000000079,2.7088361170893993,-31.45559999999992,5,0.8,4.44181640153094,80,58,0.725,24.69916569247315,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=180s | move=0.55x percent_to_dollar sigma (63D)/1200s | hold=14400s | reversal | exit_by_midnight,180,0.55,1200,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.0902773919527537,187.73759999999797,3.6811294117646662,3.2322656081610455,0.0,-41.45960000000005,0.09803921568627451,0.11764705882352941,51,6,0.8333333333333334,31.289599999999663,5.528205771401368,4,2,0.11764705882352941,2,2,1.0,124.8967999999987,0.665273232426536,81.48239999999963,0.43402280629985956,106.25519999999834,81.48239999999963,106.25519999999834,2.3186986209975537,-41.45960000000005,5,0.8,3.562861194994516,80,57,0.7125,23.930902391952753,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=180s | move=0.7x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,180,0.7,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,4.107205877175947,210.3248000000004,4.124015686274518,3.906481294368559,0.0,-14.44879999999975,0.0784313725490196,0.09803921568627451,51,5,0.8,42.064960000000085,15.556558330102748,3,2,0.09803921568627451,2,2,1.0,130.48800000000097,0.6204118582307018,72.486,0.3446383878648636,137.8388000000004,72.486,137.8388000000004,3.1487859708489716,-14.44879999999975,4,0.75,10.539809534355262,53,53,1.0,23.907205877175944,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=90s | move=0.7x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,90,0.7,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,3.8583369120147024,211.32599999999877,4.143647058823506,3.734606064618352,0.0,-26.453600000000193,0.0784313725490196,0.09803921568627451,51,5,0.8,42.26519999999976,8.988553542806583,3,2,0.09803921568627451,2,2,1.0,127.47880000000015,0.6032329197543175,82.48200000000014,0.390306919167545,128.84399999999863,82.48200000000014,128.84399999999863,2.947257391206102,-26.453600000000193,4,0.75,5.870565820908754,53,53,1.0,23.6583369120147,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=90s | move=0.7x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,90,0.7,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,2.7278748942962014,74.32599999999974,1.4573725490196028,3.1005738207579228,0.0,-9.55440000000003,0.0784313725490196,0.09803921568627451,51,5,0.8,14.865199999999948,8.77924307125416,3,2,0.09803921568627451,2,2,1.0,48.47880000000023,0.6522455130102575,38.54639999999966,0.5186125985523208,35.77960000000008,38.54639999999966,35.77960000000009,2.119013677968135,-9.55440000000003,4,0.75,4.744829607300849,80,57,0.7125,23.568499894296203,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move=0.7x percent_to_dollar sigma (63D)/1800s | hold=14400s | reversal | exit_by_midnight,60,0.7,1800,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.591039487203742,204.32759999999874,4.00642352941174,3.556789981972963,0.0,-30.455200000000104,0.0784313725490196,0.09803921568627451,51,5,0.8,40.865519999999755,7.709120281593629,3,2,0.09803921568627451,2,2,1.0,128.48039999999924,0.6287961097766529,81.48239999999963,0.3987831306196526,122.84519999999911,81.48239999999963,122.84519999999911,2.721488717500973,-30.45520000000012,4,0.75,5.033636291995903,53,53,1.0,23.391039487203738,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=180s | move=0.65x percent_to_dollar sigma (63D)/2400s | hold=21600s | reversal | exit_by_midnight,180,0.65,2400,21600,63,percent_to_dollar,reversal,exit_by_midnight,4.309783836219086,267.18359999999876,5.2388941176470345,4.022134647788011,0.0,-13.448399999999936,0.11764705882352941,0.13725490196078433,51,7,0.8571428571428571,38.169085714285536,20.867315070936247,4,3,0.13725490196078433,2,2,1.0,171.25719999999922,0.6409719758248635,97.4359999999993,0.3646780715582833,169.74759999999947,97.4359999999993,169.74759999999944,3.3129745717564467,-13.448399999999936,6,0.8333333333333334,13.622140923826368,53,51,0.9622641509433962,23.362614024898328,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=90s | move=0.65x percent_to_dollar sigma (63D)/2400s | hold=21600s | reversal | exit_by_midnight,90,0.65,2400,21600,63,percent_to_dollar,reversal,exit_by_midnight,4.152234344181692,263.190400000001,5.160596078431392,3.931648804584472,0.0,-24.45279999999991,0.11764705882352941,0.13725490196078433,51,7,0.8571428571428571,37.598628571428705,11.763200942222994,4,3,0.13725490196078433,2,2,1.0,174.27000000000072,0.6621442119469406,99.43440000000031,0.3778040536432937,163.75600000000065,99.43440000000031,163.75600000000063,3.204136343374367,-24.452799999999883,6,0.8333333333333334,7.6968199960738115,53,51,0.9622641509433962,23.205064532860938,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=90s | move=0.6x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,90,0.6,900,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.3895816030334607,194.3211999999993,3.8102196078431234,3.437323586066344,0.0,-28.454399999999794,0.0784313725490196,0.09803921568627451,51,5,0.8,38.86423999999987,7.829214462437895,3,2,0.09803921568627451,2,2,1.0,128.48119999999994,0.6611795316208443,80.48279999999983,0.4141740582087807,113.83839999999947,80.48279999999983,113.8383999999995,2.5718743954056804,-28.454399999999794,4,0.75,5.000730994151882,53,53,1.0,23.189581603033457,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.7x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.7,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,3.283017175475684,201.32119999999935,3.947474509803909,3.3011590383674316,0.0,-42.459999999999866,0.0784313725490196,0.09803921568627451,51,5,0.8,40.26423999999987,5.741431935939573,3,2,0.09803921568627451,2,2,1.0,119.47800000000032,0.5934695402173279,82.45480000000015,0.4095683912076841,118.8663999999992,82.45480000000015,118.8663999999992,2.4150228240444442,-42.459999999999866,4,0.75,3.7994912859160572,53,53,1.0,23.083017175475682,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move=0.7x percent_to_dollar sigma (63D)/2400s | hold=14400s | reversal | exit_by_midnight,60,0.7,2400,14400,63,percent_to_dollar,reversal,exit_by_midnight,4.796108601500598,288.17959999999954,5.650580392156853,4.349390846085595,0.0,-34.456800000000044,0.11764705882352941,0.13725490196078433,51,7,0.8571428571428571,41.16851428571422,9.363504446146766,4,3,0.13725490196078433,2,2,1.0,146.90959999999933,0.5097848702684006,90.47879999999998,0.31396670687307543,197.70079999999956,90.47879999999998,197.70079999999956,3.6851638015005994,-34.456800000000044,6,0.8333333333333334,6.737642497271733,53,48,0.9056603773584906,22.728184073198708,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.6x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,120,0.6,900,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.2652678474063195,195.31119999999842,3.8296313725489886,3.3487817014231513,0.0,-34.456800000000044,0.0784313725490196,0.09803921568627451,51,5,0.8,39.062239999999676,6.668291890134649,3,2,0.09803921568627451,2,2,1.0,121.47399999999921,0.6219510197059881,86.48040000000006,0.44278259516095725,108.83079999999836,86.48040000000006,108.83079999999836,2.455613258556532,-34.45680000000003,4,0.75,4.158470896891008,53,52,0.9811320754716981,22.691682941745942,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=90s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,90,0.55,900,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.5028226253703494,197.31880000000015,3.8689960784313757,3.4660055962871787,0.0,-34.456800000000044,0.0784313725490196,0.09803921568627451,51,5,0.8,39.46376000000002,6.726556151470631,3,2,0.09803921568627451,2,2,1.0,113.47639999999937,0.5750916790493318,79.48320000000002,0.4028161533518345,117.83560000000013,79.48320000000002,117.83560000000011,2.6100390996712237,-34.45680000000003,4,0.75,4.419806830581934,53,50,0.9433962264150944,22.182067908389218,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=180s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,180,0.75,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,3.8253140718056677,195.32680000000124,3.829937254901985,3.7382113320133876,0.0,-18.45039999999966,0.0784313725490196,0.09803921568627451,51,5,0.8,39.06536000000025,11.586588908641183,3,2,0.09803921568627451,2,2,1.0,127.48680000000085,0.6526846290422003,73.45120000000051,0.3760426116641446,121.87560000000073,73.45120000000051,121.87560000000074,2.946558702335425,-18.45039999999966,4,0.75,7.605580366821067,53,49,0.9245283018867925,22.130974449164157,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,120,0.55,900,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.7196537515797914,208.3220000000001,4.0847450980392175,3.6657665080842405,0.0,-21.451599999999786,0.0784313725490196,0.09803921568627451,51,5,0.8,41.664400000000015,10.711256969176732,3,2,0.09803921568627451,2,2,1.0,136.48200000000048,0.6551492401186645,84.48119999999975,0.4055318209310573,123.84080000000034,84.48119999999975,123.84080000000034,2.8639345473670814,-21.45159999999977,4,0.75,6.773033246937053,53,49,0.9245283018867925,22.02531412893828,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=7200s | reversal | exit_by_midnight,60,0.75,1800,7200,63,percent_to_dollar,reversal,exit_by_midnight,4.2262623226915785,123.32400000000064,2.418117647058836,4.040892991788844,0.0,-5.454799999999409,0.0784313725490196,0.09803921568627451,51,5,0.8,24.664800000000128,23.608344943900878,3,2,0.09803921568627451,2,2,1.0,79.48000000000044,0.6444812039830043,50.48200000000011,0.4093444909344479,72.84200000000052,50.48200000000011,72.84200000000054,3.4514023938796656,-5.454799999999409,4,0.75,14.3537434919693,53,47,0.8867924528301887,21.784752888729315,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,3.2924057759966385,192.3191999999997,3.7709647058823474,3.3060303967015034,0.0,-39.45879999999974,0.0784313725490196,0.09803921568627451,51,5,0.8,38.46383999999994,5.873924194349425,3,2,0.09803921568627451,2,2,1.0,114.47760000000059,0.5952479003656461,77.48399999999971,0.4028926909013756,114.8352,77.48399999999971,114.8352,2.425799619446905,-39.45879999999974,4,0.75,3.9102557604386563,53,49,0.9245283018867925,21.598066153355127,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=14400s | reversal | exit_by_midnight,60,0.75,1800,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.746925178226988,213.3240000000012,4.182823529411788,3.642294739466179,0.0,-29.454799999999608,0.0784313725490196,0.09803921568627451,51,5,0.8,42.66480000000024,8.242418892676096,3,2,0.09803921568627451,2,2,1.0,127.48000000000084,0.5975886445031976,82.48200000000014,0.3866512909939795,130.84200000000106,82.48200000000014,130.84200000000106,2.827875929849868,-29.454799999999608,4,0.75,5.4421282779036835,53,47,0.8867924528301887,21.305415744264725,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=90s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,90,0.75,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,3.7375059671403275,219.32800000000003,4.3005490196078435,3.632742671251704,0.0,-31.45559999999992,0.0784313725490196,0.09803921568627451,51,5,0.8,43.8656,7.972621727132614,3,2,0.09803921568627451,2,2,1.0,132.48320000000058,0.6040414356580125,84.45560000000046,0.3850652903414085,134.87239999999957,84.45560000000046,134.87239999999957,2.816046811639894,-31.45559999999992,4,0.75,5.2877071173334675,53,47,0.8867924528301887,21.295996533178062,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=90s | move=0.65x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,90,0.65,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,2.2086582546661018,159.7515999999986,3.132384313725463,2.565528399876735,2.7992585438024755,-51.57520000000091,0.0784313725490196,0.11764705882352941,51,6,0.6666666666666666,26.625266666666434,3.047341494422486,3,3,0.11764705882352941,2,2,1.0,79.90279999999913,0.5001690123917372,85.48079999999955,0.5350857205812042,74.27079999999906,85.48079999999955,74.27079999999904,1.5005061451020076,-51.57520000000091,5,0.6,1.9518382956036235,53,51,0.9622641509433962,21.261488443345343,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=180s | move=0.65x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,180,0.65,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,2.1297336263189592,157.7323999999997,3.092792156862739,2.4370410432544665,5.2926343657105095,-47.575600000000286,0.0784313725490196,0.11764705882352941,51,6,0.6666666666666666,26.288733333333283,2.9228061107561913,3,3,0.11764705882352941,2,2,1.0,84.83199999999916,0.5378222863533384,82.48200000000014,0.5229236352201596,75.25039999999956,82.48200000000014,75.25039999999956,1.40650115273408,-47.575600000000286,5,0.6,1.9173253494960207,53,51,0.9622641509433962,21.182563814998204,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.65x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.65,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,2.127390349009611,167.74799999999914,3.2891764705882185,2.496712979406811,4.581213310593391,-50.5752000000004,0.0784313725490196,0.11764705882352941,51,6,0.6666666666666666,27.957999999999856,2.972763195032403,3,3,0.11764705882352941,2,2,1.0,89.90159999999999,0.5359324701337748,91.47839999999977,0.5453322841404978,76.26959999999937,91.47839999999977,76.26959999999934,1.421925562114986,-50.5752000000004,5,0.6,1.8969517358170696,53,51,0.9622641509433962,21.180220537688854,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=180s | move=0.6x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,180,0.6,900,14400,63,percent_to_dollar,reversal,exit_by_midnight,2.8979912855342986,178.31399999999823,3.496352941176436,3.0891698342002436,0.0,-42.459999999999866,0.0784313725490196,0.09803921568627451,51,5,0.8,35.66279999999965,5.199576071596647,3,2,0.09803921568627451,2,2,1.0,112.47439999999887,0.6307659521966866,81.48239999999963,0.45696019381540676,96.8315999999986,81.48239999999963,96.8315999999986,2.137582695043371,-42.459999999999866,4,0.75,3.2805369759772884,53,48,0.9056603773584906,20.83006675723241,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=90s | move=0.55x percent_to_dollar sigma (63D)/1200s | hold=21600s | reversal | exit_by_midnight,90,0.55,1200,21600,63,percent_to_dollar,reversal,exit_by_midnight,4.380260909347019,224.7476000000006,4.406815686274522,4.131244432766601,0.0,-29.454799999999608,0.09803921568627451,0.11764705882352941,51,6,0.8333333333333334,37.45793333333343,8.630253812621204,4,2,0.11764705882352941,2,2,1.0,143.89920000000063,0.6402702409280466,76.48439999999991,0.34031242157869407,148.2632000000007,76.48439999999991,148.26320000000067,3.430891990043053,-29.454799999999608,5,0.8,6.033583660388007,53,44,0.8301886792452831,20.81799675840362,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/1200s | hold=21600s | reversal | exit_by_midnight,120,0.55,1200,21600,63,percent_to_dollar,reversal,exit_by_midnight,4.05458142903596,222.74519999999956,4.367552941176462,3.91543994271956,0.0,-31.45559999999992,0.09803921568627451,0.11764705882352941,51,6,0.8333333333333334,37.124199999999924,8.08125739137044,4,2,0.11764705882352941,2,2,1.0,152.89560000000026,0.6864147914298515,85.48079999999955,0.3837604581378172,137.26440000000002,85.48079999999955,137.2644,3.189139666211712,-31.45559999999992,5,0.8,5.363750810666304,53,44,0.8301886792452831,20.49231727809256,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=180s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,180,0.55,900,14400,63,percent_to_dollar,reversal,exit_by_midnight,2.920784781963786,183.31519999999867,3.5944156862744836,3.0987979988093985,0.0,-42.459999999999866,0.0784313725490196,0.09803921568627451,51,5,0.8,36.663039999999725,5.317362223268816,3,2,0.09803921568627451,2,2,1.0,117.47600000000071,0.6408415668749867,82.48200000000014,0.4499463219634855,100.83319999999853,82.48200000000014,100.83319999999851,2.154669298592643,-42.459999999999866,4,0.75,3.3747809703249048,53,47,0.8867924528301887,20.479275348001522,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move=0.65x percent_to_dollar sigma (63D)/1800s | hold=14400s | reversal | exit_by_midnight,60,0.65,1800,14400,63,percent_to_dollar,reversal,exit_by_midnight,2.6483272674632268,164.74720000000042,3.230337254901969,2.8271530259425375,2.348048654047395,-46.46159999999978,0.0784313725490196,0.11764705882352941,51,6,0.6666666666666666,27.457866666666735,3.6556024088616996,3,3,0.11764705882352941,2,2,1.0,88.8996000000009,0.5396122058523646,76.48439999999991,0.46425311021977744,88.26280000000051,76.48439999999991,88.26280000000051,1.8539531001280585,-46.46159999999978,5,0.6,2.422730731040515,53,47,0.8867924528301887,20.206817833500963,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move=0.75x percent_to_dollar sigma (63D)/2400s | hold=14400s | reversal | exit_by_midnight,60,0.75,2400,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.7184330205597638,228.74919999999835,4.4852784313725165,3.6447967693175607,0.0,-29.454799999999608,0.09803921568627451,0.11764705882352941,51,6,0.8333333333333334,38.124866666666385,8.7661094286837,3,3,0.11764705882352941,2,2,1.0,146.9123999999986,0.6422422460930995,92.47799999999957,0.40427682370036805,136.27119999999877,92.47799999999957,136.27119999999877,2.8352347229048664,-29.454799999999608,5,0.8,5.62645137634596,53,44,0.8301886792452831,20.156168869616366,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move=0.7x percent_to_dollar sigma (63D)/2400s | hold=14400s | reversal | exit_by_midnight,300,0.7,2400,14400,63,percent_to_dollar,reversal,exit_by_midnight,4.002019609231134,260.1603999999994,5.101184313725478,3.7521797995489963,0.0,-47.46199999999959,0.11764705882352941,0.13725490196078433,51,7,0.8571428571428571,37.16577142857135,6.4814462095991585,4,3,0.13725490196078433,2,2,1.0,147.25959999999972,0.5660338775616891,88.42439999999966,0.3398841637697354,171.73599999999976,88.42439999999966,171.73599999999973,2.9680350174024013,-47.46199999999959,6,0.8333333333333334,4.618389448400754,53,42,0.7924528301886793,19.692585646966982,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=90s | move=0.5x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,90,0.5,900,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.6059777344122406,204.19759999999917,4.0038745098039055,3.4969338933579817,5.314592141755398,-32.45599999999973,0.09803921568627451,0.13725490196078433,51,7,0.7142857142857143,29.171085714285596,5.254223022242098,5,2,0.13725490196078433,2,2,1.0,110.35759999999897,0.5404451374550897,77.48399999999971,0.3794559779350983,126.71359999999946,77.48399999999971,126.71359999999946,2.657098517863565,-32.45599999999972,6,0.6666666666666666,3.6399326649832053,53,42,0.7924528301886793,19.296543772148087,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.5x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,120,0.5,900,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.57143287878315,208.1967999999991,4.0822901960784135,3.522020335909094,13.264515081725834,-25.453199999999697,0.09803921568627451,0.13725490196078433,51,7,0.7142857142857143,29.74239999999987,5.732046584782511,5,2,0.13725490196078433,2,2,1.0,126.35759999999935,0.6069142273080081,83.48159999999994,0.40097446262382663,124.71519999999914,83.48159999999994,124.71519999999914,2.6783721962320275,-25.453199999999683,6,0.6666666666666666,3.8346167483384206,53,42,0.7924528301886793,19.261998916518998,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move=0.7x percent_to_dollar sigma (63D)/1800s | hold=14400s | reversal | exit_by_midnight,300,0.7,1800,14400,63,percent_to_dollar,reversal,exit_by_midnight,2.357106886468919,140.30760000000083,2.751129411764722,2.6534952128493847,0.0,-47.46199999999959,0.0784313725490196,0.09803921568627451,51,5,0.8,28.061520000000165,3.9562091778685713,3,2,0.09803921568627451,2,2,1.0,84.47280000000089,0.6020543434568076,68.48760000000009,0.4881246632399077,71.82000000000075,68.48760000000009,71.82000000000073,1.6535631414914533,-47.46199999999958,4,0.75,2.51321056845474,53,45,0.8490566037735849,19.168427641185897,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move=0.7x percent_to_dollar sigma (63D)/2400s | hold=21600s | reversal | exit_by_midnight,60,0.7,2400,21600,63,percent_to_dollar,reversal,exit_by_midnight,5.532200556569294,415.17960000000124,8.140776470588259,4.824481608726341,0.0,-34.456800000000044,0.11764705882352941,0.13725490196078433,51,7,0.8571428571428571,59.311371428571604,13.049279097304098,4,3,0.13725490196078433,2,2,1.0,233.90960000000047,0.5633937698287675,102.42199999999971,0.2466932382997609,312.7576000000015,102.42199999999971,312.75760000000156,4.201187483940867,-34.456800000000044,6,0.8333333333333334,10.076803417612522,35,35,1.0,19.032200556569293,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=90s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=7200s | reversal | exit_by_midnight,90,0.55,900,7200,63,percent_to_dollar,reversal,exit_by_midnight,3.2639017880999743,98.31880000000065,1.92781960784315,3.406228547130328,0.0,-11.456800000000342,0.0784313725490196,0.09803921568627451,51,5,0.8,19.66376000000013,9.581698205431545,3,2,0.09803921568627451,2,2,1.0,63.47640000000008,0.6456181320357822,51.48319999999991,0.5236353576325136,46.83560000000074,51.48319999999991,46.83560000000074,2.633627505351195,-11.456800000000342,4,0.75,5.088017596536053,53,42,0.7924528301886793,18.954467825835824,anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
