run_key,run_label,objective,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents
rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,-1134.1475999999986,-23.62807499999997,-2.667404118632415,-2.641144757711182,-1584.6051999999984,0.3125,0.8333333333333334,48,40,0.375,-28.353689999999965,0.5574459510481856,23,17,0.8333333333333334,1,3,0.3333333333333333,25.820399999999914,0.022766348930245008,275.54319999999973,0.24295179921907878,-1409.6907999999985
