signal_time,signal_time_dubai,entry_time,entry_time_dubai,exit_time,exit_time_dubai,side,move_cents,threshold_cents,daily_sigma_dollars,sigma_multiple,entry_price,exit_price,gross_pnl_cents,cost_cents,net_pnl_cents,bad_hour_rule,signal_mode,params,run_key,run_label,objective,test_start,test_end,selected_params
2026-01-05 12:29:54,2026-01-05 16:29:54,2026-01-05 12:31:54,2026-01-05 16:31:54,2026-01-05 16:31:54,2026-01-05 20:31:54,1,-46.000000000000085,44.74345857749497,0.8135174286817266,0.55,59.57,60.68,110.99999999999994,2.3828,108.61719999999994,exit_by_midnight,reversal,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2026-01-01,2026-01-31,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight
2026-02-05 19:31:59,2026-02-05 23:31:59,2026-02-05 19:33:59,2026-02-05 23:33:59,2026-02-05 19:59:59,2026-02-05 23:59:59,1,-64.00000000000006,61.876653195670535,1.1250300581031005,0.55,66.5,66.71,20.999999999999375,2.66,18.339999999999375,exit_by_midnight,reversal,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2026-02-01,2026-02-28,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight
2026-02-06 17:50:41,2026-02-06 21:50:41,2026-02-06 17:52:41,2026-02-06 21:52:41,2026-02-06 19:59:59,2026-02-06 23:59:59,1,-62.000000000000455,61.396666365535054,1.11630302482791,0.55,66.59,67.76,117.00000000000017,2.6636,114.33640000000017,exit_by_midnight,reversal,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2026-02-01,2026-02-28,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight
2026-02-09 18:44:00,2026-02-09 22:44:00,2026-02-09 18:46:00,2026-02-09 22:46:00,2026-02-09 19:59:59,2026-02-09 23:59:59,-1,65.00000000000057,61.30710861475053,1.1146747020863732,0.55,68.04,68.1,-5.999999999998806,2.7216000000000005,-8.721599999998807,exit_by_midnight,reversal,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2026-02-01,2026-02-28,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight
2026-02-13 15:43:55,2026-02-13 19:43:55,2026-02-13 15:45:55,2026-02-13 19:45:55,2026-02-13 19:45:55,2026-02-13 23:45:55,1,-67.99999999999926,62.469770454860914,1.1358140082701984,0.55,66.55,66.97,42.00000000000017,2.662,39.33800000000017,exit_by_midnight,reversal,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2026-02-01,2026-02-28,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight
2026-02-17 17:50:49,2026-02-17 21:50:49,2026-02-17 17:52:49,2026-02-17 21:52:49,2026-02-17 19:59:59,2026-02-17 23:59:59,1,-62.999999999999545,62.0994496147211,1.1290809020858381,0.55,66.9,66.37,-53.000000000000114,2.676,-55.676000000000116,exit_by_midnight,reversal,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2026-02-01,2026-02-28,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight
2026-02-19 19:02:32,2026-02-19 23:02:32,2026-02-19 19:04:32,2026-02-19 23:04:32,2026-02-19 19:59:59,2026-02-19 23:59:59,1,-68.99999999999977,67.50768650456276,1.227412481901141,0.55,70.61,71.15,54.000000000000625,2.8244000000000002,51.17560000000063,exit_by_midnight,reversal,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2026-02-01,2026-02-28,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight
2026-02-24 19:33:00,2026-02-24 23:33:00,2026-02-24 19:35:00,2026-02-24 23:35:00,2026-02-24 19:59:59,2026-02-24 23:59:59,1,-71.0000000000008,68.64034475395083,1.2480062682536512,0.55,70.69,70.78,9.000000000000341,2.8276,6.172400000000341,exit_by_midnight,reversal,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2026-02-01,2026-02-28,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight
2026-02-26 19:00:10,2026-02-26 23:00:10,2026-02-26 19:02:10,2026-02-26 23:02:10,2026-02-26 19:59:59,2026-02-26 23:59:59,-1,69.99999999999886,68.07740143301854,1.2377709351457915,0.55,70.43,72.13,-169.99999999999886,2.8172,-172.81719999999888,exit_by_midnight,reversal,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2026-02-01,2026-02-28,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight
2026-03-02 08:23:24,2026-03-02 12:23:24,2026-03-02 08:25:24,2026-03-02 12:25:24,2026-03-02 12:25:24,2026-03-02 16:25:24,-1,70.99999999999937,70.9575786481337,1.290137793602431,0.55,77.4,80.2,-279.9999999999997,3.096,-283.0959999999997,exit_by_midnight,reversal,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2026-03-01,2026-03-26,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight
2026-03-03 11:41:12,2026-03-03 15:41:12,2026-03-03 11:43:12,2026-03-03 15:43:12,2026-03-03 15:43:12,2026-03-03 19:43:12,-1,83.00000000000125,81.44708825317751,1.4808561500577726,0.55,80.93,83.69,-275.9999999999991,3.2372000000000005,-279.23719999999906,exit_by_midnight,reversal,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2026-03-01,2026-03-26,a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight
