run_key,run_label,objective,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents,removed_top_win_cents,deflated_total_pnl_cents,deflated_daily_sharpe,deflated_max_drawdown_cents,deflated_trades,deflated_win_rate,deflated_profit_factor
anti_overfit_percent_wf,Anti-overfit top-trade-neutral walk-forward,top_trade_neutral_score,223.4331999999958,2.3034350515463484,0.44246883917393365,0.530644178270977,-618.884000000003,0.21649484536082475,0.4020618556701031,97,39,0.5384615384615384,5.7290564102563035,1.1697565259938052,20,19,0.4020618556701031,3,4,0.75,216.75839999999403,0.9701261943166821,640.3671999999989,2.8660342330504642,-416.9340000000031,640.3671999999989,-416.93400000000304,-1.352651800968882,-618.884000000003,38,0.5263157894736842,0.6832285112118363
