run_key,run_label,objective,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents
stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,-1368.00559999999,-19.267684507042112,-2.143240290067296,-1.590865477405522,-1964.6743999999944,0.2676056338028169,0.5211267605633803,71,37,0.5135135135135135,-36.973124324324054,0.5650185260649522,19,18,0.5211267605633803,2,3,0.6666666666666666,113.29720000000219,0.08281925161710085,272.77080000000103,0.19939304342029232,-1640.776399999991
