params,delay_s,sigma_multiple,move_window_s,hold_s,vol_window_days,vol_method,signal_mode,bad_hour_rule,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents,cluster_neighbors,cluster_positive_neighbors,cluster_positive_rate,stable_score,run_key,run_label,objective,train_start,train_end,test_start,test_end
a=120s | move=0.25x percent_to_dollar sigma (63D)/900s | hold=7200s | continuation | exit_by_midnight,120,0.25,900,7200,63,percent_to_dollar,continuation,exit_by_midnight,2.5330792473888715,66.14520000000063,2.4498222222222457,2.2721054581542672,3.2383224101109183,-47.67239999999914,0.1111111111111111,0.18518518518518517,27,5,0.6,13.229040000000126,2.3750571682784503,1,4,0.18518518518518517,1,1,1.0,66.14520000000063,1.0,57.394799999999435,0.8677092215307972,8.750400000001193,35,12,0.34285714285714286,7.847364961674586,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.25x percent_to_dollar sigma (63D)/3600s | hold=14400s | reversal | exit_by_midnight,120,0.25,3600,14400,63,percent_to_dollar,reversal,exit_by_midnight,2.0742179143462995,71.10880000000176,2.6336592592593244,2.010176003215177,1.6415543264455887,-59.1371999999992,0.1111111111111111,0.18518518518518517,27,5,0.6,14.221760000000353,2.2024377210960364,1,4,0.18518518518518517,1,1,1.0,71.10880000000178,1.0000000000000002,82.38280000000086,1.1585457777377597,-11.273999999999091,35,12,0.34285714285714286,7.388503628632014,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move=0.25x percent_to_dollar sigma (63D)/900s | hold=7200s | continuation | exit_by_midnight,60,0.25,900,7200,63,percent_to_dollar,continuation,exit_by_midnight,2.4801616152865495,63.149999999999096,2.3388888888888553,2.271780615761613,3.504266239169777,-43.670399999999944,0.1111111111111111,0.18518518518518517,27,5,0.6,12.62999999999982,2.3128024746793923,1,4,0.18518518518518517,1,1,1.0,63.149999999999096,1.0,60.42239999999955,0.9568076009501253,2.7275999999995477,23,10,0.43478260869565216,7.132335528330028,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move=0.25x percent_to_dollar sigma (63D)/3600s | hold=14400s | reversal | exit_by_midnight,300,0.25,3600,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.1488030049833817,93.11080000000022,3.4485481481481566,2.8721382238804347,3.363909915053843,-42.133999999999745,0.1111111111111111,0.18518518518518517,27,5,0.6,18.622160000000044,3.209873261498969,1,4,0.18518518518518517,1,1,1.0,93.11080000000024,1.0000000000000002,80.38359999999983,0.863311237794108,12.727200000000394,23,8,0.34782608695652173,6.870542135418164,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=7200s | reversal | exit_by_midnight,300,0.4,1800,7200,63,percent_to_dollar,reversal,exit_by_midnight,1.2719105204825651,19.16600000000074,0.7098518518518793,1.2332685257001004,0.7596738687924203,-38.15519999999983,0.1111111111111111,0.18518518518518517,27,5,0.6,3.833200000000148,1.5023168532729305,4,1,0.18518518518518517,1,1,1.0,19.16600000000074,1.0,24.4423999999996,1.2753000104350756,-5.276399999998862,53,13,0.24528301886792453,6.839835048784452,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,300,0.25,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,2.123446407795017,44.16519999999861,1.6357481481480969,2.1006497857559707,0.0,-25.549200000000397,0.14814814814814814,0.18518518518518517,27,5,0.8,8.833039999999723,2.7286333818669544,0,5,0.18518518518518517,1,1,1.0,44.165199999998606,0.9999999999999999,57.42640000000014,1.3002635559219011,-13.26120000000153,23,10,0.43478260869565216,6.775620320838495,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.4x percent_to_dollar sigma (63D)/3600s | hold=7200s | continuation | exit_by_midnight,120,0.4,3600,7200,63,percent_to_dollar,continuation,exit_by_midnight,3.564832772517512,70.13439999999984,2.5975703703703648,3.2258180710893973,0.0,-20.545599999999965,0.14814814814814814,0.18518518518518517,27,5,0.8,14.026879999999968,4.413597071878919,2,3,0.18518518518518517,1,1,1.0,70.13439999999983,0.9999999999999998,55.39479999999983,0.7898377971437691,14.73960000000001,53,7,0.1320754716981132,6.562945980064683,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=7200s | reversal | exit_by_midnight,120,0.4,1800,7200,63,percent_to_dollar,reversal,exit_by_midnight,-0.5823549550484756,9.16719999999846,0.3395259259258689,0.44893632073502593,0.20068713290919044,-53.162000000001825,0.1111111111111111,0.18518518518518517,27,5,0.6,1.8334399999996918,1.1724389601594554,4,1,0.18518518518518517,1,1,1.0,9.16719999999846,1.0,30.44559999999983,3.321144951566994,-21.27840000000137,80,17,0.2125,6.536395044951525,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move=0.4x percent_to_dollar sigma (63D)/3600s | hold=7200s | continuation | exit_by_midnight,60,0.4,3600,7200,63,percent_to_dollar,continuation,exit_by_midnight,3.862801208607574,83.12719999999867,3.078785185185136,3.4591172240364667,3.644493914254768,-19.546400000000176,0.1111111111111111,0.18518518518518517,27,5,0.6,16.625439999999735,5.130010532800295,2,3,0.18518518518518517,1,1,1.0,83.12719999999867,1.0,58.39439999999994,0.7024704308577804,24.732799999998726,35,6,0.17142857142857143,6.5199440657504315,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.25x percent_to_dollar sigma (63D)/3600s | hold=3600s | continuation | exit_by_midnight,120,0.25,3600,3600,63,percent_to_dollar,continuation,exit_by_midnight,2.54882867902954,57.10879999999886,2.1151407407406984,2.4383728603087955,2.1573797777392674,-25.129599999999577,0.1111111111111111,0.18518518518518517,27,5,0.6,11.421759999999772,3.2725709919774513,4,1,0.18518518518518517,1,1,1.0,57.108799999998865,1.0000000000000002,65.42239999999997,1.145574762558507,-8.31360000000111,23,8,0.34782608695652173,6.270567809464322,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,300,0.4,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,1.7031808685163372,26.165999999998636,0.9691111111110606,1.7829223469234616,2.5481526800951793,-24.67880000000088,0.07407407407407407,0.18518518518518517,27,5,0.4,5.233199999999727,2.060262249379858,1,4,0.18518518518518517,1,1,1.0,26.165999999998636,1.0,39.43359999999946,1.5070549568142442,-13.267600000000822,35,10,0.2857142857142857,6.1317522970877665,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=7200s | continuation | exit_by_midnight,300,0.25,1800,7200,63,percent_to_dollar,continuation,exit_by_midnight,1.3814833654000394,34.165200000000596,1.2653777777778,1.4322672102760985,3.2149341606595856,-55.659199999999686,0.07407407407407407,0.18518518518518517,27,5,0.4,6.8330400000001195,1.6138284416592257,0,5,0.18518518518518517,1,1,1.0,34.165200000000596,1.0,47.398,1.3873180897521213,-13.232799999999408,35,10,0.2857142857142857,5.810054793971468,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move=0.25x percent_to_dollar sigma (63D)/3600s | hold=14400s | reversal | exit_by_midnight,60,0.25,3600,14400,63,percent_to_dollar,reversal,exit_by_midnight,2.324207518117479,79.10680000000089,2.929881481481514,2.208561681904145,1.9335777987084417,-57.1375999999996,0.1111111111111111,0.18518518518518517,27,5,0.6,15.821360000000178,2.384496373666361,1,4,0.18518518518518517,1,1,1.0,79.10680000000089,1.0,85.38239999999955,1.0793307275733388,-6.275599999998661,23,7,0.30434782608695654,5.580729257247914,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move=0.25x percent_to_dollar sigma (63D)/3600s | hold=3600s | continuation | exit_by_midnight,60,0.25,3600,3600,63,percent_to_dollar,continuation,exit_by_midnight,2.0694777277369742,48.10679999999994,1.7817333333333312,2.0674226448563804,2.2209286927310576,-33.130400000000115,0.1111111111111111,0.18518518518518517,27,5,0.6,9.621359999999989,2.452044044140648,4,1,0.18518518518518517,1,1,1.0,48.10679999999995,1.0000000000000002,63.42239999999966,1.3183666342388132,-15.31559999999972,15,7,0.4666666666666667,5.569477727736975,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move=0.25x percent_to_dollar sigma (63D)/900s | hold=7200s | continuation | exit_by_midnight,300,0.25,900,7200,63,percent_to_dollar,continuation,exit_by_midnight,2.1645178215669523,52.14920000000056,1.9314518518518726,1.9986077729556557,21.83332655188363,-44.669999999999746,0.1111111111111111,0.18518518518518517,27,5,0.6,10.429840000000112,1.9820127899006275,1,4,0.18518518518518517,1,1,1.0,52.14920000000057,1.0000000000000002,53.39360000000023,1.023862302777409,-1.2443999999996649,23,7,0.30434782608695654,5.421039560697387,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move=0.4x percent_to_dollar sigma (63D)/3600s | hold=3600s | continuation | exit_by_midnight,300,0.4,3600,3600,63,percent_to_dollar,continuation,exit_by_midnight,3.824413043937398,49.13719999999904,1.8198962962962608,3.3908297005901957,10.289254185852469,-19.114799999999345,0.1111111111111111,0.18518518518518517,27,5,0.6,9.827439999999807,3.5706363655385966,2,3,0.18518518518518517,1,1,1.0,49.137199999999034,0.9999999999999999,30.43599999999912,0.6194085133055957,18.701199999999922,23,3,0.13043478260869565,5.220065217850442,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move=0.25x percent_to_dollar sigma (63D)/3600s | hold=3600s | continuation | exit_by_midnight,300,0.25,3600,3600,63,percent_to_dollar,continuation,exit_by_midnight,2.179860298969168,49.11080000000045,1.8189185185185353,2.1481782762645816,1.855242043058175,-31.129599999999805,0.1111111111111111,0.18518518518518517,27,5,0.6,9.82216000000009,2.5776238692433635,4,1,0.18518518518518517,1,1,1.0,49.11080000000046,1.0000000000000002,62.42559999999986,1.271117554590829,-13.314799999999408,15,4,0.26666666666666666,4.179860298969168,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=7200s | reversal | exit_by_midnight,60,0.4,1800,7200,63,percent_to_dollar,reversal,exit_by_midnight,0.6987065144438991,17.165599999999007,0.6357629629629261,0.9050953404680943,0.5952375104112279,-49.161600000001194,0.1111111111111111,0.18518518518518517,27,5,0.6,3.433119999999801,1.3491668293952443,4,1,0.18518518518518517,1,1,1.0,17.165599999999007,1.0,29.44480000000003,1.7153376520483836,-12.279200000001023,53,8,0.1509433962264151,4.125121608783522,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move=0.25x percent_to_dollar sigma (63D)/3600s | hold=7200s | reversal | exit_by_midnight,300,0.25,3600,7200,63,percent_to_dollar,reversal,exit_by_midnight,1.8134310313608704,43.110800000000225,1.5966962962963047,1.7100938485667714,0.7474403217154416,-49.19080000000048,0.1111111111111111,0.18518518518518517,27,5,0.6,8.622160000000045,1.8763996519673989,1,4,0.18518518518518517,1,1,1.0,43.110800000000225,1.0,48.44040000000051,1.1236256344118007,-5.329600000000283,23,3,0.13043478260869565,3.209083205273914,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move=0.4x percent_to_dollar sigma (63D)/3600s | hold=7200s | continuation | exit_by_midnight,300,0.4,3600,7200,63,percent_to_dollar,continuation,exit_by_midnight,1.3191404038290333,30.137199999999975,1.1161925925925917,1.4571471368393998,0.9290959687816811,-42.11479999999975,0.1111111111111111,0.18518518518518517,27,5,0.6,6.027439999999995,1.7155964174114193,2,3,0.18518518518518517,1,1,1.0,30.137199999999975,1.0,47.398,1.5727406660207333,-17.260800000000028,35,4,0.11428571428571428,3.0905689752576047,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move=0.25x percent_to_dollar sigma (63D)/3600s | hold=21600s | reversal | exit_by_midnight,60,0.25,3600,21600,63,percent_to_dollar,reversal,exit_by_midnight,-0.9290971893141685,17.10679999999971,0.6335851851851744,0.5339403330652683,0.5081797831293707,-55.56760000000011,0.1111111111111111,0.18518518518518517,27,5,0.6,3.421359999999942,1.205746092378135,1,4,0.18518518518518517,1,1,1.0,17.106799999999723,1.0000000000000009,69.38239999999989,4.055837444758872,-52.27560000000018,15,7,0.4666666666666667,2.5709028106858316,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move=0.25x percent_to_dollar sigma (63D)/3600s | hold=21600s | reversal | exit_by_midnight,300,0.25,3600,21600,63,percent_to_dollar,reversal,exit_by_midnight,-2.1704535907978717,9.110800000000594,0.3374370370370591,0.3021084976595742,0.1485544038797372,-65.56879999999954,0.1111111111111111,0.18518518518518517,27,5,0.6,1.8221600000001188,1.1136815100969202,1,4,0.18518518518518517,1,1,1.0,9.110800000000609,1.0000000000000016,55.38359999999983,6.078895376914894,-46.272799999999236,15,9,0.6,2.3295464092021283,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.25x percent_to_dollar sigma (63D)/3600s | hold=7200s | reversal | exit_by_midnight,120,0.25,3600,7200,63,percent_to_dollar,reversal,exit_by_midnight,0.44395848648768976,23.10880000000065,0.8558814814815056,0.8336371608627938,0.3204530257358073,-63.19479999999912,0.1111111111111111,0.18518518518518517,27,5,0.6,4.62176000000013,1.3656756568578363,1,4,0.18518518518518517,1,1,1.0,23.108800000000656,1.0000000000000002,46.440400000000196,2.0096413487502116,-23.331599999999547,35,4,0.11428571428571428,2.2153870579162613,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move=0.25x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,60,0.25,900,14400,63,percent_to_dollar,reversal,exit_by_midnight,-3.1948435594868814,6.150000000000489,0.22777777777779587,0.24746155595997693,0.19524517681990605,-61.17960000000022,0.07407407407407407,0.18518518518518517,27,5,0.4,1.2300000000000977,1.086929726856896,4,1,0.18518518518518517,1,1,1.0,6.150000000000475,0.9999999999999977,49.44040000000031,8.03908943089372,-43.29039999999982,23,11,0.4782608695652174,1.9225477448609452,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move=0.25x percent_to_dollar sigma (63D)/3600s | hold=7200s | reversal | exit_by_midnight,60,0.25,3600,7200,63,percent_to_dollar,reversal,exit_by_midnight,-0.2479638328124611,16.106800000001336,0.5965481481481976,0.5644821166547141,0.21271398841343564,-68.19519999999955,0.1111111111111111,0.18518518518518517,27,5,0.6,3.221360000000267,1.2361867110881735,1,4,0.18518518518518517,1,1,1.0,16.106800000001336,1.0,45.439999999999685,2.821168698934358,-29.33319999999835,23,2,0.08695652173913043,0.6824709497962346,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.25x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,120,0.25,900,14400,63,percent_to_dollar,reversal,exit_by_midnight,-155.8985114899428,0.14519999999883737,0.005377777777734717,0.006089712413375282,0.004473994328183519,-65.18240000000085,0.07407407407407407,0.18518518518518517,27,5,0.4,0.029039999999767474,1.0020522620110732,4,1,0.18518518518518517,1,1,1.0,0.14519999999883737,1.0,45.440000000000396,312.9476584047124,-45.29480000000156,35,17,0.4857142857142857,-148.36994006137135,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.25x percent_to_dollar sigma (63D)/3600s | hold=21600s | reversal | exit_by_midnight,120,0.25,3600,21600,63,percent_to_dollar,reversal,exit_by_midnight,-290.74259246211176,0.10880000000096146,0.004029629629665239,0.003479535319205094,0.0027422599159360366,-63.27400000000012,0.1111111111111111,0.18518518518518517,27,5,0.6,0.021760000000192292,1.0012343381995903,1,4,0.18518518518518517,1,1,1.0,0.10880000000096857,1.0000000000000653,63.38280000000108,582.5624999948619,-63.27400000000012,23,12,0.5217391304347826,-285.15998376645956,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=14400s | reversal | exit_by_midnight,120,0.55,1800,14400,63,percent_to_dollar,reversal,exit_by_midnight,-inf,33.83720000000005,1.2532296296296315,2.023712303232726,0.0,-14.566399999999033,0.037037037037037035,0.07407407407407407,27,2,0.5,16.918600000000026,3.322962434094833,1,1,0.07407407407407407,1,1,1.0,33.83720000000005,1.0,48.40359999999909,1.4304847918858243,-14.566399999999035,80,49,0.6125,-inf,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,50.8371999999988,1.8828592592592148,3.210801447841807,0.0,0.0,0.07407407407407407,0.07407407407407407,27,2,1.0,25.4185999999994,inf,1,1,0.07407407407407407,1,1,1.0,50.8371999999988,1.0,48.40359999999909,0.9521295429331322,2.433599999999714,53,40,0.7547169811320755,-inf,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.55x percent_to_dollar sigma (63D)/3600s | hold=14400s | reversal | exit_by_midnight,120,0.55,3600,14400,63,percent_to_dollar,reversal,exit_by_midnight,-inf,94.69239999999971,3.5071259259259153,3.590077908829455,0.0,-14.566399999999035,0.1111111111111111,0.14814814814814814,27,4,0.75,23.673099999999927,7.500741432337331,2,2,0.14814814814814814,1,1,1.0,94.69239999999971,1.0,69.42279999999988,0.7331401464109062,25.269599999999826,53,36,0.6792452830188679,-inf,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,196.74079999999861,7.286696296296245,5.087282495745545,0.0,-9.571600000000743,0.1111111111111111,0.14814814814814814,27,4,0.75,49.185199999999654,21.554640812399374,4,0,0.14814814814814814,1,1,1.0,196.74079999999861,1.0,87.44560000000057,0.44447110106292737,109.29519999999805,53,35,0.660377358490566,-inf,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=14400s | reversal | exit_by_midnight,120,0.55,1800,14400,63,percent_to_dollar,reversal,exit_by_midnight,0.4936528155465641,46.9708000000007,0.9209960784313863,0.7093848894852436,0.8533452345365908,-106.22240000000009,0.0784313725490196,0.21568627450980393,51,11,0.36363636363636365,4.270072727272791,1.279938685115167,7,4,0.21568627450980393,2,2,1.0,33.83720000000005,0.7203879857272933,84.48119999999975,1.7985897621500695,-37.510399999999045,80,41,0.5125,17.662402815546567,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,120,0.55,900,14400,63,percent_to_dollar,reversal,exit_by_midnight,4.5866559775593805,208.3220000000001,4.0847450980392175,3.6657665080842405,0.0,-21.451599999999786,0.0784313725490196,0.09803921568627451,51,5,0.8,41.664400000000015,10.711256969176732,3,2,0.09803921568627451,2,2,1.0,136.48200000000048,0.6551492401186645,84.48119999999975,0.4055318209310573,123.84080000000034,53,30,0.5660377358490566,17.435712581332965,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,3.4604312320408592,191.06239999999934,3.746321568627438,2.6628901661825886,3.71382100837577,-52.57679999999999,0.11764705882352941,0.17647058823529413,51,9,0.6666666666666666,21.229155555555483,2.624989793974342,5,4,0.17647058823529413,2,2,1.0,140.22520000000054,0.7339235768000455,84.48119999999975,0.44216549148341083,106.5811999999996,53,32,0.6037735849056604,17.16609160939935,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=14400s | reversal | exit_by_midnight,120,0.75,1800,14400,63,percent_to_dollar,reversal,exit_by_midnight,4.173849080313663,188.31919999999909,3.6925333333333152,3.272362653317797,0.0,-39.45879999999974,0.0784313725490196,0.09803921568627451,51,5,0.8,37.663839999999816,5.7725526371809215,3,2,0.09803921568627451,2,2,1.0,112.47759999999957,0.5972710164444205,77.48399999999971,0.4114503460082673,110.83519999999938,80,30,0.375,16.736349080313662,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=21600s | reversal | exit_by_midnight,120,0.55,900,21600,63,percent_to_dollar,reversal,exit_by_midnight,4.653728408648482,214.32200000000032,4.202392156862751,3.7129907332815097,0.0,-21.451599999999786,0.0784313725490196,0.09803921568627451,51,5,0.8,42.86440000000006,10.990956385537284,3,2,0.09803921568627451,2,2,1.0,139.4820000000006,0.6508057968850626,84.48119999999975,0.39417885238099504,129.84080000000057,35,23,0.6571428571428571,14.839442694362768,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,4.219795651250816,192.3191999999997,3.7709647058823474,3.3060303967015034,0.0,-39.45879999999974,0.0784313725490196,0.09803921568627451,51,5,0.8,38.46383999999994,5.873924194349425,3,2,0.09803921568627451,2,2,1.0,114.47760000000059,0.5952479003656461,77.48399999999971,0.4028926909013756,114.8352,53,23,0.4339622641509434,14.070739047477232,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=7200s | reversal | exit_by_midnight,120,0.75,1800,7200,63,percent_to_dollar,reversal,exit_by_midnight,3.5800252167213404,83.31920000000008,1.6337098039215703,2.9566941148538257,0.0,-17.458799999999854,0.0784313725490196,0.09803921568627451,51,5,0.8,16.663840000000015,5.7723325772673375,3,2,0.09803921568627451,2,2,1.0,60.47760000000068,0.7258543048901168,48.4839999999998,0.5819066913748543,34.83520000000028,80,25,0.3125,14.04877521672134,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,300,0.55,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,3.847236478940079,209.06080000000077,4.099231372549035,2.870637278940077,11.688990356981748,-46.55039999999977,0.11764705882352941,0.17647058823529413,51,9,0.6666666666666666,23.228977777777864,2.6258745283224316,5,4,0.17647058823529413,2,2,1.0,116.21920000000105,0.5559110077068519,72.486,0.34672210189571523,136.57480000000078,35,22,0.6285714285714286,13.590093621797223,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/900s | hold=7200s | reversal | exit_by_midnight,120,0.55,900,7200,63,percent_to_dollar,reversal,exit_by_midnight,4.226367924937049,111.32199999999949,2.18278431372548,3.5683108404865393,0.0,-3.559999999999801,0.0784313725490196,0.09803921568627451,51,5,0.8,22.2643999999999,32.27022471909366,3,2,0.09803921568627451,2,2,1.0,90.48199999999969,0.8127953144930931,58.481199999999944,0.5253337166058839,52.84079999999955,53,21,0.39622641509433965,13.22070754757856,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=14400s | reversal | exit_by_midnight,60,0.75,1800,14400,63,percent_to_dollar,reversal,exit_by_midnight,4.606198293969191,213.3240000000012,4.182823529411788,3.642294739466179,0.0,-29.454799999999608,0.0784313725490196,0.09803921568627451,51,5,0.8,42.66480000000024,8.242418892676096,3,2,0.09803921568627451,2,2,1.0,127.48000000000084,0.5975886445031976,82.48200000000014,0.3866512909939795,130.84200000000106,53,20,0.37735849056603776,13.172236029818247,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.4x percent_to_dollar sigma (63D)/900s | hold=14400s | reversal | exit_by_midnight,120,0.4,900,14400,63,percent_to_dollar,reversal,exit_by_midnight,3.5728350498732633,127.3879999999977,2.4978039215685826,2.949163851958242,10.149707189764163,-27.684800000000994,0.1568627450980392,0.23529411764705882,51,12,0.6666666666666666,10.615666666666474,2.897167979221424,7,5,0.23529411764705882,2,2,1.0,100.13119999999827,0.7860332213395302,73.4855999999998,0.5768643828304167,53.9023999999979,53,22,0.41509433962264153,12.995476559307225,stable_4var_percent,Stable 4-variable percent-vol walk-forward,stable_4var_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
