params,delay_s,sigma_multiple,move_window_s,hold_s,vol_window_days,vol_method,signal_mode,bad_hour_rule,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,rebalance,objective,train_start,train_end,test_start,test_end,run_key
a=120s | move=0.4x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.4,1800,21600,63,dollar,reversal,exit_by_midnight,-inf,119.74080000000184,4.434844444444512,2.546090356267628,0.0,-77.5724,0.1111111111111111,0.14814814814814814,27,4,0.75,29.93520000000046,2.543600558961684,4,0,0.14814814814814814,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=0.75x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.75,1800,3600,63,dollar,reversal,exit_by_midnight,-inf,14.841599999999573,0.5496888888888731,0.6231773939687498,0.0,-42.55839999999986,0.037037037037037035,0.07407407407407407,27,2,0.5,7.420799999999787,1.3487349148463823,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=0.75x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.75,1800,21600,63,dollar,reversal,exit_by_midnight,-inf,14.841599999999573,0.5496888888888731,0.6231773939687498,0.0,-42.55839999999986,0.037037037037037035,0.07407407407407407,27,2,0.5,7.420799999999787,1.3487349148463823,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=0.55x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.55,1800,3600,63,dollar,continuation,exit_by_midnight,-inf,3.837200000000337,0.142118518518531,0.14644422797215131,0.0,-53.59639999999909,0.037037037037037035,0.07407407407407407,27,2,0.5,1.9186000000001684,1.071594360815266,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=0.55x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.55,1800,21600,63,dollar,continuation,exit_by_midnight,-inf,3.837200000000337,0.142118518518531,0.14644422797215131,0.0,-53.59639999999909,0.037037037037037035,0.07407407407407407,27,2,0.5,1.9186000000001684,1.071594360815266,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=1x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,1.0,1800,3600,63,dollar,continuation,exit_by_midnight,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0,0,0.0,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=1x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,1.0,1800,3600,63,dollar,reversal,exit_by_midnight,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0,0,0.0,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=1x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,1.0,1800,21600,63,dollar,continuation,exit_by_midnight,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0,0,0.0,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=1x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,1.0,1800,21600,63,dollar,reversal,exit_by_midnight,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0,0,0.0,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=0.55x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.55,1800,3600,63,dollar,reversal,exit_by_midnight,-inf,-14.162800000000345,-0.524548148148161,-0.5370702775971948,0.0,-62.56639999999943,0.037037037037037035,0.07407407407407407,27,2,0.5,-7.081400000000173,0.7736356894435152,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=0.55x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.55,1800,21600,63,dollar,reversal,exit_by_midnight,-inf,-14.162800000000345,-0.524548148148161,-0.5370702775971948,0.0,-62.56639999999943,0.037037037037037035,0.07407407407407407,27,2,0.5,-7.081400000000173,0.7736356894435152,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=0.75x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.75,1800,3600,63,dollar,continuation,exit_by_midnight,-inf,-25.158399999999574,-0.9317925925925769,-1.0362949499753467,0.0,-62.59999999999943,0.037037037037037035,0.07407407407407407,27,2,0.5,-12.579199999999787,0.5981086261980767,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=0.75x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.75,1800,21600,63,dollar,continuation,exit_by_midnight,-inf,-25.158399999999574,-0.9317925925925769,-1.0362949499753467,0.0,-62.59999999999943,0.037037037037037035,0.07407407407407407,27,2,0.5,-12.579199999999787,0.5981086261980767,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=0.4x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.4,1800,21600,63,dollar,continuation,exit_by_midnight,-inf,-140.25920000000184,-5.194785185185253,-2.9011997416056063,-3.104910830866785,-158.0972000000008,0.037037037037037035,0.14814814814814814,27,4,0.25,-35.06480000000046,0.34053641316715016,0,4,0.14814814814814814,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,dollar_monthly_pnl_objective
a=120s | move=0.25x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.25,1800,3600,63,dollar,continuation,exit_by_midnight,246.27759999999515,246.27759999999515,4.828972549019513,1.8178678865986155,3.9822398668073467,-313.5216000000021,0.27450980392156865,0.49019607843137253,51,25,0.56,9.851103999999806,1.5075862501071573,10,15,0.49019607843137253,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.25x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.25,1800,21600,63,dollar,continuation,exit_by_midnight,246.27759999999515,246.27759999999515,4.828972549019513,1.8178678865986155,3.9822398668073467,-313.5216000000021,0.27450980392156865,0.49019607843137253,51,25,0.56,9.851103999999806,1.5075862501071573,10,15,0.49019607843137253,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.4x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.4,1800,21600,63,dollar,reversal,exit_by_midnight,181.77160000000384,181.77160000000384,3.5641490196079184,1.9358405865591626,2.3757125873188105,-92.08599999999902,0.17647058823529413,0.29411764705882354,51,15,0.6,12.118106666666923,1.6677928093414602,10,5,0.29411764705882354,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.75x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.75,1800,3600,63,dollar,reversal,exit_by_midnight,124.31719999999973,124.31719999999973,2.4375921568627397,2.004739796292815,28.765668733156268,-44.46080000000018,0.058823529411764705,0.09803921568627451,51,5,0.6,24.863439999999947,2.428618052108009,3,2,0.09803921568627451,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.75x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.75,1800,21600,63,dollar,reversal,exit_by_midnight,124.31719999999973,124.31719999999973,2.4375921568627397,2.004739796292815,28.765668733156268,-44.46080000000018,0.058823529411764705,0.09803921568627451,51,5,0.6,24.863439999999947,2.428618052108009,3,2,0.09803921568627451,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.55x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.55,1800,21600,63,dollar,reversal,exit_by_midnight,123.05799999999937,123.05799999999937,2.412901960784301,1.5167661822278873,2.781557325096771,-62.56639999999943,0.09803921568627451,0.17647058823529413,51,9,0.5555555555555556,13.67311111111104,1.630586773962782,5,4,0.17647058823529413,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.4x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.4,1800,3600,63,dollar,reversal,exit_by_midnight,75.96800000000246,75.96800000000246,1.4895686274510287,0.7439186703314173,0.9582883547151319,-168.64039999999923,0.21568627450980393,0.39215686274509803,51,20,0.55,3.7984000000001217,1.1919011878635062,13,7,0.39215686274509803,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.55x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.55,1800,3600,63,dollar,reversal,exit_by_midnight,52.969599999998806,52.969599999998806,1.0386196078431138,0.6207854289536464,0.9502387255530726,-126.66519999999977,0.09803921568627451,0.21568627450980393,51,11,0.45454545454545453,4.815418181818072,1.1997068280117906,7,4,0.21568627450980393,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.55x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.55,1800,3600,63,dollar,continuation,exit_by_midnight,-109.03039999999882,-109.03039999999882,-2.137850980392134,-1.26612137951913,-1.5847370529274747,-193.00839999999818,0.11764705882352941,0.21568627450980393,51,11,0.5454545454545454,-9.911854545454439,0.6828608793182883,4,7,0.21568627450980393,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.75x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.75,1800,3600,63,dollar,continuation,exit_by_midnight,-149.68279999999976,-149.68279999999976,-2.9349568627450933,-2.335186112584699,-4.149019564317091,-226.66359999999978,0.0392156862745098,0.09803921568627451,51,5,0.4,-29.93655999999995,0.33962577140749445,2,3,0.09803921568627451,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.75x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.75,1800,21600,63,dollar,continuation,exit_by_midnight,-149.68279999999976,-149.68279999999976,-2.9349568627450933,-2.335186112584699,-4.149019564317091,-226.66359999999978,0.0392156862745098,0.09803921568627451,51,5,0.4,-29.93655999999995,0.33962577140749445,2,3,0.09803921568627451,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.55x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.55,1800,21600,63,dollar,continuation,exit_by_midnight,-168.94199999999938,-168.94199999999938,-3.3125882352941054,-2.0432613616158775,-2.455541272853033,-252.91999999999877,0.0784313725490196,0.17647058823529413,51,9,0.4444444444444444,-18.771333333333263,0.5085946916987377,4,5,0.17647058823529413,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.4x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.4,1800,3600,63,dollar,continuation,exit_by_midnight,-178.0320000000024,-178.0320000000024,-3.4908235294118115,-1.7297895241810477,-1.9468747034585252,-267.0420000000004,0.17647058823529413,0.39215686274509803,51,20,0.45,-8.901600000000121,0.6629213483146023,7,13,0.39215686274509803,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.4x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.4,1800,21600,63,dollar,continuation,exit_by_midnight,-258.2284000000038,-258.2284000000038,-5.063301960784388,-2.700082156970009,-3.131058662791263,-292.61480000000256,0.11764705882352941,0.29411764705882354,51,15,0.4,-17.215226666666926,0.48357501177926826,5,10,0.29411764705882354,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.25x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.25,1800,3600,63,dollar,reversal,exit_by_midnight,-373.72239999999516,-373.72239999999516,-7.327890196078337,-2.7340484134220544,-2.5612085565203624,-593.4895999999984,0.21568627450980393,0.49019607843137253,51,25,0.44,-14.94889599999981,0.5343190175854167,15,10,0.49019607843137253,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.25x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.25,1800,21600,63,dollar,reversal,exit_by_midnight,-373.72239999999516,-373.72239999999516,-7.327890196078337,-2.7340484134220544,-2.5612085565203624,-593.4895999999984,0.21568627450980393,0.49019607843137253,51,25,0.44,-14.94889599999981,0.5343190175854167,15,10,0.49019607843137253,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=1x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,1.0,1800,3600,63,dollar,continuation,exit_by_midnight,-inf,17.547999999999575,0.3440784313725407,2.2228757209039403,0.0,0.0,0.0196078431372549,0.0196078431372549,51,1,1.0,17.547999999999575,inf,0,1,0.0196078431372549,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=1x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,1.0,1800,21600,63,dollar,continuation,exit_by_midnight,-inf,17.547999999999575,0.3440784313725407,2.2228757209039403,0.0,0.0,0.0196078431372549,0.0196078431372549,51,1,1.0,17.547999999999575,inf,0,1,0.0196078431372549,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=1x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,1.0,1800,3600,63,dollar,reversal,exit_by_midnight,-inf,-22.451999999999572,-0.4402352941176387,-2.2228757209041388,0.0,-22.451999999999572,0.0,0.0196078431372549,51,1,0.0,-22.451999999999572,0.0,1,0,0.0196078431372549,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=1x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,1.0,1800,21600,63,dollar,reversal,exit_by_midnight,-inf,-22.451999999999572,-0.4402352941176387,-2.2228757209041388,0.0,-22.451999999999572,0.0,0.0196078431372549,51,1,0.0,-22.451999999999572,0.0,1,0,0.0196078431372549,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,dollar_monthly_pnl_objective
a=120s | move=0.4x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.4,1800,21600,63,dollar,reversal,exit_by_midnight,445.0472000000037,445.0472000000037,5.779833766233815,2.960173613609575,4.34307593957523,-92.08599999999902,0.19480519480519481,0.2987012987012987,77,23,0.6521739130434783,19.349878260869723,2.218829215496832,13,10,0.2987012987012987,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.4x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.4,1800,3600,63,dollar,reversal,exit_by_midnight,384.70200000000284,384.70200000000284,4.996129870129907,2.299087628613208,3.397621223018371,-168.64039999999923,0.2727272727272727,0.4675324675324675,77,36,0.5833333333333334,10.686166666666745,1.6742396572139258,22,14,0.4675324675324675,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.25x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.25,1800,21600,63,dollar,continuation,exit_by_midnight,317.17319999999467,317.17319999999467,4.119132467532398,1.4186890720680418,2.5333066945066305,-313.5216000000021,0.3116883116883117,0.5844155844155844,77,45,0.5333333333333333,7.0482933333332145,1.3260346925290551,19,26,0.5844155844155844,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.25x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.25,1800,3600,63,dollar,continuation,exit_by_midnight,316.33719999999454,316.33719999999454,4.108275324675254,1.413210913843335,2.4993270291572585,-313.5216000000021,0.3246753246753247,0.6103896103896104,77,47,0.5319148936170213,6.730578723404139,1.3204360902925787,20,27,0.6103896103896104,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.55x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.55,1800,21600,63,dollar,reversal,exit_by_midnight,177.66399999999942,177.66399999999942,2.3073246753246677,1.712783709583367,2.659849408029713,-62.56639999999943,0.07792207792207792,0.12987012987012986,77,10,0.6,17.76639999999994,1.9104045946571875,5,5,0.12987012987012986,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.55x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.55,1800,3600,63,dollar,reversal,exit_by_midnight,158.13639999999936,158.13639999999936,2.0537194805194723,1.361604461349034,1.8949412875845386,-126.66519999999977,0.1038961038961039,0.19480519480519481,77,15,0.5333333333333333,10.542426666666621,1.5421735159316314,9,6,0.19480519480519481,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.75x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.75,1800,21600,63,dollar,reversal,exit_by_midnight,124.31719999999973,124.31719999999973,1.6145090909090873,1.6325622941529796,19.05258578429831,-44.46080000000018,0.03896103896103896,0.06493506493506493,77,5,0.6,24.863439999999947,2.428618052108009,3,2,0.06493506493506493,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.75x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.75,1800,3600,63,dollar,reversal,exit_by_midnight,107.82479999999967,107.82479999999967,1.4003220779220735,1.4039742258995411,1.4224679865143828,-60.95320000000024,0.03896103896103896,0.07792207792207792,77,6,0.5,17.970799999999944,2.0416687598297925,3,3,0.07792207792207792,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.75x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.75,1800,3600,63,dollar,continuation,exit_by_midnight,-138.1751999999997,-138.1751999999997,-1.794483116883113,-1.746131296401478,-2.5367819385328363,-226.66359999999978,0.03896103896103896,0.07792207792207792,77,6,0.5,-23.02919999999995,0.39039528181851774,3,3,0.07792207792207792,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.75x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.75,1800,21600,63,dollar,continuation,exit_by_midnight,-149.68279999999976,-149.68279999999976,-1.9439324675324643,-1.8998108717265492,-2.7480519192230077,-226.66359999999978,0.025974025974025976,0.06493506493506493,77,5,0.4,-29.93655999999995,0.33962577140749445,2,3,0.06493506493506493,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.55x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.55,1800,21600,63,dollar,continuation,exit_by_midnight,-228.3359999999994,-228.3359999999994,-2.9654025974025893,-2.1472355526606126,-2.4101019952157303,-285.7695999999989,0.05194805194805195,0.12987012987012986,77,10,0.4,-22.83359999999994,0.43367305938972106,5,5,0.12987012987012986,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.55x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.55,1800,3600,63,dollar,continuation,exit_by_midnight,-233.8635999999994,-233.8635999999994,-3.0371896103896026,-1.9782945863525538,-1.8671264900659494,-312.862799999999,0.09090909090909091,0.19480519480519481,77,15,0.4666666666666667,-15.590906666666628,0.5229146759517274,6,9,0.19480519480519481,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.25x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.25,1800,21600,63,dollar,reversal,exit_by_midnight,-542.8267999999948,-542.8267999999948,-7.049698701298634,-2.414928461018684,-2.8120275390791147,-795.3291999999979,0.2597402597402597,0.5844155844155844,77,45,0.4444444444444444,-12.062817777777664,0.6159365718158936,26,19,0.5844155844155844,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.25x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.25,1800,3600,63,dollar,reversal,exit_by_midnight,-551.6627999999947,-551.6627999999947,-7.164451948051879,-2.4519321702619368,-2.8646451256799947,-804.1651999999976,0.2727272727272727,0.6103896103896104,77,47,0.44680851063829785,-11.737506382978609,0.6147137990230684,27,20,0.6103896103896104,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.4x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.4,1800,21600,63,dollar,continuation,exit_by_midnight,-560.9528000000037,-560.9528000000037,-7.285101298701346,-3.643964745368133,-3.9462542257587017,-578.7908000000025,0.1038961038961039,0.2987012987012987,77,23,0.34782608695652173,-24.389252173913203,0.3667343411044513,10,13,0.2987012987012987,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.4x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.4,1800,3600,63,dollar,continuation,exit_by_midnight,-565.2980000000028,-565.2980000000028,-7.341532467532504,-3.332222863619388,-3.6259205507499135,-583.1360000000018,0.18181818181818182,0.4675324675324675,77,36,0.3888888888888889,-15.702722222222304,0.468781774066534,14,22,0.4675324675324675,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=1x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,1.0,1800,3600,63,dollar,continuation,exit_by_midnight,-inf,17.547999999999575,0.22789610389609838,1.8090680674656778,0.0,0.0,0.012987012987012988,0.012987012987012988,77,1,1.0,17.547999999999575,inf,0,1,0.012987012987012988,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=1x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,1.0,1800,21600,63,dollar,continuation,exit_by_midnight,-inf,17.547999999999575,0.22789610389609838,1.8090680674656778,0.0,0.0,0.012987012987012988,0.012987012987012988,77,1,1.0,17.547999999999575,inf,0,1,0.012987012987012988,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=1x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,1.0,1800,3600,63,dollar,reversal,exit_by_midnight,-inf,-22.451999999999572,-0.29158441558441,-1.8090680674658743,0.0,-22.451999999999572,0.0,0.012987012987012988,77,1,0.0,-22.451999999999572,0.0,1,0,0.012987012987012988,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=1x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,1.0,1800,21600,63,dollar,reversal,exit_by_midnight,-inf,-22.451999999999572,-0.29158441558441,-1.8090680674658743,0.0,-22.451999999999572,0.0,0.012987012987012988,77,1,0.0,-22.451999999999572,0.0,1,0,0.012987012987012988,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,dollar_monthly_pnl_objective
a=120s | move=0.25x dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.25,1800,21600,63,dollar,continuation,exit_by_midnight,519.832399999994,519.832399999994,6.839899999999921,1.7393356207228055,2.8543035951348212,-387.4480000000014,0.4473684210526316,0.8026315789473685,76,61,0.5573770491803278,8.521842622950723,1.343600882017,30,31,0.8026315789473685,monthly,total_pnl_cents,2025-11-01,2026-01-31,2026-02-01,2026-02-28,dollar_monthly_pnl_objective
a=120s | move=0.25x dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.25,1800,3600,63,dollar,continuation,exit_by_midnight,518.9963999999939,518.9963999999939,6.828899999999919,1.7353451171956782,2.8415332904913324,-387.4480000000014,0.4605263157894737,0.8289473684210527,76,63,0.5555555555555556,8.238038095237998,1.3398165632586942,31,32,0.8289473684210527,monthly,total_pnl_cents,2025-11-01,2026-01-31,2026-02-01,2026-02-28,dollar_monthly_pnl_objective
a=120s | move=0.4x dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.4,1800,21600,63,dollar,reversal,exit_by_midnight,336.5588000000008,336.5588000000008,4.428405263157906,1.3379489935156001,2.074578561545382,-254.7940000000001,0.3026315789473684,0.5131578947368421,76,39,0.5897435897435898,8.629712820512841,1.3206184215640469,17,22,0.5131578947368421,monthly,total_pnl_cents,2025-11-01,2026-01-31,2026-02-01,2026-02-28,dollar_monthly_pnl_objective
a=120s | move=0.4x dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.4,1800,3600,63,dollar,reversal,exit_by_midnight,269.78719999999976,269.78719999999976,3.5498315789473653,1.030398242778058,1.6044260356701154,-254.79399999999998,0.3684210526315789,0.6710526315789473,76,51,0.5490196078431373,5.289945098039209,1.2149448749388507,26,25,0.6710526315789473,monthly,total_pnl_cents,2025-11-01,2026-01-31,2026-02-01,2026-02-28,dollar_monthly_pnl_objective
