params,delay_s,rarity_percentile,move_window_s,hold_s,signal_mode,bad_hour_rule,trend_filter,vol_filter,time_bucket,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents,cluster_neighbors,cluster_positive_neighbors,cluster_positive_rate,rare_stability_score,run_key,run_label,objective,train_start,train_end,test_start,test_end
a=60s | move>97.5th percentile of recent 900s moves | hold=14400s | reversal | exit_by_midnight,60,97.5,900,14400,reversal,exit_by_midnight,any,any,any,2.896148407365791,170.05920000000194,6.2984888888889605,2.3809268227242026,3.0336404245543056,-127.52760000000029,0.48148148148148145,0.8148148148148148,27,22,0.5909090909090909,7.729963636363726,1.523518097569505,13,9,0.8148148148148148,1,1,1.0,170.05920000000197,1.0000000000000002,85.49720000000026,0.5027496307168285,84.56200000000167,53,26,0.49056603773584906,14.031997463969565,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move>97.5th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,60,97.5,3600,7200,reversal,exit_by_midnight,any,any,any,2.8528596954149847,111.18519999999833,4.117970370370308,2.350452468886285,2.9821403042062644,-142.87080000000327,0.48148148148148145,0.7407407407407407,27,20,0.65,5.5592599999999175,1.5153188728216347,12,8,0.7407407407407407,1,1,1.0,111.18519999999832,0.9999999999999999,46.4972000000002,0.41819594694258677,64.68799999999814,35,25,0.7142857142857143,13.924288266843556,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move>97.5th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,60,97.5,3600,14400,reversal,exit_by_midnight,any,any,any,2.815257810189257,149.18519999999856,5.525377777777725,2.3659678011974874,2.3172470625463064,-116.53880000000005,0.4444444444444444,0.7407407407407407,27,20,0.6,7.459259999999929,1.5912427157377957,12,8,0.7407407407407407,1,1,1.0,149.1851999999986,1.0000000000000002,85.49720000000026,0.573094382016454,63.6879999999983,35,25,0.7142857142857143,13.886686381617828,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move>99th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,300,99.0,3600,7200,reversal,exit_by_midnight,any,any,any,4.851505800117129,145.07119999999753,5.373007407407316,4.211814234655765,6.516971073723108,-40.95000000000066,0.25925925925925924,0.4074074074074074,27,11,0.6363636363636364,13.188290909090684,2.7045542134698692,8,3,0.4074074074074074,1,1,1.0,145.07119999999756,1.0000000000000002,61.41480000000006,0.4233424690772607,83.65639999999748,23,19,0.8260869565217391,13.690636234899738,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move>97.5th percentile of recent 900s moves | hold=21600s | reversal | exit_by_midnight,300,97.5,900,21600,reversal,exit_by_midnight,any,any,any,4.692171505424234,278.69799999999816,10.32214814814808,3.8661839054242386,4.201068496399867,-128.5276000000008,0.48148148148148145,0.7037037037037037,27,19,0.6842105263157895,14.668315789473587,2.051258954814006,11,8,0.7037037037037037,1,1,1.0,278.69799999999816,1.0,76.44039999999991,0.27427681576473606,202.25759999999826,35,20,0.5714285714285714,13.549314362567092,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>97.5th percentile of recent 3600s moves | hold=21600s | reversal | exit_by_midnight,120,97.5,3600,21600,reversal,exit_by_midnight,any,any,any,2.096450372754941,124.74239999999857,4.620088888888836,1.8383332263386558,2.0123498466562877,-178.6548000000015,0.37037037037037035,0.6296296296296297,27,17,0.5882352941176471,7.337788235294031,1.4523133019758556,11,6,0.6296296296296297,1,1,1.0,124.74239999999854,0.9999999999999998,89.49560000000017,0.7174433071674202,35.2467999999984,35,25,0.7142857142857143,13.167878944183512,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>97.5th percentile of recent 3600s moves | hold=3600s | reversal | exit_by_midnight,120,97.5,3600,3600,reversal,exit_by_midnight,any,any,any,2.050371053193152,74.18999999999859,2.7477777777777255,1.6923072271249575,2.344725308541127,-134.30399999999977,0.48148148148148145,0.7407407407407407,27,20,0.65,3.7094999999999287,1.3488103118840784,12,8,0.7407407407407407,1,1,1.0,74.18999999999858,0.9999999999999998,43.59680000000009,0.5876371478636058,30.593199999998504,35,25,0.7142857142857143,13.121799624621723,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move>97.5th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,300,97.5,1800,21600,reversal,exit_by_midnight,any,any,any,2.856195358040881,167.31599999999912,6.196888888888856,2.3774715108344036,2.4143883824328394,-169.65599999999904,0.4074074074074074,0.5925925925925926,27,16,0.6875,10.457249999999949,1.6000335671076695,12,4,0.5925925925925926,1,1,1.0,167.31599999999912,1.0,82.44240000000086,0.49273470558704063,84.87359999999826,35,23,0.6571428571428571,13.041909643755167,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move>97.5th percentile of recent 900s moves | hold=21600s | reversal | exit_by_midnight,60,97.5,900,21600,reversal,exit_by_midnight,any,any,any,4.575648480110484,284.67880000000264,10.543659259259357,3.773745680110481,4.465171050094755,-130.5276000000004,0.4444444444444444,0.7037037037037037,27,19,0.631578947368421,14.983094736842244,2.0070808682129275,11,8,0.7037037037037037,1,1,1.0,284.67880000000264,1.0,93.4636000000008,0.32831247005396935,191.21520000000186,35,19,0.5428571428571428,12.9899341943962,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move>99th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,60,99.0,3600,7200,reversal,exit_by_midnight,any,any,any,4.351530519118481,119.0572000000013,4.4095259259259745,3.7623078431892556,4.726746634035576,-41.59480000000006,0.2962962962962963,0.4074074074074074,27,11,0.7272727272727273,10.823381818181936,2.555156721057928,8,3,0.4074074074074074,1,1,1.0,119.0572000000013,1.0,53.59919999999951,0.45019704814155653,65.45800000000179,23,18,0.782608695652174,12.725443562596743,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>99th percentile of recent 300s moves | hold=14400s | reversal | exit_by_midnight,120,99.0,300,14400,reversal,exit_by_midnight,any,any,any,4.102564752027813,210.96560000000161,7.813540740740801,3.4329928124645814,5.007655046673207,-129.6008000000006,0.48148148148148145,0.8148148148148148,27,22,0.5909090909090909,9.589345454545526,1.8441608952925808,13,9,0.8148148148148148,1,1,1.0,210.9656000000016,0.9999999999999999,79.57760000000003,0.3772065208735425,131.38800000000157,35,19,0.5428571428571428,12.516850466313528,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=60s | move>97.5th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,60,97.5,1800,21600,reversal,exit_by_midnight,any,any,any,2.3936343765857218,149.29919999999845,5.529599999999943,2.0093901636056213,1.960007393159569,-187.6628000000004,0.37037037037037035,0.5925925925925926,27,16,0.625,9.331199999999901,1.4904349882728447,12,4,0.5925925925925926,1,1,1.0,149.29919999999845,1.0,84.44440000000046,0.5656051740397895,64.854799999998,35,22,0.6285714285714286,12.136491519442865,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move>99th percentile of recent 300s moves | hold=14400s | reversal | exit_by_midnight,300,99.0,300,14400,reversal,exit_by_midnight,any,any,any,6.084432548977243,324.9719999999974,12.035999999999904,5.160246548977248,6.627584538837598,-128.60360000000082,0.5925925925925926,0.8148148148148148,27,22,0.7272727272727273,14.77145454545443,2.4490316067711477,13,9,0.8148148148148148,1,1,1.0,324.97199999999737,0.9999999999999998,73.5771999999998,0.22641089078443802,251.39479999999762,23,13,0.5652173913043478,12.132258635933765,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>99th percentile of recent 3600s moves | hold=3600s | reversal | exit_by_midnight,120,99.0,3600,3600,reversal,exit_by_midnight,any,any,any,4.156606770497718,118.0712000000015,4.373007407407463,3.5810941634091082,3.640309509267953,-70.15479999999944,0.25925925925925924,0.4074074074074074,27,11,0.6363636363636364,10.733745454545591,2.4757055368078817,8,3,0.4074074074074074,1,1,1.0,118.07120000000151,1.0000000000000002,50.599600000000116,0.42855158582278724,67.47160000000139,23,17,0.7391304347826086,12.065302422671632,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move>99th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,300,99.0,1800,7200,reversal,exit_by_midnight,any,any,any,1.8516927780543009,69.6083999999997,2.5780888888888778,1.650347824714184,1.767264735802168,-108.08759999999899,0.2962962962962963,0.5185185185185185,27,14,0.5714285714285714,4.9720285714285515,1.4213430504945257,11,3,0.5185185185185185,1,1,1.0,69.6083999999997,1.0,60.41399999999955,0.8679124933197689,9.194400000000158,35,23,0.6571428571428571,12.037407063768589,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move>95th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,300,95.0,1800,14400,reversal,exit_by_midnight,any,any,any,2.638570889822119,169.98559999999839,6.295762962962903,2.2492280798786943,3.156492789192828,-154.57679999999988,0.48148148148148145,0.8148148148148148,27,22,0.5909090909090909,7.7266181818181074,1.4925365695920298,14,8,0.8148148148148148,1,1,1.0,169.98559999999839,1.0,105.44559999999983,0.6203207801131438,64.53999999999856,35,21,0.6,11.93857088982212,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move>99th percentile of recent 3600s moves | hold=21600s | reversal | exit_by_midnight,300,99.0,3600,21600,reversal,exit_by_midnight,any,any,any,4.249426468646426,211.0711999999986,7.817451851851801,3.6752316468740616,3.9173412696714607,-138.58240000000166,0.25925925925925924,0.4074074074074074,27,11,0.6363636363636364,19.18829090909078,2.4845726857621444,8,3,0.4074074074074074,1,1,1.0,211.0711999999986,1.0,99.4227999999996,0.4710391564552637,111.64839999999901,15,15,1.0,11.749426468646426,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move>99th percentile of recent 900s moves | hold=14400s | reversal | exit_by_midnight,300,99.0,900,14400,reversal,exit_by_midnight,any,any,any,0.6743862915887556,43.30839999999824,1.6040148148147495,0.7589822983680832,0.6263594578845102,-118.53960000000038,0.3333333333333333,0.5925925925925926,27,16,0.5625,2.7067749999998885,1.1777425736072566,11,5,0.5925925925925926,1,1,1.0,43.30839999999821,0.9999999999999993,57.413600000000855,1.3256920135586443,-14.105200000002618,35,25,0.7142857142857143,11.745814863017326,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=300s | move>95th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,300,95.0,1800,7200,reversal,exit_by_midnight,any,any,any,2.782255172759723,126.98559999999554,4.703170370370206,2.3055694003937366,3.4211218350785533,-89.89359999999972,0.4074074074074074,0.8148148148148148,27,22,0.5,5.7720727272725245,1.4996804830215045,14,8,0.8148148148148148,1,1,1.0,126.98559999999554,1.0,69.45599999999918,0.5469596552680116,57.529599999996364,35,20,0.5714285714285714,11.63939802990258,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-10-31,2025-11-01,2025-11-30
a=120s | move>99th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,120,99.0,1800,21600,reversal,exit_by_midnight,any,any,any,4.897109150756311,394.86159999999785,7.742384313725448,3.6736161481269374,3.54568341106527,-112.53720000000014,0.27450980392156865,0.37254901960784315,51,19,0.7368421052631579,20.7821894736841,2.4805747993586467,13,6,0.37254901960784315,2,2,1.0,259.63839999999846,0.6575427947412457,87.46079999999986,0.22149735502262144,307.40079999999796,35,25,0.7142857142857143,15.968537722184882,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,120,97.5,3600,14400,reversal,exit_by_midnight,any,any,any,1.9867675622839158,186.6695999999993,3.660188235294104,1.8486050578547066,1.915880559106021,-119.54000000000018,0.3333333333333333,0.6274509803921569,51,32,0.53125,5.833424999999977,1.4688998676718343,20,12,0.6274509803921569,1,2,0.5,204.19000000000042,1.0938578108058366,89.49560000000017,0.4794331803357403,97.17399999999913,53,32,0.6037735849056604,15.692427939642407,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,120,99.0,1800,14400,reversal,exit_by_midnight,any,any,any,2.249719224419613,162.73079999999936,3.1907999999999874,1.6949187020540932,1.631510169196889,-112.53720000000014,0.2549019607843137,0.45098039215686275,51,23,0.5652173913043478,7.075252173913017,1.4821779056757574,17,6,0.45098039215686275,2,2,1.0,149.60120000000086,0.9193170561442667,83.48159999999994,0.513004299124691,79.24919999999942,53,31,0.5849056603773585,15.527077714985651,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,120,99.0,3600,14400,reversal,exit_by_midnight,any,any,any,3.6165693067616895,262.8831999999988,5.154572549019584,3.1693725581159073,3.9146391334954953,-80.52440000000011,0.2549019607843137,0.3333333333333333,51,17,0.7647058823529411,15.463717647058752,2.2054217640908824,12,5,0.3333333333333333,1,2,0.5,285.07120000000026,1.0844025027084332,65.42199999999926,0.24886337354383833,197.46119999999954,35,25,0.7142857142857143,14.687997878190261,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,120,97.5,1800,21600,reversal,exit_by_midnight,any,any,any,1.3299734175535662,153.33599999999782,3.006588235294075,1.3160719340037323,1.4715917314949214,-181.57599999999962,0.3137254901960784,0.5294117647058824,51,27,0.5925925925925926,5.6791111111110295,1.3084888760845792,18,9,0.5294117647058824,1,2,0.5,155.3055999999994,1.0128449940001147,86.44520000000077,0.5637632389002061,66.89079999999706,53,29,0.5471698113207547,13.750728134534699,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>99th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,300,99.0,1800,21600,reversal,exit_by_midnight,any,any,any,4.673894255416204,371.8600000000009,7.291372549019626,3.480104178397968,4.151142206775816,-106.53479999999992,0.27450980392156865,0.37254901960784315,51,19,0.7368421052631579,19.571578947368476,2.2970424669269143,13,6,0.37254901960784315,2,2,1.0,257.64240000000024,0.6928478459635335,73.4855999999998,0.19761630721239073,298.3744000000011,23,17,0.7391304347826086,12.582589907590119,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,120,97.5,3600,7200,reversal,exit_by_midnight,any,any,any,0.8758256877230184,90.66959999999989,1.777835294117645,1.1295483200390275,1.5885506184997105,-170.16039999999808,0.4117647058823529,0.6274509803921569,51,32,0.65625,2.833424999999997,1.2438623972045635,20,12,0.6274509803921569,1,2,0.5,125.1899999999998,1.3807273882315567,56.495599999999634,0.6230930764004661,34.174000000000255,53,27,0.5094339622641509,12.439976631119245,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 3600s moves | hold=21600s | reversal | exit_by_midnight,120,99.0,3600,21600,reversal,exit_by_midnight,any,any,any,3.362151580924037,254.43159999999955,4.988854901960775,2.6182126853497496,3.2921146877712575,-129.5924000000013,0.19607843137254902,0.3137254901960784,51,16,0.625,15.901974999999972,2.081781724921409,11,5,0.3137254901960784,2,2,1.0,227.07120000000043,0.8924646152443362,104.43440000000002,0.41046159360708423,149.9971999999995,23,19,0.8260869565217391,12.201282015706647,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>95th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,120,95.0,1800,14400,reversal,exit_by_midnight,any,any,any,2.1213307597394797,224.66639999999737,4.405223529411713,1.6590997383751898,2.902860798602142,-187.77399999999932,0.43137254901960786,0.7647058823529411,51,39,0.5641025641025641,5.760676923076856,1.3710709649287909,24,15,0.7647058823529411,2,2,1.0,187.96959999999908,0.8366609337221822,143.41359999999938,0.6383402235492315,81.25279999999799,53,23,0.4339622641509434,11.972274155965897,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>97.5th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,300,97.5,3600,14400,reversal,exit_by_midnight,any,any,any,2.4195290238259575,221.6619999999994,4.346313725490185,2.1999952052120353,2.121234692292016,-146.31160000000023,0.39215686274509803,0.6274509803921569,51,32,0.625,6.926937499999981,1.573699804955209,20,12,0.6274509803921569,1,2,0.5,270.1940000000001,1.2189459627721522,71.50280000000019,0.32257581362615323,150.1591999999992,35,21,0.6,11.719529023825958,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>99th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,60,99.0,1800,21600,reversal,exit_by_midnight,any,any,any,4.158753016270036,341.85159999999985,6.702972549019605,3.1234334041206715,3.4692752513831433,-110.53639999999983,0.27450980392156865,0.37254901960784315,51,19,0.7368421052631579,17.992189473684203,2.1330604852929795,13,6,0.37254901960784315,2,2,1.0,268.64120000000094,0.7858415757012723,97.4632,0.2851038286788772,244.38839999999985,23,16,0.6956521739130435,11.6022312771396,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 900s moves | hold=14400s | reversal | exit_by_midnight,120,97.5,900,14400,reversal,exit_by_midnight,any,any,any,1.917372806871375,193.71800000000465,3.7983921568628363,1.3748242104951747,1.7502172177671091,-227.07799999999668,0.43137254901960786,0.803921568627451,51,41,0.5365853658536586,4.7248292682927975,1.281873643872872,22,19,0.803921568627451,2,2,1.0,141.06200000000126,0.7281822029960968,104.49920000000003,0.5394398042515282,89.21880000000462,80,23,0.2875,11.548622806871377,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 3600s moves | hold=21600s | reversal | exit_by_midnight,120,97.5,3600,21600,reversal,exit_by_midnight,any,any,any,1.3454125624074809,137.76839999999748,2.701341176470539,1.1754976399538675,1.5614749324651798,-188.69519999999937,0.29411764705882354,0.5490196078431373,51,28,0.5357142857142857,4.92029999999991,1.2918804718954973,18,10,0.5490196078431373,2,2,1.0,124.74239999999854,0.905450016114006,122.43159999999929,0.888676938978761,15.336799999998192,35,23,0.6571428571428571,11.531126848121767,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>99th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,60,99.0,3600,14400,reversal,exit_by_midnight,any,any,any,4.030905482197539,258.8800000000053,5.076078431372653,3.174339948204945,2.3607232169140815,-91.52880000000006,0.2549019607843137,0.3333333333333333,51,17,0.7647058823529411,15.228235294117955,2.281086944473054,12,5,0.3333333333333333,2,2,1.0,252.05720000000395,0.9736449320148285,66.42160000000119,0.2565729295426446,192.45840000000408,23,16,0.6956521739130435,11.474383743067104,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>99th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,300,99.0,3600,14400,reversal,exit_by_midnight,any,any,any,3.3300002268398683,254.88639999999893,4.997772549019587,2.9354653383951357,3.1658359742906987,-93.95000000000077,0.23529411764705882,0.3333333333333333,51,17,0.7058823529411765,14.99331764705876,2.1057652095295936,12,5,0.3333333333333333,1,2,0.5,279.0711999999986,1.09488462311053,74.4227999999996,0.29198419374278073,180.46359999999933,23,17,0.7391304347826086,11.238695879013783,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 900s moves | hold=21600s | reversal | exit_by_midnight,120,97.5,900,21600,reversal,exit_by_midnight,any,any,any,2.6389403224741472,308.46800000000377,6.048392156862819,2.0664791950391925,2.5371126842057614,-283.46439999999666,0.43137254901960786,0.6666666666666666,51,34,0.6470588235294118,9.072588235294228,1.4995876557142283,18,16,0.6666666666666666,2,2,1.0,296.68200000000024,0.9617918228146732,139.49920000000017,0.4522323223154378,168.9688000000036,53,20,0.37735849056603776,11.204978058323203,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,120,99.0,3600,7200,reversal,exit_by_midnight,any,any,any,2.15117425219183,139.88320000000192,2.7428078431372924,2.038076433472205,1.9463062903535453,-61.54840000000034,0.21568627450980393,0.3333333333333333,51,17,0.6470588235294118,8.228423529411877,1.7169438430755095,12,5,0.3333333333333333,1,2,0.5,162.0712000000027,1.1586180470564047,67.41719999999957,0.48195351550435395,72.46600000000235,35,20,0.5714285714285714,11.008317109334687,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,120,97.5,1800,7200,reversal,exit_by_midnight,any,any,any,-2.0705802138656693,31.04079999999459,0.6086431372547959,0.40937340476321676,0.44570167058728893,-187.12200000000252,0.37254901960784315,0.6862745098039216,51,35,0.5428571428571428,0.8868799999998458,1.0832899542668182,23,12,0.6862745098039216,1,2,0.5,146.69479999999714,4.72587046725673,46.497999999999486,1.4979639700010177,-15.457200000004896,80,31,0.3875,10.910669786134331,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>99th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,300,99.0,1800,14400,reversal,exit_by_midnight,any,any,any,1.413100326608199,140.7348000000009,2.7595058823529586,1.4330380370923061,1.4226485435249352,-108.80119999999938,0.2549019607843137,0.45098039215686275,51,23,0.5652173913043478,6.118904347826126,1.3903795648136115,17,6,0.45098039215686275,1,2,0.5,178.60840000000005,1.2691132541489305,73.4855999999998,0.5221565668192895,67.24920000000108,35,21,0.6,10.713100326608199,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>97.5th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,60,97.5,3600,14400,reversal,exit_by_midnight,any,any,any,0.9565380043976949,116.66319999999969,2.28751372549019,1.178324805656702,1.2253874095728283,-128.3071999999995,0.3333333333333333,0.6274509803921569,51,32,0.53125,3.645724999999991,1.2744357824710266,20,12,0.6274509803921569,1,2,0.5,149.1851999999986,1.2787682834004124,85.49720000000026,0.7328549191176008,31.16599999999943,35,21,0.6,10.256538004397695,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>99th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,60,99.0,1800,14400,reversal,exit_by_midnight,any,any,any,1.3621358527116567,131.72719999999703,2.5828862745097454,1.4007259976609352,1.2675059636739394,-110.53639999999983,0.2549019607843137,0.45098039215686275,51,23,0.5652173913043478,5.727269565217262,1.3857325413734847,17,6,0.45098039215686275,1,2,0.5,157.60519999999855,1.19645145421752,76.48439999999991,0.5806272356810259,55.24279999999712,35,20,0.5714285714285714,10.219278709854514,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>95th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,120,95.0,1800,7200,reversal,exit_by_midnight,any,any,any,2.3493563960601653,154.66639999999705,3.0326745098038637,1.601789832551615,2.1989327948599335,-128.77400000000037,0.35294117647058826,0.7647058823529411,51,39,0.46153846153846156,3.9658051282050533,1.3372433275856404,24,15,0.7647058823529411,2,2,1.0,86.96959999999854,0.5623044177662387,68.41359999999938,0.44233007298288884,86.25279999999768,53,18,0.33962264150943394,10.058790358324316,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>97.5th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,300,97.5,1800,21600,reversal,exit_by_midnight,any,any,any,1.5576361331636996,166.33359999999735,3.26144313725485,1.4602852830225554,1.6954805575421026,-169.65599999999904,0.3333333333333333,0.5294117647058824,51,27,0.6296296296296297,6.160503703703604,1.3461766755271019,18,9,0.5294117647058824,1,2,0.5,167.31599999999912,1.005906202955998,82.44240000000086,0.49564489676170165,83.89119999999649,35,19,0.5428571428571428,9.971921847449416,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>99th percentile of recent 3600s moves | hold=21600s | reversal | exit_by_midnight,300,99.0,3600,21600,reversal,exit_by_midnight,any,any,any,3.2437183261045495,246.4355999999997,4.832070588235289,2.5376131470839867,3.1052302696674317,-138.58240000000166,0.19607843137254902,0.3137254901960784,51,16,0.625,15.40222499999998,2.0992559683117245,11,5,0.3137254901960784,2,2,1.0,211.0711999999986,0.856496382827801,110.43520000000025,0.4481300591310686,136.00039999999944,15,13,0.8666666666666667,9.74371832610455,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
