params,delay_s,rarity_percentile,move_window_s,hold_s,signal_mode,bad_hour_rule,trend_filter,vol_filter,time_bucket,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents,cluster_neighbors,cluster_positive_neighbors,cluster_positive_rate,rare_stability_score,run_key,run_label,objective,train_start,train_end,test_start,test_end
a=300s | move>97.5th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,300,97.5,3600,14400,reversal,exit_by_midnight,any,any,any,1.4320867286855377,197.6359999999995,2.5667012987012923,1.4845594448951394,1.470203311172676,-165.2792,0.3116883116883117,0.5584415584415584,77,43,0.5581395348837209,4.596186046511616,1.395512788185443,26,17,0.5584415584415584,1,3,0.3333333333333333,270.1940000000001,1.3671294703394157,71.50280000000019,0.3617903620797849,126.13319999999932,35,24,0.6857142857142857,12.060658157256967,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>97.5th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,300,97.5,1800,14400,reversal,exit_by_midnight,any,any,any,0.031363811619848414,112.40479999999624,1.4598025974025486,0.7297373340602354,0.8157465042859278,-276.9488000000016,0.2987012987012987,0.5844155844155844,77,45,0.5111111111111111,2.4978844444443604,1.1709229322553607,29,16,0.5844155844155844,2,3,0.6666666666666666,233.36200000000053,2.0760857187594155,90.44240000000069,0.8046133261213374,21.962399999995554,53,28,0.5283018867924528,12.023816641808528,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>99th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,60,99.0,1800,14400,reversal,exit_by_midnight,any,any,any,1.8171550952581248,176.37439999999705,2.290576623376585,1.416527076657705,1.23594189075967,-110.53639999999983,0.2077922077922078,0.36363636363636365,77,28,0.5714285714285714,6.299085714285607,1.443756963013867,19,9,0.36363636363636365,2,3,0.6666666666666666,157.60519999999855,0.8935831957472353,76.48439999999991,0.4336479670519145,99.88999999999714,35,23,0.6571428571428571,12.002869380972411,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>99th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,300,99.0,1800,14400,reversal,exit_by_midnight,any,any,any,1.536703571472159,163.388400000001,2.121927272727286,1.2621554070433418,1.207358972507923,-108.80119999999938,0.2077922077922078,0.36363636363636365,77,28,0.5714285714285714,5.835300000000038,1.3840240302352245,19,9,0.36363636363636365,2,3,0.6666666666666666,178.60840000000005,1.0931522678476497,73.4855999999998,0.44976020329472194,89.9028000000012,35,23,0.6571428571428571,11.722417857186446,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>97.5th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,300,97.5,1800,7200,reversal,exit_by_midnight,any,any,any,1.0032466033914282,120.95159999999404,1.5707999999999227,1.083195059149313,1.2786243694837425,-206.12840000000222,0.3116883116883117,0.5974025974025974,77,46,0.5217391304347826,2.629382608695523,1.2622905173310965,30,16,0.5974025974025974,2,3,0.6666666666666666,157.71039999999567,1.3039133008575614,71.5316000000002,0.5914068106581784,49.41999999999385,53,25,0.4716981132075472,11.710793773202749,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>99th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,60,99.0,1800,21600,reversal,exit_by_midnight,any,any,any,4.061849483748853,394.4599999999996,5.1228571428571374,2.868909953474556,2.651450736537045,-110.53639999999983,0.19480519480519481,0.2597402597402597,77,20,0.75,19.722999999999978,2.307430004799359,13,7,0.2597402597402597,3,3,1.0,268.64120000000094,0.681035339451405,97.4632,0.24708005881458223,296.99679999999955,23,16,0.6956521739130435,11.505327744618418,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>99th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,60,99.0,3600,14400,reversal,exit_by_midnight,any,any,any,3.1094615614901704,253.85200000000455,3.29677922077928,2.522594430784082,1.443753410888781,-91.52880000000006,0.16883116883116883,0.24675324675324675,77,19,0.6842105263157895,13.360631578947606,2.2257081384254764,12,7,0.24675324675324675,2,3,0.6666666666666666,252.05720000000395,0.9929297385878363,66.42160000000119,0.2616548224949971,187.43040000000337,23,18,0.782608695652174,11.483374604968432,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>99th percentile of recent 3600s moves | hold=21600s | reversal | exit_by_midnight,120,99.0,3600,21600,reversal,exit_by_midnight,any,any,any,2.6219857785868044,254.43159999999955,3.3043064935064876,2.1280468830125168,2.180491546445898,-129.5924000000013,0.12987012987012986,0.2077922077922078,77,16,0.625,15.901974999999972,2.081781724921409,11,5,0.2077922077922078,2,3,0.6666666666666666,227.07120000000043,0.8924646152443362,104.43440000000002,0.41046159360708423,149.9971999999995,23,19,0.8260869565217391,11.461116213369415,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>99th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,300,99.0,3600,14400,reversal,exit_by_midnight,any,any,any,2.580823209672531,249.85839999999894,3.244914285714272,2.3323607206864514,1.8960091456038215,-93.95000000000077,0.16883116883116883,0.24675324675324675,77,19,0.6842105263157895,13.150442105263101,2.0454221380203546,12,7,0.24675324675324675,1,3,0.3333333333333333,279.0711999999986,1.1169174220278357,74.4227999999996,0.29785990785180694,175.43559999999934,23,19,0.8260869565217391,11.419953644455141,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>97.5th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,60,97.5,3600,14400,reversal,exit_by_midnight,any,any,any,1.0669725370530738,133.63639999999947,1.7355376623376555,1.0020644994848666,1.0734340194191618,-128.3071999999995,0.2857142857142857,0.5584415584415584,77,43,0.5116279069767442,3.107823255813941,1.2475263369634677,26,17,0.5584415584415584,2,3,0.6666666666666666,149.1851999999986,1.116351532965563,85.49720000000026,0.6397747918980203,48.13919999999921,35,23,0.6571428571428571,11.25268682276736,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>97.5th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,60,97.5,1800,21600,reversal,exit_by_midnight,any,any,any,2.3876601373808115,300.4787999999999,3.902322077922077,1.8249768395343102,1.8419733019899114,-187.6628000000004,0.2597402597402597,0.4025974025974026,77,31,0.6451612903225806,9.69286451612903,1.5615620038095415,19,12,0.4025974025974026,2,3,0.6666666666666666,213.1612000000004,0.7094051227574141,128.52280000000022,0.42772668154958104,171.9559999999997,35,20,0.5714285714285714,11.244802994523669,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>97.5th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,60,97.5,1800,7200,reversal,exit_by_midnight,any,any,any,0.48166029162083424,94.92839999999855,1.2328363636363449,0.8590266944069588,1.0082596871332243,-209.12200000000166,0.2597402597402597,0.5974025974025974,77,46,0.43478260869565216,2.063660869565186,1.194769510312508,30,16,0.5974025974025974,2,3,0.6666666666666666,162.68680000000037,1.713784283733876,65.52919999999997,0.6903013218383642,29.399199999998572,53,25,0.4716981132075472,11.189207461432154,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>97.5th percentile of recent 3600s moves | hold=21600s | reversal | exit_by_midnight,120,97.5,3600,21600,reversal,exit_by_midnight,any,any,any,-0.43077143488432,78.99319999999656,1.0258857142856697,0.5252684383321685,0.6292512704528516,-279.636,0.2077922077922078,0.4155844155844156,77,32,0.5,2.4685374999998935,1.1377655091972412,20,12,0.4155844155844156,2,3,0.6666666666666666,124.74239999999854,1.5791536486685431,122.43159999999929,1.549900497764423,-43.43840000000273,35,26,0.7428571428571429,11.083514279401394,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>97.5th percentile of recent 900s moves | hold=21600s | reversal | exit_by_midnight,60,97.5,900,21600,reversal,exit_by_midnight,any,any,any,3.506576993076744,475.33200000000664,6.173142857142944,2.354372193076729,2.912256623549667,-273.45919999999865,0.36363636363636365,0.5584415584415584,77,43,0.6511627906976745,11.05423255813969,1.6549001086237147,22,21,0.5584415584415584,3,3,1.0,284.67880000000264,0.5989051862698044,137.49999999999986,0.2892714986577759,337.8320000000068,35,17,0.4857142857142857,11.035148421648172,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>95th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,120,95.0,1800,7200,reversal,exit_by_midnight,any,any,any,0.2885555235875657,74.71679999999759,0.9703480519480207,0.5514158625314416,0.8202216554521788,-210.65240000000063,0.3246753246753247,0.7662337662337663,77,59,0.423728813559322,1.266386440677925,1.1054801188565595,34,25,0.7662337662337663,2,3,0.6666666666666666,86.96959999999854,1.1639898925007675,68.41359999999938,0.9156387853869756,6.303199999998213,53,25,0.4716981132075472,10.996102693398885,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>95th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,60,95.0,1800,14400,reversal,exit_by_midnight,any,any,any,2.781322322823831,347.71199999999936,4.515740259740252,1.8436013578321155,3.091369508506718,-182.775200000001,0.4155844155844156,0.7662337662337663,77,59,0.5423728813559322,5.8934237288135485,1.4091655570037251,34,25,0.7662337662337663,3,3,1.0,173.967999999999,0.5003221056506514,145.4135999999997,0.4182012700165653,202.29839999999967,35,18,0.5142857142857142,10.752750894252404,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>97.5th percentile of recent 900s moves | hold=21600s | reversal | exit_by_midnight,300,97.5,900,21600,reversal,exit_by_midnight,any,any,any,2.7797746395960488,405.34959999999865,5.264280519480502,2.076319494684101,2.493055659719929,-288.4691999999986,0.36363636363636365,0.5584415584415584,77,43,0.6511627906976745,9.426734883720899,1.5631432356615362,22,21,0.5584415584415584,2,3,0.6666666666666666,278.69799999999816,0.6875497101761026,137.49999999999986,0.33921336051645373,267.84959999999876,35,18,0.5142857142857142,10.75120321102462,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>97.5th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,60,97.5,1800,14400,reversal,exit_by_midnight,any,any,any,-1.7701050825249631,64.38119999999664,0.8361194805194369,0.3886230262050543,0.44944916968167326,-334.9484,0.2857142857142857,0.5844155844155844,77,45,0.4888888888888889,1.4306933333332577,1.0852610969791747,29,16,0.5844155844155844,2,3,0.6666666666666666,244.35839999999908,3.795493094257514,105.44439999999983,1.6378135232025084,-41.06320000000319,53,29,0.5471698113207547,10.650649634456169,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>95th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,120,95.0,1800,21600,reversal,exit_by_midnight,any,any,any,1.8143351403283825,278.47519999999747,3.6165610389610063,1.3155101071063309,1.4389236048106573,-260.494000000001,0.36363636363636365,0.6363636363636364,77,49,0.5714285714285714,5.683167346938725,1.3197315714880071,26,23,0.6363636363636364,2,3,0.6666666666666666,161.1488000000021,0.5786827695967309,124.52440000000031,0.4471651335558838,153.95079999999717,35,19,0.5428571428571428,10.228620854614098,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>99th percentile of recent 900s moves | hold=14400s | reversal | exit_by_midnight,120,99.0,900,14400,reversal,exit_by_midnight,any,any,any,-1.3604604566125715,24.085600000000838,0.3128000000000109,0.17893524162366883,0.1353984412969709,-153.40200000000166,0.23376623376623376,0.44155844155844154,77,34,0.5294117647058824,0.7084000000000247,1.0470128779089283,21,13,0.44155844155844154,2,3,0.6666666666666666,39.82280000000073,1.6533862556880188,69.5308000000006,2.8868203407844595,-45.44519999999976,53,27,0.5094339622641509,10.203690486783655,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>97.5th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,300,97.5,3600,7200,reversal,exit_by_midnight,any,any,any,0.06888037823329093,87.63599999999937,1.1381298701298619,0.7704242346941123,0.9263352955834172,-118.1495999999991,0.2987012987012987,0.5584415584415584,77,43,0.5348837209302325,2.038046511627892,1.1776843853631958,26,17,0.5584415584415584,1,3,0.3333333333333333,170.19399999999865,1.942055776165045,66.52960000000049,0.759158336756595,21.106399999998885,35,22,0.6285714285714286,9.811737521090434,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>97.5th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,60,97.5,3600,7200,reversal,exit_by_midnight,any,any,any,0.6498557774254973,91.63640000000005,1.1900831168831176,0.8589869555302626,0.9598431631722626,-175.15920000000273,0.3246753246753247,0.5584415584415584,77,43,0.5813953488372093,2.131079069767442,1.2077244618537222,26,17,0.5584415584415584,2,3,0.6666666666666666,111.18519999999832,1.2133300740753483,78.53440000000023,0.8570218821341758,13.10199999999982,35,20,0.5714285714285714,9.506998634568355,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>95th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,300,95.0,1800,14400,reversal,exit_by_midnight,any,any,any,1.2382997787162087,205.73519999999766,2.671885714285684,1.0620835381584532,1.7580670672709584,-161.77200000000022,0.38961038961038963,0.7662337662337663,77,59,0.5084745762711864,3.4870372881355545,1.2198252042197473,34,25,0.7662337662337663,2,3,0.6666666666666666,169.98559999999839,0.8262348883419091,143.41320000000007,0.6970766305425697,62.32199999999759,35,18,0.5142857142857142,9.209728350144779,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>99th percentile of recent 3600s moves | hold=21600s | reversal | exit_by_midnight,300,99.0,3600,21600,reversal,exit_by_midnight,any,any,any,2.519222398725366,246.4355999999997,3.200462337662334,2.0631172197048033,2.0567109578316756,-138.58240000000166,0.12987012987012986,0.2077922077922078,77,16,0.625,15.40222499999998,2.0992559683117245,11,5,0.2077922077922078,2,3,0.6666666666666666,211.0711999999986,0.856496382827801,110.43520000000025,0.4481300591310686,136.00039999999944,15,13,0.8666666666666667,9.019222398725367,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>97.5th percentile of recent 3600s moves | hold=3600s | reversal | exit_by_midnight,120,97.5,3600,3600,reversal,exit_by_midnight,any,any,any,1.3744876495917286,110.63799999999831,1.436857142857121,1.1754626623432358,1.460250653262476,-182.59280000000103,0.3246753246753247,0.5584415584415584,77,43,0.5813953488372093,2.572976744186008,1.2932647552159793,26,17,0.5584415584415584,2,3,0.6666666666666666,74.18999999999858,0.6705652669064852,73.53240000000051,0.6646215585965186,37.10559999999781,35,17,0.4857142857142857,8.903059078163157,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>99th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,60,99.0,3600,7200,reversal,exit_by_midnight,any,any,any,1.355927956878799,113.85200000000188,1.4785974025974271,1.4033743798278853,0.9789160417006492,-65.55000000000025,0.14285714285714285,0.24675324675324675,77,19,0.5789473684210527,5.99221052631589,1.5834554716246265,12,7,0.24675324675324675,1,3,0.3333333333333333,119.0572000000013,1.0457190036187272,64.41840000000089,0.5658082422794489,49.43360000000099,23,16,0.6956521739130435,8.799406217748365,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>99th percentile of recent 3600s moves | hold=21600s | reversal | exit_by_midnight,60,99.0,3600,21600,reversal,exit_by_midnight,any,any,any,2.5988848531156954,246.4300000000033,3.2003896103896534,2.1000906873079526,1.7976623880715443,-140.59600000000054,0.12987012987012986,0.2077922077922078,77,16,0.625,15.401875000000203,2.1398748510572223,11,5,0.2077922077922078,2,3,0.6666666666666666,185.05720000000167,0.7509524002759371,112.43400000000057,0.45625126810858685,133.99600000000274,15,12,0.8,8.598884853115695,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>99th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,300,99.0,3600,7200,reversal,exit_by_midnight,any,any,any,0.6665396936752218,94.85839999999926,1.2319272727272632,1.0846802522374563,0.9493248825106131,-77.98479999999927,0.14285714285714285,0.24675324675324675,77,19,0.5789473684210527,4.992547368421013,1.3885085378300406,12,7,0.24675324675324675,1,3,0.3333333333333333,145.07119999999756,1.5293447918159981,67.41840000000029,0.7107267253084684,27.439999999998975,23,17,0.7391304347826086,8.575235345849135,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>95th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,300,95.0,1800,21600,reversal,exit_by_midnight,any,any,any,2.471981305040427,333.49040000000286,4.331044155844193,1.5653205202780385,1.6972884547035607,-242.57679999999945,0.4025974025974026,0.6363636363636364,77,49,0.6326530612244898,6.805926530612305,1.3859051129791462,26,23,0.6363636363636364,3,3,1.0,155.14400000000046,0.465212791732533,126.52359999999992,0.37939203047523656,206.96680000000293,23,13,0.5652173913043478,8.519807391996949,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>95th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,60,95.0,1800,7200,reversal,exit_by_midnight,any,any,any,0.18559290185858612,69.71199999999718,0.9053506493506127,0.5110357870548681,0.7441496804153374,-205.6531999999995,0.35064935064935066,0.7662337662337663,77,59,0.4576271186440678,1.181559322033849,1.0974426613006425,34,25,0.7662337662337663,2,3,0.6666666666666666,80.6956000000002,1.157556805141202,71.45759999999949,1.0250401652513539,-1.7456000000023124,35,18,0.5142857142857142,8.157021473287157,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>97.5th percentile of recent 900s moves | hold=7200s | reversal | exit_by_midnight,120,97.5,900,7200,reversal,exit_by_midnight,any,any,any,-1.061258145265231,44.89799999999897,0.5830909090908958,0.309913777867245,0.38971876881856665,-252.35199999999867,0.35064935064935066,0.7532467532467533,77,58,0.46551724137931033,0.7741034482758443,1.0608989905237465,31,27,0.7532467532467533,2,3,0.6666666666666666,114.06199999999886,2.5404695086641156,69.5308000000006,1.5486391376008326,-24.632800000001623,80,22,0.275,8.151241854734769,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>99th percentile of recent 3600s moves | hold=3600s | reversal | exit_by_midnight,120,99.0,3600,3600,reversal,exit_by_midnight,any,any,any,1.5860360178585025,108.85599999999857,1.4137142857142673,1.6212659973102777,1.2478312488007655,-102.00000000000134,0.14285714285714285,0.24675324675324675,77,19,0.5789473684210527,5.729263157894664,1.675550215717305,12,7,0.24675324675324675,1,3,0.3333333333333333,118.07120000000151,1.0846549570074508,50.599600000000116,0.46483060189609005,58.25639999999846,23,14,0.6086956521739131,8.099079496119373,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>95th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,60,95.0,1800,21600,reversal,exit_by_midnight,any,any,any,2.3554080336235614,313.4728000000018,4.071075324675348,1.4816404717492244,1.589880692243332,-248.88199999999992,0.38961038961038963,0.6363636363636364,77,49,0.6122448979591837,6.397404081632691,1.3653987376505499,26,23,0.6363636363636364,3,3,1.0,161.15120000000067,0.5140835185700314,119.41359999999989,0.38093767625133407,194.05920000000194,23,12,0.5217391304347826,7.938016729275736,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>97.5th percentile of recent 3600s moves | hold=21600s | continuation | exit_by_midnight,120,97.5,3600,21600,continuation,exit_by_midnight,any,any,any,1.4606399258467504,242.92839999999737,3.1964263157894393,1.3108736834708117,1.1986838221625162,-233.33160000000052,0.25,0.42105263157894735,76,32,0.59375,7.591512499999919,1.372743012614389,19,13,0.42105263157894735,2,3,0.6666666666666666,272.67759999999544,1.1224607744504076,127.27959999999972,0.5239387407977045,115.64879999999765,35,12,0.34285714285714286,6.774925640132466,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>99th percentile of recent 3600s moves | hold=14400s | continuation | exit_by_midnight,120,99.0,3600,14400,continuation,exit_by_midnight,any,any,any,2.2966291703457515,189.39840000000044,2.4920842105263215,2.096869001031536,1.8158045119090338,-72.61399999999843,0.18421052631578946,0.3026315789473684,76,23,0.6086956521739131,8.234713043478278,1.83876899203384,16,7,0.3026315789473684,1,3,0.3333333333333333,200.61359999999863,1.0592148613715753,63.40759999999966,0.3347842431615025,125.99080000000077,35,8,0.22857142857142856,5.839486313202895,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>97.5th percentile of recent 3600s moves | hold=21600s | continuation | exit_by_midnight,60,97.5,3600,21600,continuation,exit_by_midnight,any,any,any,1.4788846066547485,240.92239999999987,3.1700315789473668,1.3219194675726196,1.2388578742209375,-217.27800000000073,0.25,0.42105263157894735,76,32,0.59375,7.528824999999999,1.3777788231456964,19,13,0.42105263157894735,2,3,0.6666666666666666,273.6744000000002,1.1359441878380772,126.27839999999921,0.524145533997666,114.64400000000066,23,9,0.391304347826087,5.665841128393879,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>95th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,120,95.0,1800,14400,reversal,exit_by_midnight,any,any,any,1.4096891833989609,205.56760000000057,2.7048368421052706,0.9645074811486037,2.2298239559653945,-207.36279999999792,0.34210526315789475,0.7631578947368421,76,58,0.4482758620689655,3.544268965517251,1.1949544364435618,31,27,0.7631578947368421,3,3,1.0,143.0504000000023,0.695880090053111,143.41359999999938,0.697646905446184,62.15400000000119,53,9,0.16981132075471697,5.264406164531036,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>99th percentile of recent 3600s moves | hold=14400s | continuation | exit_by_midnight,300,99.0,3600,14400,continuation,exit_by_midnight,any,any,any,2.868433090921275,220.4140000000042,2.900184210526371,2.5988372617888165,2.4173895987873597,-70.61159999999954,0.21052631578947367,0.3026315789473684,76,23,0.6956521739130435,9.58321739130453,2.0870298549272364,16,7,0.3026315789473684,1,3,0.3333333333333333,231.62680000000455,1.0508715417350991,62.592400000000566,0.2839765169181603,157.82160000000363,23,5,0.21739130434782608,5.194520047443015,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>97.5th percentile of recent 3600s moves | hold=21600s | continuation | exit_by_midnight,300,97.5,3600,21600,continuation,exit_by_midnight,any,any,any,1.5338430361028,235.91360000000304,3.1041263157895136,1.318150617389493,1.2279987310770033,-225.32559999999998,0.25,0.42105263157894735,76,32,0.59375,7.372300000000093,1.3681980157471691,19,13,0.42105263157894735,2,3,0.6666666666666666,244.66880000000168,1.0371118918112332,118.28199999999937,0.5013784707621682,117.63160000000367,23,7,0.30434782608695654,4.790364775233235,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>99th percentile of recent 3600s moves | hold=21600s | continuation | exit_by_midnight,120,99.0,3600,21600,continuation,exit_by_midnight,any,any,any,0.7970839163992138,158.5788,2.086563157894737,1.0876757569983306,0.5800871410136914,-210.91879999999952,0.14473684210526316,0.25,76,19,0.5789473684210527,8.346252631578949,1.4339854384714636,13,6,0.25,1,3,0.3333333333333333,211.21839999999918,1.3319460104377079,88.46439999999966,0.5578576707605283,70.11440000000034,23,8,0.34782608695652173,4.5188230468339965,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>95th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,60,95.0,1800,14400,reversal,exit_by_midnight,any,any,any,1.5047367126962674,209.57200000000117,2.757526315789489,0.9937158460843093,2.264216939707561,-195.36599999999956,0.34210526315789475,0.7631578947368421,76,58,0.4482758620689655,3.6133103448276063,1.2012325218303086,31,27,0.7631578947368421,3,3,1.0,112.04840000000065,0.5346534842440785,145.4135999999997,0.6938598667760907,64.15840000000148,35,6,0.17142857142857143,4.161879569839125,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>97.5th percentile of recent 3600s moves | hold=14400s | continuation | exit_by_midnight,120,97.5,3600,14400,continuation,exit_by_midnight,any,any,any,-1.4269701266030879,45.06359999999699,0.5929421052631183,0.3552239874189741,0.4192785587631952,-149.02759999999992,0.3026315789473684,0.5526315789473685,76,42,0.5476190476190477,1.0729428571427857,1.079097802429256,24,18,0.5526315789473685,1,3,0.3333333333333333,132.61559999999525,2.9428540995394092,74.5959999999996,1.6553493285047043,-29.532400000002617,53,13,0.24528301886792453,4.140954401698799,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
