Time,Time,%BRN 1!-ICE.Price,%BRN 1!-ICE.Size,%BRN 1!-ICE.Conditions
2025-10-21 00:00:00,2025-10-21T00:00:00,60.83,1,SetByBid
2025-10-21 00:00:00,2025-10-21T00:00:00,60.83,1,SetByBid
2025-10-21 00:00:00,2025-10-21T00:00:00,60.83,1,SetByBid
2025-10-21 00:00:20,2025-10-21T00:00:20,60.84,1,SetByBid
2025-10-21 00:01:16,2025-10-21T00:01:16,60.83,1,SetByAsk
2025-10-21 00:01:29,2025-10-21T00:01:29,60.83,1,SetByAsk
2025-10-21 00:01:46,2025-10-21T00:01:46,60.84,3,SetByAsk
2025-10-21 00:02:58,2025-10-21T00:02:58,60.85,1,SetByBid
2025-10-21 00:02:58,2025-10-21T00:02:58,60.85,1,SetByBid
2025-10-21 00:02:58,2025-10-21T00:02:58,60.85,3,SetByBid
2025-10-21 00:02:58,2025-10-21T00:02:58,60.85,1,SetByBid
2025-10-21 00:02:58,2025-10-21T00:02:58,60.85,3,SetByBid
2025-10-21 00:02:58,2025-10-21T00:02:58,60.85,1,SetByBid
2025-10-21 00:02:58,2025-10-21T00:02:58,60.85,1,SetByBid
2025-10-21 00:02:58,2025-10-21T00:02:58,60.84,2,SetByAsk
2025-10-21 00:02:58,2025-10-21T00:02:58,60.85,1,SetByAsk
2025-10-21 00:02:58,2025-10-21T00:02:58,60.85,1,SetByAsk
2025-10-21 00:02:58,2025-10-21T00:02:58,60.85,1,SetByBid
2025-10-21 00:02:58,2025-10-21T00:02:58,60.85,1,SetByBid
2025-10-21 00:03:00,2025-10-21T00:03:00,60.86,1,SetByAsk
2025-10-21 00:03:01,2025-10-21T00:03:01,60.86,1,SetByBid
2025-10-21 00:03:01,2025-10-21T00:03:01,60.86,1,SetByBid
2025-10-21 00:03:01,2025-10-21T00:03:01,60.86,1,SetByBid
2025-10-21 00:03:31,2025-10-21T00:03:31,60.86,2,SetByBid
2025-10-21 00:04:00,2025-10-21T00:04:00,60.84,1,SetByAsk
2025-10-21 00:04:00,2025-10-21T00:04:00,60.84,1,SetByAsk
2025-10-21 00:04:00,2025-10-21T00:04:00,60.84,1,SetByAsk
2025-10-21 00:04:00,2025-10-21T00:04:00,60.84,2,SetByAsk
2025-10-21 00:04:00,2025-10-21T00:04:00,60.84,1,SetByAsk
2025-10-21 00:04:00,2025-10-21T00:04:00,60.84,1,SetByBid
2025-10-21 00:04:02,2025-10-21T00:04:02,60.84,1,SetByBid
2025-10-21 00:04:02,2025-10-21T00:04:02,60.84,1,SetByAsk
2025-10-21 00:04:02,2025-10-21T00:04:02,60.84,1,SetByAsk
2025-10-21 00:04:02,2025-10-21T00:04:02,60.84,1,SetByAsk
2025-10-21 00:04:04,2025-10-21T00:04:04,60.85,1,SetByBid
2025-10-21 00:04:04,2025-10-21T00:04:04,60.85,2,SetByBid
2025-10-21 00:04:04,2025-10-21T00:04:04,60.85,3,SetByBid
2025-10-21 00:05:54,2025-10-21T00:05:54,60.85,1,SetByBid
2025-10-21 00:06:27,2025-10-21T00:06:27,60.85,1,SetByBid
2025-10-21 00:06:27,2025-10-21T00:06:27,60.85,2,SetByBid
2025-10-21 00:06:27,2025-10-21T00:06:27,60.85,1,SetByBid
2025-10-21 00:07:03,2025-10-21T00:07:03,60.85,1,SetByBid
2025-10-21 00:07:10,2025-10-21T00:07:10,60.85,1,SetByBid
2025-10-21 00:07:26,2025-10-21T00:07:26,60.85,1,SetByBid
2025-10-21 00:07:26,2025-10-21T00:07:26,60.85,1,SetByBid
2025-10-21 00:07:32,2025-10-21T00:07:32,60.85,1,SetByBid
2025-10-21 00:08:27,2025-10-21T00:08:27,60.84,1,SetByAsk
2025-10-21 00:09:04,2025-10-21T00:09:04,60.84,1,SetByBid
2025-10-21 00:09:04,2025-10-21T00:09:04,60.84,2,SetByBid
2025-10-21 00:09:04,2025-10-21T00:09:04,60.84,1,SetByBid
2025-10-21 00:09:04,2025-10-21T00:09:04,60.84,1,SetByBid
2025-10-21 00:09:04,2025-10-21T00:09:04,60.84,1,SetByBid
2025-10-21 00:09:04,2025-10-21T00:09:04,60.84,3,SetByBid
2025-10-21 00:09:04,2025-10-21T00:09:04,60.84,4,SetByBid
2025-10-21 00:09:04,2025-10-21T00:09:04,60.84,1,SetByBid
