Time,Time,%BRN 1!-ICE.Price,%BRN 1!-ICE.Size,%BRN 1!-ICE.Conditions
2025-11-27 00:00:00,2025-11-27T00:00:00,62.48,1.0,SetByAsk
2025-11-27 00:00:00,2025-11-27T00:00:00,62.48,1.0,SetByAsk
2025-11-27 00:00:04,2025-11-27T00:00:04,62.48,1.0,SetByAsk
2025-11-27 00:00:04,2025-11-27T00:00:04,62.48,1.0,SetByAsk
2025-11-27 00:00:04,2025-11-27T00:00:04,62.48,1.0,SetByAsk
2025-11-27 00:00:04,2025-11-27T00:00:04,62.48,1.0,SetByAsk
2025-11-27 00:00:04,2025-11-27T00:00:04,62.48,1.0,SetByAsk
2025-11-27 00:00:04,2025-11-27T00:00:04,62.48,1.0,SetByAsk
2025-11-27 00:00:05,2025-11-27T00:00:05,62.48,1.0,SetByBid
2025-11-27 00:00:05,2025-11-27T00:00:05,62.48,1.0,SetByBid
2025-11-27 00:00:08,2025-11-27T00:00:08,62.48,1.0,SetByBid
2025-11-27 00:00:08,2025-11-27T00:00:08,62.48,4.0,SetByBid
2025-11-27 00:00:08,2025-11-27T00:00:08,62.48,2.0,SetByBid
2025-11-27 00:00:08,2025-11-27T00:00:08,62.48,3.0,SetByBid
2025-11-27 00:00:08,2025-11-27T00:00:08,62.48,2.0,SetByBid
2025-11-27 00:00:08,2025-11-27T00:00:08,62.48,3.0,SetByBid
2025-11-27 00:00:08,2025-11-27T00:00:08,62.48,1.0,SetByAsk
2025-11-27 00:00:08,2025-11-27T00:00:08,62.48,1.0,SetByBid
2025-11-27 00:00:11,2025-11-27T00:00:11,62.47,1.0,SetByAsk
2025-11-27 00:00:11,2025-11-27T00:00:11,62.47,1.0,SetByAsk
2025-11-27 00:00:18,2025-11-27T00:00:18,62.48,1.0,SetByBid
2025-11-27 00:00:18,2025-11-27T00:00:18,62.48,1.0,SetByBid
2025-11-27 00:00:18,2025-11-27T00:00:18,62.48,1.0,SetByBid
2025-11-27 00:00:18,2025-11-27T00:00:18,62.48,1.0,SetByBid
