Time,Time,%BRN 1!-ICE.Price,%BRN 1!-ICE.Size,%BRN 1!-ICE.Conditions
2025-10-28 00:00:00,2025-10-28T00:00:00,65.02,3,SetByAsk
2025-10-28 00:00:00,2025-10-28T00:00:00,65.02,3,SetByAsk
2025-10-28 00:00:01,2025-10-28T00:00:01,65.02,1,SetByAsk
2025-10-28 00:00:04,2025-10-28T00:00:04,65.02,1,SetByBid
2025-10-28 00:00:04,2025-10-28T00:00:04,65.02,3,SetByBid
2025-10-28 00:00:04,2025-10-28T00:00:04,65.02,1,SetByBid
2025-10-28 00:00:04,2025-10-28T00:00:04,65.02,1,SetByAsk
2025-10-28 00:00:04,2025-10-28T00:00:04,65.02,1,SetByAsk
2025-10-28 00:00:04,2025-10-28T00:00:04,65.01,1,SetByAsk
2025-10-28 00:00:04,2025-10-28T00:00:04,65.02,1,SetByBid
2025-10-28 00:00:04,2025-10-28T00:00:04,65.02,1,SetByBid
2025-10-28 00:00:17,2025-10-28T00:00:17,65.01,1,SetByAsk
2025-10-28 00:00:17,2025-10-28T00:00:17,65.01,2,SetByAsk
2025-10-28 00:00:17,2025-10-28T00:00:17,65.01,1,SetByAsk
2025-10-28 00:00:30,2025-10-28T00:00:30,65.01,1,SetByBid
2025-10-28 00:00:30,2025-10-28T00:00:30,65.01,1,SetByBid
2025-10-28 00:00:46,2025-10-28T00:00:46,65.01,1,SetByBid
2025-10-28 00:00:47,2025-10-28T00:00:47,65.01,1,SetByBid
2025-10-28 00:00:48,2025-10-28T00:00:48,65.01,2,SetByAsk
2025-10-28 00:00:48,2025-10-28T00:00:48,65.01,1,SetByAsk
2025-10-28 00:00:48,2025-10-28T00:00:48,65.01,1,SetByAsk
2025-10-28 00:00:54,2025-10-28T00:00:54,64.99,1,SetByAsk
2025-10-28 00:00:54,2025-10-28T00:00:54,64.99,1,SetByAsk
2025-10-28 00:00:54,2025-10-28T00:00:54,64.99,1,SetByAsk
2025-10-28 00:00:54,2025-10-28T00:00:54,65.0,1,SetByBid
2025-10-28 00:01:00,2025-10-28T00:01:00,64.99,1,SetByAsk
2025-10-28 00:01:41,2025-10-28T00:01:41,64.98,1,SetByAsk
2025-10-28 00:02:28,2025-10-28T00:02:28,64.98,1,SetByAsk
2025-10-28 00:02:28,2025-10-28T00:02:28,64.98,1,SetByAsk
2025-10-28 00:02:28,2025-10-28T00:02:28,64.98,1,SetByAsk
2025-10-28 00:02:40,2025-10-28T00:02:40,64.97,1,SetByBid
2025-10-28 00:02:40,2025-10-28T00:02:40,64.97,3,SetByBid
2025-10-28 00:02:40,2025-10-28T00:02:40,64.97,1,SetByBid
2025-10-28 00:02:41,2025-10-28T00:02:41,64.97,1,SetByBid
2025-10-28 00:02:41,2025-10-28T00:02:41,64.97,1,SetByBid
2025-10-28 00:02:41,2025-10-28T00:02:41,64.97,1,SetByBid
2025-10-28 00:02:42,2025-10-28T00:02:42,64.97,1,SetByBid
2025-10-28 00:02:42,2025-10-28T00:02:42,64.97,1,SetByBid
2025-10-28 00:02:42,2025-10-28T00:02:42,64.97,1,SetByBid
2025-10-28 00:02:43,2025-10-28T00:02:43,64.97,1,SetByBid
2025-10-28 00:02:44,2025-10-28T00:02:44,64.98,3,SetByBid
2025-10-28 00:02:44,2025-10-28T00:02:44,64.98,1,SetByBid
2025-10-28 00:02:44,2025-10-28T00:02:44,64.97,2,SetByAsk
