Time,%BRN 1!-ICE.Price,%BRN 1!-ICE.Size,%BRN 1!-ICE.Conditions
2026-03-25T00:00:00,103.8,1.0,SetByBid
2026-03-25T00:00:00,103.8,1.0,SetByBid
2026-03-25T00:00:20,103.79,1.0,SetByAsk
2026-03-25T00:00:25,103.79,1.0,SetByAsk
2026-03-25T00:00:25,103.79,1.0,SetByAsk
2026-03-25T00:00:25,103.79,1.0,SetByAsk
2026-03-25T00:00:40,103.81,1.0,SetByBid
2026-03-25T00:00:40,103.81,1.0,SetByBid
2026-03-25T00:00:40,103.81,1.0,SetByBid
2026-03-25T00:01:07,103.8,1.0,SetByBid
2026-03-25T00:01:21,103.78,1.0,SetByAsk
2026-03-25T00:01:30,103.78,1.0,SetByAsk
2026-03-25T00:01:36,103.78,1.0,SetByAsk
2026-03-25T00:01:37,103.78,1.0,SetByAsk
2026-03-25T00:01:37,103.78,1.0,SetByAsk
2026-03-25T00:01:37,103.78,1.0,SetByAsk
2026-03-25T00:01:37,103.78,2.0,SetByAsk
2026-03-25T00:01:37,103.78,1.0,SetByAsk
2026-03-25T00:01:37,103.77,1.0,SetByAsk
2026-03-25T00:01:44,103.79,1.0,SetByBid
2026-03-25T00:01:44,103.79,1.0,SetByBid
2026-03-25T00:01:44,103.79,1.0,SetByBid
2026-03-25T00:02:04,103.78,1.0,SetByAsk
2026-03-25T00:02:04,103.78,1.0,SetByAsk
2026-03-25T00:02:21,103.77,1.0,SetByAsk
2026-03-25T00:02:22,103.76,1.0,SetByAsk
2026-03-25T00:02:29,103.78,1.0,SetByBid
2026-03-25T00:02:29,103.78,1.0,SetByBid
2026-03-25T00:02:36,103.8,1.0,SetByBid
2026-03-25T00:02:39,103.81,1.0,SetByBid
2026-03-25T00:02:39,103.83,1.0,SetByBid
2026-03-25T00:02:39,103.83,1.0,SetByBid
2026-03-25T00:02:49,103.83,1.0,SetByBid
2026-03-25T00:02:52,103.84,1.0,SetByAsk
2026-03-25T00:03:12,103.76,1.0,SetByAsk
2026-03-25T00:03:12,103.76,1.0,SetByAsk
2026-03-25T00:03:12,103.76,1.0,SetByAsk
2026-03-25T00:03:12,103.76,1.0,SetByAsk
2026-03-25T00:03:12,103.76,1.0,SetByAsk
2026-03-25T00:03:12,103.75,1.0,SetByAsk
2026-03-25T00:03:12,103.75,1.0,SetByAsk
2026-03-25T00:03:12,103.75,1.0,SetByAsk
2026-03-25T00:03:12,103.75,1.0,SetByAsk
2026-03-25T00:03:12,103.76,1.0,SetByBid
2026-03-25T00:03:12,103.76,1.0,SetByAsk
2026-03-25T00:03:12,103.75,1.0,SetByAsk
2026-03-25T00:03:16,103.76,1.0,SetByAsk
2026-03-25T00:03:16,103.75,1.0,SetByAsk
2026-03-25T00:03:16,103.75,1.0,SetByAsk
2026-03-25T00:03:16,103.75,1.0,SetByAsk
2026-03-25T00:03:16,103.75,1.0,SetByAsk
2026-03-25T00:03:16,103.75,1.0,SetByAsk
2026-03-25T00:03:16,103.76,4.0,SetByBid
2026-03-25T00:03:16,103.76,1.0,SetByBid
2026-03-25T00:03:16,103.76,1.0,SetByBid
2026-03-25T00:03:16,103.75,1.0,SetByAsk
2026-03-25T00:03:20,103.78,1.0,SetByBid
2026-03-25T00:03:20,103.78,1.0,SetByBid
2026-03-25T00:03:20,103.78,1.0,SetByBid
2026-03-25T00:03:20,103.78,1.0,SetByBid
2026-03-25T00:03:21,103.78,1.0,SetByAsk
2026-03-25T00:03:24,103.79,1.0,SetByAsk
2026-03-25T00:03:34,103.79,3.0,SetByAsk
2026-03-25T00:03:51,103.76,1.0,SetByAsk
2026-03-25T00:04:10,103.75,1.0,SetByAsk
2026-03-25T00:04:10,103.75,1.0,SetByAsk
2026-03-25T00:04:10,103.75,1.0,SetByAsk
2026-03-25T00:04:10,103.75,1.0,SetByAsk
2026-03-25T00:04:10,103.75,1.0,SetByAsk
2026-03-25T00:04:10,103.75,1.0,SetByAsk
2026-03-25T00:04:10,103.75,1.0,SetByAsk
2026-03-25T00:04:10,103.75,1.0,SetByAsk
2026-03-25T00:04:11,103.73,1.0,SetByAsk
2026-03-25T00:04:11,103.73,1.0,SetByAsk
2026-03-25T00:04:11,103.73,1.0,SetByAsk
2026-03-25T00:04:11,103.73,2.0,SetByAsk
2026-03-25T00:04:11,103.7,1.0,SetByAsk
2026-03-25T00:04:11,103.69,1.0,SetByAsk
2026-03-25T00:04:11,103.69,1.0,SetByAsk
2026-03-25T00:04:17,103.68,1.0,SetByBid
2026-03-25T00:04:17,103.68,1.0,SetByBid
2026-03-25T00:04:17,103.68,1.0,SetByBid
2026-03-25T00:04:21,103.67,1.0,SetByAsk
2026-03-25T00:04:38,103.67,1.0,SetByAsk
2026-03-25T00:04:42,103.66,1.0,SetByAsk
2026-03-25T00:05:21,103.61,1.0,SetByAsk
2026-03-25T00:05:34,103.64,1.0,SetByAsk
2026-03-25T00:05:34,103.66,1.0,SetByBid
2026-03-25T00:05:40,103.68,1.0,SetByAsk
2026-03-25T00:05:40,103.68,1.0,SetByAsk
2026-03-25T00:05:43,103.7,1.0,SetByAsk
2026-03-25T00:05:48,103.74,1.0,SetByAsk
2026-03-25T00:05:48,103.74,1.0,SetByAsk
2026-03-25T00:05:48,103.74,2.0,SetByAsk
2026-03-25T00:05:48,103.74,1.0,SetByAsk
2026-03-25T00:05:48,103.74,1.0,SetByAsk
2026-03-25T00:05:48,103.74,1.0,SetByAsk
2026-03-25T00:05:48,103.74,1.0,SetByAsk
2026-03-25T00:06:00,103.74,2.0,SetByAsk
2026-03-25T00:06:03,103.74,1.0,SetByAsk
2026-03-25T00:06:03,103.75,1.0,SetByBid
2026-03-25T00:06:03,103.75,1.0,SetByBid
2026-03-25T00:06:05,103.76,1.0,SetByBid
2026-03-25T00:06:51,103.75,1.0,SetByAsk
2026-03-25T00:06:52,103.74,1.0,SetByAsk
2026-03-25T00:07:16,103.74,2.0,SetByAsk
2026-03-25T00:07:21,103.74,1.0,SetByAsk
2026-03-25T00:07:27,103.75,1.0,SetByBid
2026-03-25T00:07:27,103.75,1.0,SetByBid
2026-03-25T00:07:27,103.75,1.0,SetByBid
2026-03-25T00:07:27,103.75,1.0,SetByBid
2026-03-25T00:07:33,103.76,1.0,SetByAsk
2026-03-25T00:07:43,103.77,1.0,SetByBid
2026-03-25T00:07:43,103.77,1.0,SetByBid
2026-03-25T00:07:43,103.77,1.0,SetByAsk
2026-03-25T00:07:57,103.77,1.0,SetByBid
2026-03-25T00:07:57,103.78,1.0,SetByBid
2026-03-25T00:08:05,103.74,2.0,SetByAsk
2026-03-25T00:08:05,103.74,1.0,SetByAsk
2026-03-25T00:08:05,103.7,1.0,SetByAsk
2026-03-25T00:08:05,103.7,1.0,SetByAsk
2026-03-25T00:08:05,103.7,1.0,SetByAsk
2026-03-25T00:08:05,103.7,1.0,SetByAsk
2026-03-25T00:08:05,103.7,1.0,SetByAsk
