skip_reason,date,signal_time_utc,entry_time_utc,selected_symbol,contract_expiry_date,days_to_expiry,a,b,c,affected_parameter_count,stage
forward_filled_entry,2025-01-10,2025-01-10 07:09:20,2025-01-10 07:10:20,F:BRN\H25,2025-01-31,15.0,60,0.9,1800,6,1
forward_filled_entry,2025-01-10,2025-01-10 07:02:48,2025-01-10 07:04:48,F:BRN\H25,2025-01-31,15.0,120,0.3,3600,6,1
forward_filled_entry,2025-01-10,2025-01-10 07:06:43,2025-01-10 07:08:43,F:BRN\H25,2025-01-31,15.0,120,0.7,1800,6,1
forward_filled_entry,2025-01-10,2025-01-10 07:02:48,2025-01-10 07:07:48,F:BRN\H25,2025-01-31,15.0,300,0.3,3600,6,1
forward_filled_entry,2025-01-10,2025-01-10 07:05:49,2025-01-10 07:10:49,F:BRN\H25,2025-01-31,15.0,300,0.7,900,6,1
forward_filled_entry,2025-01-10,2025-01-10 07:06:43,2025-01-10 07:11:43,F:BRN\H25,2025-01-31,15.0,300,0.7,1800,6,1
forward_filled_entry,2025-01-10,2025-01-10 07:05:59,2025-01-10 07:10:59,F:BRN\H25,2025-01-31,15.0,300,0.9,900,6,1
forward_filled_entry,2025-01-10,2025-01-10 07:07:12,2025-01-10 07:12:12,F:BRN\H25,2025-01-31,15.0,300,0.9,3600,6,1
forward_filled_entry,2025-01-13,2025-01-13 07:01:46,2025-01-13 07:02:46,F:BRN\H25,2025-01-31,14.0,60,0.9,3600,6,1
forward_filled_entry,2025-01-13,2025-01-13 07:01:46,2025-01-13 07:03:46,F:BRN\H25,2025-01-31,14.0,120,0.9,3600,6,1
forward_filled_entry,2025-01-13,2025-01-13 07:00:01,2025-01-13 07:05:01,F:BRN\H25,2025-01-31,14.0,300,0.5,900,6,1
forward_filled_entry,2025-01-13,2025-01-13 07:00:19,2025-01-13 07:05:19,F:BRN\H25,2025-01-31,14.0,300,0.7,1800,6,1
forward_filled_entry,2025-01-13,2025-01-13 07:00:32,2025-01-13 07:05:32,F:BRN\H25,2025-01-31,14.0,300,0.7,3600,6,1
forward_filled_entry,2025-01-13,2025-01-13 07:01:46,2025-01-13 07:06:46,F:BRN\H25,2025-01-31,14.0,300,0.9,3600,6,1
forward_filled_entry,2025-01-14,2025-01-14 07:00:00,2025-01-14 07:02:00,F:BRN\H25,2025-01-31,13.0,120,0.3,900,6,1
forward_filled_entry,2025-01-14,2025-01-14 07:00:00,2025-01-14 07:02:00,F:BRN\H25,2025-01-31,13.0,120,0.3,1800,6,1
forward_filled_entry,2025-01-14,2025-01-14 07:00:00,2025-01-14 07:02:00,F:BRN\H25,2025-01-31,13.0,120,0.3,3600,6,1
forward_filled_entry,2025-01-14,2025-01-14 07:00:00,2025-01-14 07:02:00,F:BRN\H25,2025-01-31,13.0,120,0.5,900,6,1
forward_filled_entry,2025-01-14,2025-01-14 07:00:00,2025-01-14 07:02:00,F:BRN\H25,2025-01-31,13.0,120,0.7,900,6,1
forward_filled_entry,2025-01-14,2025-01-14 07:12:48,2025-01-14 07:14:48,F:BRN\H25,2025-01-31,13.0,120,0.7,1800,6,1
forward_filled_entry,2025-01-15,2025-01-15 07:05:21,2025-01-15 07:07:21,F:BRN\H25,2025-01-31,12.0,120,0.7,900,6,1
forward_filled_entry,2025-01-15,2025-01-15 07:06:28,2025-01-15 07:08:28,F:BRN\H25,2025-01-31,12.0,120,0.7,1800,6,1
forward_filled_entry,2025-01-15,2025-01-15 07:06:35,2025-01-15 07:08:35,F:BRN\H25,2025-01-31,12.0,120,0.9,1800,6,1
forward_filled_entry,2025-01-15,2025-01-15 07:06:28,2025-01-15 07:11:28,F:BRN\H25,2025-01-31,12.0,300,0.7,1800,6,1
forward_filled_entry,2025-01-15,2025-01-15 07:05:27,2025-01-15 07:10:27,F:BRN\H25,2025-01-31,12.0,300,0.9,900,6,1
forward_filled_entry,2025-01-15,2025-01-15 07:46:49,2025-01-15 07:51:49,F:BRN\H25,2025-01-31,12.0,300,0.9,3600,6,1
forward_filled_entry,2025-01-16,2025-01-16 07:00:00,2025-01-16 07:01:00,F:BRN\H25,2025-01-31,11.0,60,0.3,900,6,1
forward_filled_entry,2025-01-16,2025-01-16 07:00:00,2025-01-16 07:01:00,F:BRN\H25,2025-01-31,11.0,60,0.3,1800,6,1
forward_filled_entry,2025-01-16,2025-01-16 07:00:00,2025-01-16 07:01:00,F:BRN\H25,2025-01-31,11.0,60,0.3,3600,6,1
forward_filled_entry,2025-01-16,2025-01-16 07:00:00,2025-01-16 07:01:00,F:BRN\H25,2025-01-31,11.0,60,0.5,900,6,1
forward_filled_entry,2025-01-16,2025-01-16 07:00:00,2025-01-16 07:01:00,F:BRN\H25,2025-01-31,11.0,60,0.5,1800,6,1
forward_filled_entry,2025-01-16,2025-01-16 07:00:00,2025-01-16 07:01:00,F:BRN\H25,2025-01-31,11.0,60,0.5,3600,6,1
forward_filled_entry,2025-01-16,2025-01-16 07:04:10,2025-01-16 07:05:10,F:BRN\H25,2025-01-31,11.0,60,0.9,900,6,1
forward_filled_entry,2025-01-16,2025-01-16 07:47:38,2025-01-16 07:48:38,F:BRN\H25,2025-01-31,11.0,60,0.9,3600,6,1
forward_filled_entry,2025-01-16,2025-01-16 07:00:51,2025-01-16 07:02:51,F:BRN\H25,2025-01-31,11.0,120,0.7,3600,6,1
forward_filled_entry,2025-01-16,2025-01-16 07:47:38,2025-01-16 07:49:38,F:BRN\H25,2025-01-31,11.0,120,0.9,3600,6,1
forward_filled_entry,2025-01-16,2025-01-16 07:47:38,2025-01-16 07:52:38,F:BRN\H25,2025-01-31,11.0,300,0.9,3600,6,1
forward_filled_entry,2025-01-17,2025-01-17 07:00:18,2025-01-17 07:01:18,F:BRN\H25,2025-01-31,10.0,60,0.3,900,6,1
forward_filled_entry,2025-01-17,2025-01-17 07:00:18,2025-01-17 07:01:18,F:BRN\H25,2025-01-31,10.0,60,0.3,1800,6,1
forward_filled_entry,2025-01-17,2025-01-17 07:00:18,2025-01-17 07:01:18,F:BRN\H25,2025-01-31,10.0,60,0.5,900,6,1
forward_filled_entry,2025-01-17,2025-01-17 07:00:18,2025-01-17 07:05:18,F:BRN\H25,2025-01-31,10.0,300,0.3,900,6,1
forward_filled_entry,2025-01-17,2025-01-17 07:00:18,2025-01-17 07:05:18,F:BRN\H25,2025-01-31,10.0,300,0.3,1800,6,1
forward_filled_entry,2025-01-17,2025-01-17 07:00:18,2025-01-17 07:05:18,F:BRN\H25,2025-01-31,10.0,300,0.5,900,6,1
forward_filled_entry,2025-01-17,2025-01-17 07:02:40,2025-01-17 07:07:40,F:BRN\H25,2025-01-31,10.0,300,0.5,3600,6,1
forward_filled_entry,2025-01-17,2025-01-17 07:02:40,2025-01-17 07:07:40,F:BRN\H25,2025-01-31,10.0,300,0.7,900,6,1
forward_filled_entry,2025-01-17,2025-01-17 07:02:40,2025-01-17 07:07:40,F:BRN\H25,2025-01-31,10.0,300,0.7,1800,6,1
forward_filled_entry,2025-01-17,2025-01-17 07:02:41,2025-01-17 07:07:41,F:BRN\H25,2025-01-31,10.0,300,0.7,3600,6,1
forward_filled_entry,2025-01-17,2025-01-17 07:03:14,2025-01-17 07:08:14,F:BRN\H25,2025-01-31,10.0,300,0.9,3600,6,1
forward_filled_entry,2025-01-20,2025-01-20 07:01:49,2025-01-20 07:02:49,F:BRN\H25,2025-01-31,9.0,60,0.9,1800,6,1
forward_filled_entry,2025-01-20,2025-01-20 07:01:49,2025-01-20 07:03:49,F:BRN\H25,2025-01-31,9.0,120,0.9,1800,6,1
forward_filled_entry,2025-01-20,2025-01-20 11:52:26,2025-01-20 11:54:26,F:BRN\H25,2025-01-31,9.0,120,0.9,3600,6,1
forward_filled_entry,2025-01-20,2025-01-20 07:00:01,2025-01-20 07:05:01,F:BRN\H25,2025-01-31,9.0,300,0.3,1800,6,1
forward_filled_entry,2025-01-20,2025-01-20 07:35:22,2025-01-20 07:40:22,F:BRN\H25,2025-01-31,9.0,300,0.7,3600,6,1
forward_filled_entry,2025-01-20,2025-01-20 07:01:49,2025-01-20 07:06:49,F:BRN\H25,2025-01-31,9.0,300,0.9,1800,6,1
forward_filled_entry,2025-01-21,2025-01-21 07:06:50,2025-01-21 07:07:50,F:BRN\H25,2025-01-31,8.0,60,0.9,1800,6,1
forward_filled_entry,2025-01-21,2025-01-21 07:00:04,2025-01-21 07:02:04,F:BRN\H25,2025-01-31,8.0,120,0.7,900,6,1
forward_filled_entry,2025-01-21,2025-01-21 07:06:50,2025-01-21 07:08:50,F:BRN\H25,2025-01-31,8.0,120,0.9,1800,6,1
forward_filled_entry,2025-01-21,2025-01-21 07:00:04,2025-01-21 07:05:04,F:BRN\H25,2025-01-31,8.0,300,0.7,900,6,1
forward_filled_entry,2025-01-21,2025-01-21 07:05:21,2025-01-21 07:10:21,F:BRN\H25,2025-01-31,8.0,300,0.7,1800,6,1
forward_filled_entry,2025-01-21,2025-01-21 07:07:05,2025-01-21 07:12:05,F:BRN\H25,2025-01-31,8.0,300,0.9,900,6,1
forward_filled_entry,2025-01-22,2025-01-22 07:15:12,2025-01-22 07:16:12,F:BRN\H25,2025-01-31,7.0,60,0.7,900,6,1
forward_filled_entry,2025-01-22,2025-01-22 07:13:00,2025-01-22 07:15:00,F:BRN\H25,2025-01-31,7.0,120,0.7,1800,6,1
forward_filled_entry,2025-01-22,2025-01-22 07:00:00,2025-01-22 07:05:00,F:BRN\H25,2025-01-31,7.0,300,0.3,900,6,1
forward_filled_entry,2025-01-22,2025-01-22 07:00:00,2025-01-22 07:05:00,F:BRN\H25,2025-01-31,7.0,300,0.3,1800,6,1
forward_filled_entry,2025-01-22,2025-01-22 07:00:00,2025-01-22 07:05:00,F:BRN\H25,2025-01-31,7.0,300,0.3,3600,6,1
forward_filled_entry,2025-01-22,2025-01-22 07:00:00,2025-01-22 07:05:00,F:BRN\H25,2025-01-31,7.0,300,0.5,900,6,1
forward_filled_entry,2025-01-22,2025-01-22 07:00:00,2025-01-22 07:05:00,F:BRN\H25,2025-01-31,7.0,300,0.5,1800,6,1
forward_filled_entry,2025-01-22,2025-01-22 07:00:00,2025-01-22 07:05:00,F:BRN\H25,2025-01-31,7.0,300,0.5,3600,6,1
forward_filled_entry,2025-01-22,2025-01-22 07:15:12,2025-01-22 07:20:12,F:BRN\H25,2025-01-31,7.0,300,0.7,900,6,1
forward_filled_entry,2025-01-22,2025-01-22 07:00:00,2025-01-22 07:05:00,F:BRN\H25,2025-01-31,7.0,300,0.7,3600,6,1
forward_filled_entry,2025-01-22,2025-01-22 07:16:01,2025-01-22 07:21:01,F:BRN\H25,2025-01-31,7.0,300,0.9,900,6,1
forward_filled_entry,2025-01-22,2025-01-22 07:00:00,2025-01-22 07:05:00,F:BRN\H25,2025-01-31,7.0,300,0.9,3600,6,1
