params,delay_s,sigma_multiple,move_window_s,hold_s,vol_window_days,signal_mode,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents,removed_top_win_cents,deflated_total_pnl_cents,deflated_daily_sharpe,deflated_max_drawdown_cents,deflated_trades,deflated_win_rate,deflated_profit_factor,run_key,run_label,fill_model,selector_kind,train_start,train_end,test_start,test_end,cluster_neighbors,cluster_positive_neighbors,cluster_positive_rate,robust_top_trade_neutral_score
a=90s | b=0.6x rolling sigma | c=900s | d=21600s | reversal | exit_by_midnight,90,0.6,900,21600,63,reversal,3.9133121286395944,269.8015999999991,3.5039168831168714,3.9133121286395944,9.381797907037852,-17.999400000000236,0.1038961038961039,0.16883116883116883,77,13,0.6153846153846154,20.753969230769165,10.378270904590574,7,6,0.16883116883116883,3,3,1.0,144.81080000000085,0.5367306939617902,70.95319999999994,0.26298287334100384,198.84839999999917,70.95319999999994,198.8483999999992,3.4466414151387377,-17.999400000000236,12,0.5833333333333334,7.911946275131002,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=60s | b=0.65x rolling sigma | c=1200s | d=21600s | reversal | exit_by_midnight,60,0.65,1200,21600,63,reversal,3.831046302342629,229.21940000000075,2.9768753246753343,3.831046302342629,6.745344817494326,-15.492800000000244,0.09090909090909091,0.14285714285714285,77,11,0.6363636363636364,20.83812727272734,10.291347455634229,5,6,0.14285714285714285,3,3,1.0,134.3160000000006,0.5859713444848044,62.45020000000057,0.272447271042505,166.76920000000018,62.45020000000057,166.76920000000015,3.3542577876895767,-15.492800000000258,10,0.6,7.759945197038949,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=60s | b=0.65x rolling sigma | c=900s | d=21600s | reversal | exit_by_midnight,60,0.65,900,21600,63,reversal,3.8217890219540522,265.34200000000084,3.446000000000011,3.8217890219540522,7.3460112840208245,-15.492800000000244,0.09090909090909091,0.12987012987012986,77,10,0.7,26.534200000000084,11.996444230784748,4,6,0.12987012987012986,3,3,1.0,147.81960000000112,0.5570908487913736,74.4545999999996,0.2805986236630438,190.88740000000124,74.4545999999996,190.88740000000124,3.3531420287241183,-15.492800000000244,9,0.6666666666666666,8.910857114439118,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=60s | b=0.25x rolling sigma | c=1800s | d=21600s | continuation | exit_by_midnight,60,0.25,1800,21600,63,continuation,3.809916574633441,870.6493999999963,11.307135064935016,3.809916574633441,8.060790351506775,-160.79899999999967,0.5064935064935064,0.8441558441558441,77,65,0.6,13.394606153846098,1.9563475090131592,25,40,0.8441558441558441,3,3,1.0,609.5725999999968,0.7001355539899291,164.42180000000016,0.1888496104172367,706.2275999999961,164.42180000000016,706.2275999999961,3.333064157049125,-160.79899999999967,64,0.59375,1.775741654512529,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=60s | b=0.6x rolling sigma | c=900s | d=21600s | reversal | exit_by_midnight,60,0.6,900,21600,63,reversal,3.804636530177458,249.29339999999792,3.2375766233765964,3.804636530177458,18.287323002170616,-10.99260000000109,0.1038961038961039,0.16883116883116883,77,13,0.6153846153846154,19.17641538461522,12.798413584861251,7,6,0.16883116883116883,3,3,1.0,103.38020000000037,0.4146928879785876,67.09540000000074,0.26914230380748666,182.1979999999972,67.09540000000074,182.19799999999717,3.317580863493335,-10.99260000000109,12,0.5833333333333334,9.622961371358132,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=180s | b=0.65x rolling sigma | c=1200s | d=21600s | reversal | exit_by_midnight,180,0.65,1200,21600,63,reversal,3.7879812167941,239.2324000000016,3.1069142857143066,3.7879812167941,5.6175025729122146,-23.627000000000223,0.1038961038961039,0.14285714285714285,77,11,0.7272727272727273,21.748400000000142,7.8115849595969955,5,6,0.14285714285714285,3,3,1.0,136.83580000000046,0.5719785447121691,73.95300000000006,0.309126188593182,165.27940000000154,73.95300000000006,165.27940000000154,3.362685751015265,-23.62700000000023,10,0.7,5.705945662758123,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=90s | b=0.65x rolling sigma | c=900s | d=21600s | reversal | exit_by_midnight,90,0.65,900,21600,63,reversal,3.759930859816019,242.84139999999996,3.1537844155844152,3.759930859816019,17.90015789279144,-13.49359999999993,0.1038961038961039,0.12987012987012986,77,10,0.8,24.284139999999997,11.543743867174785,4,6,0.12987012987012986,3,3,1.0,133.81579999999963,0.5510419557785438,64.45060000000016,0.26540202782556915,178.39079999999979,64.45060000000016,178.39079999999979,3.259865575210304,-13.493599999999958,9,0.7777777777777778,8.745412863953177,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=90s | b=0.25x rolling sigma | c=1800s | d=21600s | continuation | exit_by_midnight,90,0.25,1800,21600,63,continuation,3.7339746994528524,847.1398000000092,11.001815584415704,3.7339746994528524,7.581783954903348,-159.79879999999915,0.5064935064935064,0.8441558441558441,77,65,0.6,13.032920000000143,1.9514232042913409,25,40,0.8441558441558441,3,3,1.0,599.0728,0.7071711186276379,165.41979999999927,0.19526859675344904,681.72000000001,165.41979999999927,681.72000000001,3.249337018844247,-240.44319999999448,64,0.59375,1.7656401302707003,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=120s | b=0.25x rolling sigma | c=1800s | d=21600s | continuation | exit_by_midnight,120,0.25,1800,21600,63,continuation,3.7086609854077865,842.1325999999959,10.93678701298696,3.7086609854077865,7.221852894008525,-158.79920000000007,0.5194805194805194,0.8441558441558441,77,65,0.6153846153846154,12.955886153846091,1.947005717799386,25,40,0.8441558441558441,3,3,1.0,591.0680000000002,0.7018704655300164,164.42020000000016,0.19524264943549383,677.7123999999958,164.42020000000016,677.7123999999958,3.223649633821344,-222.94400000000329,64,0.609375,1.762109812425672,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=90s | b=0.7x rolling sigma | c=900s | d=1800s | reversal | exit_by_midnight,90,0.7,900,1800,63,reversal,3.698104847197932,170.8395999999985,2.2186961038960846,3.698104847197932,0.0,-3.493999999999801,0.06493506493506493,0.07792207792207792,77,6,0.8333333333333334,28.47326666666642,49.89513451630175,2,4,0.07792207792207792,3,3,1.0,91.3717999999995,0.5348396975876805,59.355799999999036,0.3474358404023397,111.48379999999948,59.355799999999036,111.48379999999949,3.3449499283017827,-3.493999999999801,5,0.8,32.90721236404491,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=300s | b=0.9x rolling sigma | c=3600s | d=1800s | reversal | exit_by_midnight,300,0.9,3600,1800,63,reversal,3.6907906136544124,106.82840000000044,1.3873818181818238,3.6907906136544124,0.0,-0.5330000000003992,0.07792207792207792,0.09090909090909091,77,7,0.8571428571428571,15.261200000000063,201.42851782311294,5,2,0.09090909090909091,2,3,0.6666666666666666,69.44500000000087,0.6500612196756722,40.07739999999971,0.37515679351183345,66.75100000000073,40.07739999999971,66.75100000000074,3.477192825527476,-0.5330000000003992,6,0.8333333333333334,126.23639774826383,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=90s | b=0.65x rolling sigma | c=2400s | d=21600s | reversal | exit_by_midnight,90,0.65,2400,21600,63,reversal,3.6617977030000968,454.5458000000013,5.903192207792225,3.6617977030000968,4.04897309839973,-73.98179999999977,0.12987012987012986,0.24675324675324675,77,19,0.5263157894736842,23.923463157894805,3.826197359994533,11,8,0.24675324675324675,3,3,1.0,234.0871999999993,0.514991448606496,103.39180000000023,0.22746178712904164,351.1540000000011,103.39180000000023,351.1540000000011,3.1491021183018764,-73.98179999999977,18,0.5,3.183345457710796,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=120s | b=0.65x rolling sigma | c=900s | d=21600s | reversal | exit_by_midnight,120,0.65,900,21600,63,reversal,3.650591926786497,257.338400000001,3.342057142857156,3.650591926786497,18.968750764401538,-13.493599999999958,0.1038961038961039,0.12987012987012986,77,10,0.8,25.733840000000093,12.173177953959181,4,6,0.12987012987012986,3,3,1.0,140.31440000000083,0.5452524768942384,77.45459999999972,0.300983452139282,179.8838000000013,77.45459999999972,179.8838000000013,3.1562956166319345,-13.493599999999944,9,0.7777777777777778,8.810236282010013,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=90s | b=0.7x rolling sigma | c=2400s | d=21600s | reversal | exit_by_midnight,90,0.7,2400,21600,63,reversal,3.6364528752724112,368.1808000000012,4.781568831168847,3.6364528752724112,4.240942999822853,-36.553200000000345,0.12987012987012986,0.16883116883116883,77,13,0.7692307692307693,28.321600000000096,5.683590549898935,9,4,0.16883116883116883,3,3,1.0,247.41980000000072,0.672006253449392,100.39080000000011,0.2726671244127879,267.7900000000011,100.39080000000011,267.7900000000011,3.115588443182256,-36.553200000000345,12,0.75,4.406529382731081,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=90s | b=0.65x rolling sigma | c=1200s | d=14400s | reversal | exit_by_midnight,90,0.65,1200,14400,63,reversal,3.617961421040488,219.2189999999992,2.8469999999999898,3.617961421040488,7.588180076112628,-12.494000000000142,0.1038961038961039,0.14285714285714285,77,11,0.7272727272727273,19.928999999999924,12.74026906021653,5,6,0.14285714285714285,3,3,1.0,147.31919999999946,0.6720183925663378,74.4525999999996,0.33962658346219937,144.76639999999958,74.4525999999996,144.76639999999958,3.186270565865678,-12.494000000000142,10,0.7,8.752961590368205,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=90s | b=0.65x rolling sigma | c=1800s | d=21600s | reversal | exit_by_midnight,90,0.65,1800,21600,63,reversal,3.614819042871427,317.4561999999994,4.122807792207785,3.614819042871427,3.2579111225578083,-47.52540000000028,0.09090909090909091,0.15584415584415584,77,12,0.5833333333333334,26.454683333333282,6.145540834486725,7,5,0.15584415584415584,3,3,1.0,145.82100000000008,0.45934210766713757,93.58019999999938,0.2947814533154481,223.87600000000003,93.58019999999938,223.87600000000003,3.1030739422477676,-47.52540000000028,11,0.5454545454545454,4.62873082920274,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=120s | b=0.65x rolling sigma | c=900s | d=1800s | reversal | exit_by_midnight,120,0.65,900,1800,63,reversal,3.5925795595874273,190.33840000000012,2.471927272727274,3.5925795595874273,5.4478635301658755,-23.05499999999924,0.09090909090909091,0.12987012987012986,77,10,0.7,19.033840000000012,8.169432663115897,4,6,0.12987012987012986,3,3,1.0,110.41159999999927,0.5800805302555827,55.59419999999983,0.2920808412805813,134.7442000000003,55.59419999999983,134.7442000000003,3.0728345037008435,-23.054999999999268,9,0.6666666666666666,6.0753787393685155,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=120s | b=0.65x rolling sigma | c=2400s | d=21600s | reversal | exit_by_midnight,120,0.65,2400,21600,63,reversal,3.5737273544962247,435.52220000000005,5.656132467532468,3.5737273544962247,3.4445285247042157,-84.48559999999947,0.15584415584415584,0.24675324675324675,77,19,0.631578947368421,22.922221052631585,3.804486692406921,11,8,0.24675324675324675,3,3,1.0,223.57980000000316,0.5133602833564009,100.89159999999966,0.2316566181930557,334.6306000000004,100.89159999999966,334.6306000000004,3.0530994306008075,-84.48559999999947,18,0.6111111111111112,3.154808789476504,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=120s | b=0.65x rolling sigma | c=1200s | d=14400s | reversal | exit_by_midnight,120,0.65,1200,14400,63,reversal,3.5581038433034315,199.71579999999915,2.5937116883116773,3.5581038433034315,4.848753683603192,-14.978199999999447,0.11688311688311688,0.14285714285714285,77,11,0.8181818181818182,18.15598181818174,14.333765071903992,5,6,0.14285714285714285,3,3,1.0,136.31819999999948,0.682560919065993,71.95159999999974,0.36026994358984143,127.7641999999994,71.95159999999974,127.7641999999994,3.152407580898672,-14.978199999999433,10,0.8,9.53001028160892,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=180s | b=0.65x rolling sigma | c=1200s | d=14400s | reversal | exit_by_midnight,180,0.65,1200,14400,63,reversal,3.5379138049839463,212.73239999999942,2.762758441558434,3.5379138049839463,4.995246481420489,-23.627000000000223,0.1038961038961039,0.14285714285714285,77,11,0.7272727272727273,19.339309090909033,7.0570592288459135,5,6,0.14285714285714285,3,3,1.0,127.83580000000154,0.6009230375814962,75.95300000000108,0.3570354116251276,136.77939999999833,75.95300000000108,136.77939999999833,3.1083290694332173,-23.62700000000023,10,0.7,4.894474593837125,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=120s | b=0.65x rolling sigma | c=1800s | d=21600s | reversal | exit_by_midnight,120,0.65,1800,21600,63,reversal,3.5206973334286595,323.95079999999916,4.2071532467532355,3.5206973334286595,2.8399167852025973,-50.026399999999434,0.1038961038961039,0.15584415584415584,77,12,0.6666666666666666,26.99589999999993,6.340716951768027,7,5,0.15584415584415584,3,3,1.0,148.02359999999825,0.45693234898632334,97.08199999999974,0.2996813096309686,226.86879999999942,97.08199999999974,226.86879999999945,2.9882983627177504,-50.026399999999434,11,0.6363636363636364,4.740203901293865,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=120s | b=0.7x rolling sigma | c=900s | d=1800s | reversal | exit_by_midnight,120,0.7,900,1800,63,reversal,3.520348008998958,140.34260000000137,1.8226311688311867,3.520348008998958,0.0,-3.4935999999998018,0.06493506493506493,0.07792207792207792,77,6,0.8333333333333334,23.390433333333565,41.17134188228996,2,4,0.07792207792207792,3,3,1.0,73.86640000000119,0.5263291402610503,55.35939999999983,0.39445898821882514,84.98320000000155,55.35939999999983,84.98320000000156,3.233587595601489,-3.4935999999998018,5,0.8,25.325395008009234,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=180s | b=0.65x rolling sigma | c=2400s | d=21600s | reversal | exit_by_midnight,180,0.65,2400,21600,63,reversal,3.5193929008320914,455.53599999999966,5.916051948051944,3.5193929008320914,3.473989468228636,-94.48840000000033,0.15584415584415584,0.24675324675324675,77,19,0.631578947368421,23.975578947368405,3.6149871987692364,11,8,0.24675324675324675,3,3,1.0,273.59159999999895,0.6005927083699184,100.43380000000012,0.22047390326999444,355.1021999999995,100.43380000000012,355.1021999999996,3.005638921391617,-94.48840000000033,18,0.6111111111111112,3.0384507640555127,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=180s | b=0.65x rolling sigma | c=1800s | d=21600s | reversal | exit_by_midnight,180,0.65,1800,21600,63,reversal,3.5187935031989253,320.95219999999836,4.168210389610368,3.5187935031989253,2.5320238372452795,-53.5277999999998,0.11688311688311688,0.15584415584415584,77,12,0.75,26.74601666666653,5.5810393799688285,7,5,0.15584415584415584,3,3,1.0,167.82119999999998,0.5228853393122117,97.5818,0.30403842067448206,223.37039999999837,97.5818,223.3703999999984,2.9888845553557344,-53.5277999999998,11,0.7272727272727273,4.188227401835493,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=90s | b=0.7x rolling sigma | c=2400s | d=14400s | reversal | exit_by_midnight,90,0.7,2400,14400,63,reversal,3.511625308645237,334.1808000000023,4.34001038961042,3.511625308645237,3.723745059284896,-38.521000000000654,0.12987012987012986,0.16883116883116883,77,13,0.7692307692307693,25.70621538461556,5.1456082807762185,9,4,0.16883116883116883,3,3,1.0,196.91980000000117,0.5892612621670659,87.47900000000057,0.2617714722090556,246.70180000000175,87.47900000000057,246.70180000000175,2.9717803525901814,-38.521000000000654,12,0.75,4.060406297915373,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=120s | b=0.7x rolling sigma | c=2400s | d=21600s | reversal | exit_by_midnight,120,0.7,2400,21600,63,reversal,3.5082735066896893,358.17940000000107,4.651680519480533,3.5082735066896893,4.0144573002809,-35.52059999999983,0.11688311688311688,0.16883116883116883,77,13,0.6923076923076923,27.55226153846162,5.611613385005475,9,4,0.16883116883116883,2,3,0.6666666666666666,244.91340000000156,0.6837729919699481,100.39180000000012,0.28028356739667276,257.78760000000096,100.39180000000012,257.78760000000096,2.966395323797834,-35.52059999999983,12,0.6666666666666666,4.319053934001891,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=90s | b=0.65x rolling sigma | c=1800s | d=14400s | reversal | exit_by_midnight,90,0.65,1800,14400,63,reversal,3.4933283876553327,281.4561999999988,3.655275324675309,3.4933283876553327,3.1265639336556186,-44.02540000000062,0.09090909090909091,0.15584415584415584,77,12,0.5833333333333334,23.454683333333236,5.836399440505441,7,5,0.15584415584415584,3,3,1.0,151.8209999999996,0.5394125267093077,76.08019999999966,0.27030919908674955,205.37599999999912,76.08019999999966,205.37599999999912,2.9494864649902066,-44.02540000000062,11,0.5454545454545454,4.529076181278807,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=60s | b=0.7x rolling sigma | c=900s | d=1800s | reversal | exit_by_midnight,60,0.7,900,1800,63,reversal,3.4753292626358627,164.34279999999873,2.1343220779220613,3.4753292626358627,0.0,-6.492799999999903,0.06493506493506493,0.07792207792207792,77,6,0.8333333333333334,27.390466666666455,26.311545096102538,2,4,0.07792207792207792,3,3,1.0,92.87340000000026,0.5651199809179409,58.35459999999852,0.35507853097305736,105.9882000000002,58.35459999999852,105.98820000000022,3.0032936603638043,-6.492799999999917,5,0.8,17.323958846720103,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=300s | b=0.65x rolling sigma | c=1200s | d=21600s | reversal | exit_by_midnight,300,0.65,1200,21600,63,reversal,3.461873539672627,190.71460000000022,2.47681298701299,3.461873539672627,7.201570492602246,-13.594200000001365,0.1038961038961039,0.14285714285714285,77,11,0.7272727272727273,17.337690909090927,7.416182209661856,5,6,0.14285714285714285,3,3,1.0,116.3161999999992,0.6098966728294481,62.94860000000011,0.33006702161239904,127.7660000000001,62.94860000000011,127.7660000000001,2.9398255552201396,-14.322599999999774,10,0.7,5.298412057596294,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=60s | b=0.7x rolling sigma | c=2400s | d=21600s | reversal | exit_by_midnight,60,0.7,2400,21600,63,reversal,3.450181681518737,365.1906000000004,4.74273506493507,3.450181681518737,4.2932358343309165,-37.52139999999943,0.09090909090909091,0.16883116883116883,77,13,0.5384615384615384,28.09158461538465,5.234123367814706,9,4,0.16883116883116883,2,3,0.6666666666666666,254.92440000000028,0.6980584932909006,108.39279999999852,0.2968115827734843,256.79780000000187,108.39279999999852,256.79780000000187,2.9007189009419148,-37.52139999999943,12,0.5,3.977386509355424,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=90s | b=0.65x rolling sigma | c=900s | d=1800s | reversal | exit_by_midnight,90,0.65,900,1800,63,reversal,3.438820002221073,177.84140000000014,2.3096285714285734,3.438820002221073,5.7717721493202285,-23.553800000000223,0.09090909090909091,0.12987012987012986,77,10,0.7,17.784140000000008,7.340744596646885,4,6,0.12987012987012986,3,3,1.0,101.91040000000059,0.5730409229796916,52.09260000000017,0.292916047669441,125.74879999999996,52.09260000000017,125.74879999999995,2.886370931200807,-23.553800000000237,9,0.6666666666666666,5.483438750115705,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=180s | b=0.7x rolling sigma | c=2400s | d=21600s | reversal | exit_by_midnight,180,0.7,2400,21600,63,reversal,3.418014701536712,355.6856000000012,4.6192935064935225,3.418014701536712,3.699140963286289,-48.057800000000526,0.1038961038961039,0.16883116883116883,77,13,0.6153846153846154,27.360430769230863,4.878550756876877,9,4,0.16883116883116883,2,3,0.6666666666666666,242.91640000000055,0.6829525850920019,99.89179999999915,0.2808429691840176,255.79380000000208,99.89179999999915,255.79380000000208,2.862470897559556,-48.05780000000054,12,0.5833333333333334,3.789287046184653,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=90s | b=0.55x rolling sigma | c=900s | d=14400s | reversal | exit_by_midnight,90,0.55,900,14400,63,reversal,3.4047292077772187,232.268199999999,3.016470129870117,3.4047292077772187,5.4650550481218865,-23.13780000000125,0.11688311688311688,0.18181818181818182,77,14,0.6428571428571429,16.590585714285645,5.811335841176928,7,7,0.18181818181818182,3,3,1.0,139.81180000000043,0.6019412041768999,73.95240000000005,0.3183922723816707,158.31579999999894,73.95240000000005,158.31579999999894,2.854069545386393,-23.13780000000125,13,0.6153846153846154,4.279443689513222,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=120s | b=0.6x rolling sigma | c=900s | d=14400s | reversal | exit_by_midnight,120,0.6,900,14400,63,reversal,3.3857109420652853,231.78800000000385,3.0102337662338163,3.3857109420652853,3.5558521903916653,-29.635799999998184,0.11688311688311688,0.16883116883116883,77,13,0.6923076923076923,17.829846153846454,6.188803424160957,7,6,0.16883116883116883,3,3,1.0,154.80620000000098,0.6678784061297324,75.97900000000108,0.3277952266726484,155.80900000000275,75.97900000000108,155.80900000000278,2.8361093287434245,-29.635799999998184,12,0.6666666666666666,4.487938429578295,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=180s | b=0.65x rolling sigma | c=900s | d=21600s | reversal | exit_by_midnight,180,0.65,900,21600,63,reversal,3.357939562500286,220.35560000000123,2.861761038961055,3.357939562500286,5.046883889724493,-31.626599999998646,0.07792207792207792,0.12987012987012986,77,10,0.6,22.035560000000125,5.528493746377911,4,6,0.12987012987012986,3,3,1.0,123.83320000000161,0.56196983421343,67.95059999999982,0.30836792892941883,152.4050000000014,67.95059999999982,152.40500000000145,2.7924448233871018,-31.62659999999864,9,0.5555555555555556,4.132051508637523,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=180s | b=0.65x rolling sigma | c=1800s | d=14400s | reversal | exit_by_midnight,180,0.65,1800,14400,63,reversal,3.349965293928362,282.4522,3.6682103896103895,3.349965293928362,2.358558039833551,-51.02779999999994,0.11688311688311688,0.15584415584415584,77,12,0.75,23.53768333333333,5.180698923935366,7,5,0.15584415584415584,3,3,1.0,162.82119999999955,0.5764557684450663,81.58180000000034,0.2888340044793432,200.87039999999968,81.58180000000034,200.87039999999968,2.783663429979325,-51.02779999999994,11,0.7272727272727273,3.973170912212629,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=90s | b=0.65x rolling sigma | c=2400s | d=14400s | reversal | exit_by_midnight,90,0.65,2400,14400,63,reversal,3.3489695692878167,340.0458000000017,4.4161792207792425,3.3489695692878167,3.1654966567898377,-71.4817999999992,0.12987012987012986,0.24675324675324675,77,19,0.5263157894736842,17.89714736842114,3.6292268794507243,11,8,0.24675324675324675,3,3,1.0,162.58719999999968,0.4781332396988843,84.97900000000071,0.24990457167828653,255.06680000000097,84.97900000000071,255.06680000000102,2.803508541203659,-71.4817999999992,18,0.5,2.9721710622965514,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
a=300s | b=0.6x rolling sigma | c=900s | d=14400s | reversal | exit_by_midnight,300,0.6,900,14400,63,reversal,3.337897501642498,186.2862000000012,2.4193012987013143,3.337897501642498,6.6496350370056625,-14.628199999999893,0.09090909090909091,0.16883116883116883,77,13,0.5384615384615384,14.329707692307785,5.806517532316718,7,6,0.16883116883116883,3,3,1.0,99.81220000000057,0.5358002900912678,61.44700000000006,0.3298526675620613,124.83920000000114,61.44700000000006,124.83920000000114,2.7757953651254,-14.628199999999886,12,0.5,4.221074902598224,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,2025-10-01,2025-12-31,2026-01-01,2026-01-31,,,,
