run_key,run_label,fill_model,selector_kind,objective,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents,removed_top_win_cents,deflated_total_pnl_cents,deflated_daily_sharpe,deflated_max_drawdown_cents,deflated_trades,deflated_win_rate,deflated_profit_factor
actual_bid_ask_train_daily_sharpe,Train Sharpe selector,actual_bid_ask,train_daily_sharpe,train_daily_sharpe,465.7839999999994,1.5423311258278127,0.2579452370197924,0.19373598682592874,-1656.873599999999,0.24172185430463577,0.48013245033112584,302,146,0.5,3.190301369863008,1.1171176816158348,60,86,0.48344370860927155,8,12,0.6666666666666666,363.9236000000005,0.7813140854988598,942.6955999999999,2.0238900434536204,-476.9116000000005,942.6955999999999,-476.9116000000005,-0.3221092780303731,-1656.873599999999,145,0.496551724137931,0.8800843718811755
actual_bid_ask_train_total_pnl,Train PnL selector,actual_bid_ask,train_total_pnl,train_total_pnl,-1248.4163999999996,-4.133829139072846,-0.7476377436501417,-0.553231385878189,-1892.8848000000012,0.2913907284768212,0.5463576158940397,302,166,0.5301204819277109,-7.520580722891564,0.8130057944075746,76,90,0.5496688741721855,6,12,0.5,623.9999999999995,0.4998332287208016,325.0,0.2603298066254177,-1573.4163999999996,325.0,-1573.4163999999998,-0.9651541940569252,-1892.8848000000014,165,0.5272727272727272,0.7643256290256251
actual_bid_ask_robust_top_trade_neutral,Robust top-trade-neutral selector,actual_bid_ask,robust_top_trade_neutral,robust_top_trade_neutral,-902.0780000000009,-2.9870132450331157,-0.7945357357168389,-0.6876990852609114,-1443.9375999999947,0.1986754966887417,0.39403973509933776,302,119,0.5042016806722689,-7.5804873949579905,0.7572540846676203,48,71,0.39403973509933776,3,12,0.25,216.75839999999403,0.24028786867653773,640.3671999999989,0.7098800768891362,-1542.4451999999997,640.3671999999989,-1542.4451999999997,-1.7356869524049818,-1710.0635999999977,118,0.5,0.5849335956269469
mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,mid_dynamic_cost,train_daily_sharpe,train_daily_sharpe,1295.2890000000002,4.28903642384106,0.7060333604126475,0.47144848694685676,-1656.873599999999,0.24172185430463577,0.41721854304635764,302,126,0.5793650793650794,10.280071428571429,1.3299199963322104,58,68,0.41721854304635764,8,12,0.6666666666666666,363.9236000000005,0.2809593843536079,942.6955999999999,0.7277878527494634,352.5934000000003,942.6955999999999,352.59340000000014,0.23232127050899049,-1656.873599999999,125,0.576,1.08980823062248
mid_dynamic_cost_robust_top_trade_neutral,Robust top-trade-neutral selector,mid_dynamic_cost,robust_top_trade_neutral,robust_top_trade_neutral,350.89939999999973,1.1619185430463568,0.3568901625128805,0.3614400799164014,-618.8840000000029,0.152317880794702,0.3079470198675497,302,93,0.4946236559139785,3.7731118279569844,1.152476056351492,36,57,0.3079470198675497,5,12,0.4166666666666667,227.13919999999993,0.647305752018955,640.3671999999989,1.8249310201157352,-289.46779999999916,640.3671999999989,-289.46779999999933,-0.4205353775575784,-777.2128000000027,92,0.4891304347826087,0.8742177712907385
mid_dynamic_cost_train_total_pnl,Train PnL selector,mid_dynamic_cost,train_total_pnl,train_total_pnl,-591.4835999999964,-1.9585549668874052,-0.37786832738742093,-0.26805093336003727,-1892.8848000000014,0.2682119205298013,0.4966887417218543,302,150,0.54,-3.9432239999999745,0.8929004404222586,67,83,0.4966887417218543,7,12,0.5833333333333334,613.5622000000068,1.0373274931037995,420.9937999999995,0.7117590411636131,-1012.4773999999959,420.9937999999995,-1012.4773999999959,-0.6773339993485472,-1892.8848000000012,149,0.5369127516778524,0.8166713605881603
