winner_type,fill_model,run_key,run_label,selector_kind,total_pnl_cents,daily_sharpe,trades,max_drawdown_cents,win_rate,profit_factor,top_trade_pnl_cents,top_trade_removed_pnl_cents,top_trade_share,best_month_share,deflated_total_pnl_cents,deflated_daily_sharpe,unique_monthly_parameter_sets,latest_selected_params,is_robust_by_tests
max_oos_pnl,actual_bid_ask,actual_bid_ask_train_daily_sharpe,Train Sharpe selector,train_daily_sharpe,465.7839999999994,0.2579452370197924,146,-1656.873599999999,0.5,1.1171176816158348,942.6955999999999,-476.9116000000005,2.0238900434536204,0.7813140854988598,-476.9116000000005,-0.3221092780303731,11,a=60s | b=0.85x rolling sigma | c=3600s | d=14400s | continuation | exit_by_midnight,False
max_oos_sharpe,actual_bid_ask,actual_bid_ask_train_daily_sharpe,Train Sharpe selector,train_daily_sharpe,465.7839999999994,0.2579452370197924,146,-1656.873599999999,0.5,1.1171176816158348,942.6955999999999,-476.9116000000005,2.0238900434536204,0.7813140854988598,-476.9116000000005,-0.3221092780303731,11,a=60s | b=0.85x rolling sigma | c=3600s | d=14400s | continuation | exit_by_midnight,False
robust_top_trade_neutral,actual_bid_ask,actual_bid_ask_robust_top_trade_neutral,Robust top-trade-neutral selector,robust_top_trade_neutral,-902.0780000000009,-0.7945357357168389,119,-1443.9375999999947,0.5042016806722689,0.7572540846676203,640.3671999999989,-1542.4451999999997,0.7098800768891362,0.24028786867653773,-1542.4451999999997,-1.7356869524049818,12,a=180s | b=0.3x rolling sigma | c=2400s | d=7200s | continuation | exit_by_midnight,False
max_oos_pnl,mid_dynamic_cost,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,train_daily_sharpe,1295.2890000000002,0.7060333604126475,126,-1656.873599999999,0.5793650793650794,1.3299199963322104,942.6955999999999,352.5934000000003,0.7277878527494634,0.2809593843536079,352.59340000000014,0.23232127050899049,11,a=60s | b=0.85x rolling sigma | c=3600s | d=14400s | continuation | exit_by_midnight,False
max_oos_sharpe,mid_dynamic_cost,mid_dynamic_cost_train_daily_sharpe,Train Sharpe selector,train_daily_sharpe,1295.2890000000002,0.7060333604126475,126,-1656.873599999999,0.5793650793650794,1.3299199963322104,942.6955999999999,352.5934000000003,0.7277878527494634,0.2809593843536079,352.59340000000014,0.23232127050899049,11,a=60s | b=0.85x rolling sigma | c=3600s | d=14400s | continuation | exit_by_midnight,False
robust_top_trade_neutral,mid_dynamic_cost,mid_dynamic_cost_robust_top_trade_neutral,Robust top-trade-neutral selector,robust_top_trade_neutral,350.89939999999973,0.3568901625128805,93,-618.8840000000029,0.4946236559139785,1.152476056351492,640.3671999999989,-289.46779999999916,1.8249310201157352,0.647305752018955,-289.46779999999933,-0.4205353775575784,12,a=180s | b=0.3x rolling sigma | c=2400s | d=7200s | continuation | exit_by_midnight,False
