run_key,run_label,fill_model,selector_kind,test_start,signal_time_dubai,entry_time_dubai,exit_time_dubai,side,fill_source,selected_symbol,move_cents,threshold_cents,entry_price,exit_price,net_pnl_cents,abs_pnl_cents,selected_params
mid_dynamic_cost_robust_top_trade_neutral,Robust top-trade-neutral selector,mid_dynamic_cost,robust_top_trade_neutral,2026-03-01,2026-03-24 13:49:01,2026-03-24 13:52:01,2026-03-24 15:52:01,-1,synthetic_dynamic_cost,%BRN 1!-ICE,-92.00000000000017,90.65034778353096,103.44,101.88,151.86240000000024,151.86240000000024,a=180s | b=0.3x rolling sigma | c=2400s | d=7200s | continuation | exit_by_midnight
mid_dynamic_cost_robust_top_trade_neutral,Robust top-trade-neutral selector,mid_dynamic_cost,robust_top_trade_neutral,2026-02-01,2026-02-26 23:05:17,2026-02-26 23:06:47,2026-02-27 00:00:00,-1,synthetic_dynamic_cost,%BRN 1!-ICE,81.00000000000023,80.45511078447643,70.72,72.11,-141.82880000000006,141.82880000000006,a=90s | b=0.65x rolling sigma | c=900s | d=14400s | reversal | exit_by_midnight
mid_dynamic_cost_robust_top_trade_neutral,Robust top-trade-neutral selector,mid_dynamic_cost,robust_top_trade_neutral,2026-03-01,2026-03-10 11:40:00,2026-03-10 11:43:00,2026-03-10 13:43:00,1,synthetic_dynamic_cost,%BRN 1!-ICE,168.99999999999977,61.337635832315655,94.15,92.83,-135.76600000000073,135.76600000000073,a=180s | b=0.3x rolling sigma | c=2400s | d=7200s | continuation | exit_by_midnight
mid_dynamic_cost_robust_top_trade_neutral,Robust top-trade-neutral selector,mid_dynamic_cost,robust_top_trade_neutral,2025-04-01,2025-04-04 14:21:03,2025-04-04 14:22:33,2025-04-04 16:22:33,-1,synthetic_dynamic_cost,F:BRN\M25,-91.99999999999875,91.0289227213416,66.745,65.41499999999999,130.33020000000124,130.33020000000124,a=90s | b=1x rolling sigma | c=1800s | d=7200s | continuation | exit_by_midnight
mid_dynamic_cost_robust_top_trade_neutral,Robust top-trade-neutral selector,mid_dynamic_cost,robust_top_trade_neutral,2025-08-01,2025-08-08 18:08:36,2025-08-08 18:10:06,2025-08-08 20:10:06,-1,synthetic_dynamic_cost,F:BRN\V25,-76.50000000000148,73.71955691355097,65.745,66.93,-121.12980000000023,121.12980000000023,a=90s | b=0.3x rolling sigma | c=1200s | d=7200s | continuation | exit_by_midnight
mid_dynamic_cost_robust_top_trade_neutral,Robust top-trade-neutral selector,mid_dynamic_cost,robust_top_trade_neutral,2026-02-01,2026-02-06 21:52:46,2026-02-06 21:54:16,2026-02-07 00:00:00,1,synthetic_dynamic_cost,%BRN 1!-ICE,-74.00000000000091,72.16525845820975,66.6,67.76,113.33600000000108,113.33600000000108,a=90s | b=0.65x rolling sigma | c=900s | d=14400s | reversal | exit_by_midnight
mid_dynamic_cost_robust_top_trade_neutral,Robust top-trade-neutral selector,mid_dynamic_cost,robust_top_trade_neutral,2025-04-01,2025-04-09 15:05:19,2025-04-09 15:06:49,2025-04-09 17:06:49,-1,synthetic_dynamic_cost,F:BRN\M25,-156.00000000000023,150.32201121408465,59.175,60.2,-104.86700000000057,104.86700000000057,a=90s | b=1x rolling sigma | c=1800s | d=7200s | continuation | exit_by_midnight
mid_dynamic_cost_robust_top_trade_neutral,Robust top-trade-neutral selector,mid_dynamic_cost,robust_top_trade_neutral,2026-03-01,2026-03-12 11:40:00,2026-03-12 11:43:00,2026-03-12 13:43:00,1,synthetic_dynamic_cost,%BRN 1!-ICE,83.00000000000125,63.336346734245225,100.64,99.65,-103.02559999999949,103.02559999999949,a=180s | b=0.3x rolling sigma | c=2400s | d=7200s | continuation | exit_by_midnight
mid_dynamic_cost_robust_top_trade_neutral,Robust top-trade-neutral selector,mid_dynamic_cost,robust_top_trade_neutral,2026-03-01,2026-03-25 13:50:56,2026-03-25 13:53:56,2026-03-25 15:53:56,1,synthetic_dynamic_cost,%BRN 1!-ICE,97.00000000000131,94.49258905964295,100.29,99.47,-86.01160000000074,86.01160000000074,a=180s | b=0.3x rolling sigma | c=2400s | d=7200s | continuation | exit_by_midnight
mid_dynamic_cost_robust_top_trade_neutral,Robust top-trade-neutral selector,mid_dynamic_cost,robust_top_trade_neutral,2025-07-01,2025-07-02 19:55:51,2025-07-02 19:57:51,2025-07-02 21:57:51,1,synthetic_dynamic_cost,F:BRN\U25,67.50000000000114,67.41087956250986,68.28,69.11500000000001,80.7688000000008,80.7688000000008,a=120s | b=0.3x rolling sigma | c=1200s | d=7200s | continuation | exit_by_midnight
